,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.985714286,0.014285714,0.089552239,0.597014925,0.164179104,0.014925373,0.134328358,1,0,0.037037037,0.111111111,0.814814815,0.037037037
1,0.958333333,0.041666667,0.090909091,0.606060606,0.151515152,0.03030303,0.121212121,1,0.017857143,0,0.017857143,0.857142857,0.107142857
2,1,0,0.092307692,0.630769231,0.138461538,0.030769231,0.107692308,1,0.019607843,0.019607843,0.176470588,0.784313725,0
3,1,0,0.12,0.493333333,0.213333333,0,0.173333333,1,0.06,0,0.08,0.86,0
4,0.958333333,0.041666667,0,0.719298246,0.122807018,0,0.157894737,1,0.090909091,0.018181818,0.145454545,0.672727273,0.072727273
5,1,0,0.105263158,0,0.01754386,0.192982456,0.684210526,1,0.578125,0.09375,0,0.203125,0.125
6,1,0,0.122807018,0.157894737,0,0.157894737,0.561403509,1,0.516129032,0.016129032,0,0.290322581,0.177419355
7,0.985714286,0.014285714,0.083333333,0.1,0.083333333,0.066666667,0.666666667,1,0.627118644,0.016949153,0.033898305,0.186440678,0.13559322
8,0.985714286,0.014285714,0.038461538,0.153846154,0,0.211538462,0.596153846,1,0.627118644,0.016949153,0.016949153,0.203389831,0.13559322
9,0.985714286,0.014285714,0.017241379,0.137931034,0.120689655,0.120689655,0.603448276,1,0.678571429,0.017857143,0.017857143,0.196428571,0.089285714
10,0.971830986,0.028169014,0,0.120689655,0.137931034,0.120689655,0.620689655,1,0.754716981,0.018867925,0.037735849,0.150943396,0.037735849
11,0.971830986,0.028169014,0.03030303,0.045454545,0.212121212,0.03030303,0.681818182,1,0.759259259,0.018518519,0.018518519,0.148148148,0.055555556
12,1,0,0.014492754,0.101449275,0.260869565,0,0.623188406,1,0.769230769,0.019230769,0.019230769,0.173076923,0.019230769
13,0.971830986,0.028169014,0,0.09375,0.21875,0.03125,0.65625,1,0.754716981,0.018867925,0.037735849,0.150943396,0.037735849
14,0.971830986,0.028169014,0,0.106060606,0.242424242,0,0.651515152,1,0.754716981,0,0.018867925,0.169811321,0.056603774
15,0.907894737,0.092105263,0,0.032258065,0.193548387,0.064516129,0.709677419,1,0.709090909,0.018181818,0,0.2,0.072727273
16,0.985714286,0.014285714,0.074074074,0.685185185,0,0.055555556,0.185185185,1,0.06779661,0.050847458,0.186440678,0.593220339,0.101694915
17,0.985714286,0.014285714,0.107142857,0.696428571,0,0.017857143,0.178571429,1,0,0.047619048,0.142857143,0.650793651,0.158730159
18,0.985714286,0.014285714,0.018867925,0.735849057,0.037735849,0.056603774,0.150943396,1,0.031746032,0.095238095,0.126984127,0.634920635,0.111111111
19,0.958333333,0.041666667,0.037735849,0.735849057,0.018867925,0.037735849,0.169811321,1,0.086206897,0.017241379,0.155172414,0.620689655,0.120689655
20,0.958333333,0.041666667,0.050847458,0.677966102,0.101694915,0.016949153,0.152542373,1,0.016393443,0.049180328,0.06557377,0.737704918,0.131147541
21,0.958333333,0.041666667,0,0.62962963,0.074074074,0.055555556,0.240740741,1,0.245283019,0.018867925,0.169811321,0.528301887,0.037735849
22,0.971830986,0.028169014,0.038461538,0.076923077,0,0.192307692,0.692307692,1,0.580645161,0.096774194,0.048387097,0.177419355,0.096774194
23,0.971830986,0.028169014,0.081967213,0,0.098360656,0.06557377,0.754098361,1,0.655737705,0.049180328,0.016393443,0.147540984,0.131147541
24,0.971830986,0.028169014,0.033333333,0.25,0.133333333,0.016666667,0.566666667,1,0.5,0.035714286,0.125,0.267857143,0.071428571
25,0.985714286,0.014285714,0.078125,0.046875,0.140625,0.046875,0.6875,1,0.655172414,0.034482759,0.034482759,0.172413793,0.103448276
26,0.985714286,0.014285714,0.059701493,0.134328358,0.194029851,0.044776119,0.567164179,1,0.653846154,0.019230769,0.057692308,0.25,0.019230769
27,1,0,0.071428571,0.085714286,0.214285714,0.057142857,0.571428571,1,0.745098039,0,0,0.235294118,0.019607843
28,1,0,0.016666667,0.133333333,0.15,0.083333333,0.616666667,1,0.754716981,0,0.056603774,0.132075472,0.056603774
29,0.985714286,0.014285714,0,0.125,0.107142857,0.125,0.642857143,1,0.660714286,0.071428571,0.089285714,0.142857143,0.035714286
30,0.92,0.08,0,0.036363636,0.090909091,0.218181818,0.654545455,1,0.769230769,0.038461538,0.038461538,0.153846154,0
31,0.958333333,0.041666667,0.06779661,0.033898305,0.084745763,0.13559322,0.677966102,1,0.696428571,0.017857143,0.035714286,0.160714286,0.089285714
32,0.92,0.08,0.05,0.633333333,0.116666667,0,0.2,1,0.037735849,0.018867925,0.188679245,0.716981132,0.037735849
33,0.92,0.08,0,0.8,0,0,0.2,1,0.047619048,0,0.111111111,0.634920635,0.206349206
34,0.907894737,0.092105263,0.086206897,0.689655172,0.051724138,0.034482759,0.137931034,1,0,0,0.107142857,0.785714286,0.107142857
35,0.945205479,0.054794521,0.105263158,0.614035088,0.01754386,0.052631579,0.210526316,1,0.01754386,0.070175439,0.210526316,0.649122807,0.052631579
36,0.985714286,0.014285714,0.018518519,0.740740741,0.055555556,0,0.185185185,1,0.107142857,0.017857143,0.214285714,0.571428571,0.089285714
37,0.958333333,0.041666667,0.087719298,0.052631579,0.035087719,0.263157895,0.561403509,1,0.412698413,0.206349206,0.031746032,0.349206349,0
38,1,0,0.051724138,0.137931034,0.086206897,0.155172414,0.568965517,1,0.625,0.053571429,0.053571429,0.214285714,0.053571429
39,0.958333333,0.041666667,0.116666667,0.033333333,0.05,0.233333333,0.566666667,1,0.711538462,0.019230769,0.019230769,0.230769231,0.019230769
40,0.971830986,0.028169014,0,0.051724138,0.137931034,0.137931034,0.672413793,1,0.672413793,0.103448276,0.017241379,0.172413793,0.034482759
41,1,0,0.078125,0.0625,0.140625,0.140625,0.578125,1,0.596491228,0.105263158,0.01754386,0.263157895,0.01754386
42,0.971830986,0.028169014,0.066666667,0.65,0.1,0.066666667,0.116666667,1,0.033898305,0.050847458,0.050847458,0.762711864,0.101694915
43,0.958333333,0.041666667,0.017241379,0.655172414,0.120689655,0.068965517,0.137931034,1,0.05,0.083333333,0.05,0.733333333,0.083333333
44,1,0,0.01754386,0.649122807,0.105263158,0.070175439,0.157894737,1,0.118644068,0.06779661,0.084745763,0.644067797,0.084745763
45,0.985714286,0.014285714,0.035087719,0.701754386,0.087719298,0.01754386,0.157894737,1,0.089285714,0.017857143,0.160714286,0.642857143,0.089285714
46,0.932432432,0.067567568,0.036363636,0.727272727,0.054545455,0.054545455,0.127272727,1,0,0.070175439,0.157894737,0.719298246,0.052631579
47,0.945205479,0.054794521,0,0.75,0.038461538,0.076923077,0.134615385,1,0.074074074,0.055555556,0.222222222,0.62962963,0.018518519
48,0.932432432,0.067567568,0.074074074,0.685185185,0,0.037037037,0.203703704,1,0.054545455,0.054545455,0.236363636,0.618181818,0.036363636
49,0.932432432,0.067567568,0.054545455,0.727272727,0.036363636,0.018181818,0.163636364,1,0,0.055555556,0.259259259,0.666666667,0.018518519
50,0.985714286,0.014285714,0.019607843,0.764705882,0,0.078431373,0.137254902,1,0.033333333,0.1,0.2,0.6,0.066666667
51,0.958333333,0.041666667,0,0.722222222,0.074074074,0.037037037,0.166666667,1,0,0.114754098,0.163934426,0.655737705,0.06557377
52,1,0,0.147540984,0.016393443,0.032786885,0.131147541,0.672131148,1,0.555555556,0.063492063,0.015873016,0.222222222,0.142857143
53,0.985714286,0.014285714,0.107142857,0.071428571,0,0.125,0.696428571,1,0.616666667,0.016666667,0.066666667,0.15,0.15
54,0.971830986,0.028169014,0.071428571,0.017857143,0.035714286,0.196428571,0.678571429,1,0.701754386,0.035087719,0.035087719,0.140350877,0.087719298
55,0.971830986,0.028169014,0.018181818,0.727272727,0.072727273,0.072727273,0.109090909,1,0.117647059,0.019607843,0.215686275,0.647058824,0
56,0.932432432,0.067567568,0.018518519,0.759259259,0.055555556,0.037037037,0.12962963,1,0.06,0,0.28,0.66,0
57,0.945205479,0.054794521,0.038461538,0.75,0,0.019230769,0.192307692,1,0.055555556,0.037037037,0.296296296,0.574074074,0.037037037
58,0.958333333,0.041666667,0.038461538,0.730769231,0,0.057692308,0.173076923,1,0.087719298,0.035087719,0.192982456,0.596491228,0.087719298
59,1,0,0,0.725490196,0.019607843,0,0.254901961,1,0.116666667,0.083333333,0.233333333,0.483333333,0.083333333
60,0.971830986,0.028169014,0,0.769230769,0.038461538,0.038461538,0.153846154,1,0.103448276,0.017241379,0.155172414,0.603448276,0.120689655
61,1,0,0,0.678571429,0.107142857,0.107142857,0.107142857,1,0.103448276,0.086206897,0.086206897,0.672413793,0.051724138
62,0.985714286,0.014285714,0.050847458,0.033898305,0.101694915,0.033898305,0.779661017,1,0.661290323,0.032258065,0.032258065,0.112903226,0.161290323
63,1,0,0.035087719,0.684210526,0.087719298,0,0.192982456,1,0.122807018,0.01754386,0.157894737,0.596491228,0.105263158
64,0.896103896,0.103896104,0,0.82,0,0,0.18,1,0,0,0.186440678,0.661016949,0.152542373
65,0.92,0.08,0.030769231,0.015384615,0.2,0.046153846,0.707692308,1,0.740740741,0.018518519,0,0.185185185,0.055555556
66,0.873417722,0.126582278,0,0.017241379,0.137931034,0.051724138,0.793103448,1,0.727272727,0,0.036363636,0.145454545,0.090909091
67,1,0,0.054545455,0.745454545,0.036363636,0,0.163636364,1,0.076923077,0,0.046153846,0.646153846,0.230769231
68,1,0,0.070175439,0.701754386,0.052631579,0,0.175438596,1,0.075757576,0,0.015151515,0.666666667,0.242424242
69,0.985714286,0.014285714,0,0.709090909,0.090909091,0.036363636,0.163636364,1,0.133333333,0.016666667,0.066666667,0.633333333,0.15
70,0.958333333,0.041666667,0,0.666666667,0.074074074,0.018518519,0.240740741,1,0.163934426,0,0.06557377,0.590163934,0.180327869
71,0.985714286,0.014285714,0.089552239,0.537313433,0.164179104,0.059701493,0.149253731,1,0.094339623,0.018867925,0.056603774,0.79245283,0.037735849
72,0.985714286,0.014285714,0.01754386,0.070175439,0.105263158,0.035087719,0.771929825,1,0.639344262,0.06557377,0.081967213,0.098360656,0.114754098
73,1,0,0.035087719,0.01754386,0.087719298,0.175438596,0.684210526,1,0.612903226,0.129032258,0.016129032,0.177419355,0.064516129
74,0.985714286,0.014285714,0.036363636,0.709090909,0.054545455,0.018181818,0.181818182,1,0.034482759,0.086206897,0.224137931,0.603448276,0.051724138
75,0.985714286,0.014285714,0,0.75,0.038461538,0,0.211538462,1,0.016666667,0.15,0.266666667,0.55,0.016666667
76,0.985714286,0.014285714,0,0.725490196,0.019607843,0.078431373,0.176470588,1,0,0.180327869,0.245901639,0.573770492,0
77,0.958333333,0.041666667,0.054545455,0.709090909,0.036363636,0.018181818,0.181818182,1,0.017857143,0.071428571,0.25,0.625,0.035714286
78,0.92,0.08,0,0.8,0,0.06,0.14,1,0.050847458,0.033898305,0.13559322,0.661016949,0.118644068
79,0.985714286,0.014285714,0.035714286,0.696428571,0.071428571,0.089285714,0.107142857,1,0.094339623,0.037735849,0.188679245,0.660377358,0.018867925
80,0.958333333,0.041666667,0,0.773584906,0.056603774,0.018867925,0.150943396,1,0.017857143,0.089285714,0.25,0.625,0.017857143
