,"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP', 'NPS'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V', 'NPO'))","('VP', ('V',))","('VP', ('VP', 'NPA'))"
10,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.888888889,0,0,0,0.111111111,0.038461538,0.134615385,0,0.019230769,0.807692308,1,0,0.862745098,0.117647059,0,0.019607843
11,0.888888889,0.111111111,0,0,0.019607843,0.745098039,0.215686275,0.019607843,0,1,0,0,0,0,0.122807018,0.157894737,0,0.01754386,0.701754386,1,0,0.862745098,0.117647059,0,0.019607843
12,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.038461538,0.230769231,0,0.019230769,0.711538462,1,0,0.862745098,0.117647059,0,0.019607843
13,0.833333333,0,0,0.166666667,0.018181818,0.690909091,0.2,0.090909091,0,0.888888889,0.111111111,0,0,0,0.056603774,0.132075472,0,0.037735849,0.773584906,1,0,0.88,0.12,0,0
14,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.875,0,0,0,0.125,0.038461538,0.134615385,0,0,0.826923077,1,0.054545455,0.8,0.109090909,0,0.036363636
15,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0,0.1,0,0.02,0.88,1,0,0.862745098,0.117647059,0,0.019607843
16,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.8,0,0,0.2,0,0,0.08,0,0,0.92,1,0.087719298,0.771929825,0.105263158,0,0.035087719
17,0.916666667,0.083333333,0,0,0.018181818,0.690909091,0.2,0.072727273,0.018181818,1,0,0,0,0,0,0.14,0,0,0.86,1,0.070175439,0.789473684,0.087719298,0,0.052631579
18,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,1,0,0,0,0,0.118644068,0.050847458,0.033898305,0,0.796610169,1,0.090909091,0.8,0.109090909,0,0
19,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0,0,0,0,0,0.037735849,0,0.018867925,0,0.943396226,1,0.19047619,0.698412698,0.095238095,0,0.015873016
20,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0,0,0,0,0,0.072727273,0,0.018181818,0,0.909090909,1,0.177419355,0.709677419,0.096774194,0,0.016129032
21,1,0,0,0,0,0.75,0.192307692,0.038461538,0.019230769,0.5,0,0.25,0.25,0,0.037735849,0.056603774,0.018867925,0,0.886792453,1,0.15,0.716666667,0.1,0.016666667,0.016666667
22,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.152542373,0.745762712,0.101694915,0,0
23,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.019607843,0,0,0,0.980392157,1,0.103448276,0.75862069,0.103448276,0,0.034482759
24,1,0,0,0,0,0.609375,0.171875,0.203125,0.015625,1,0,0,0,0,0,0.019607843,0.019607843,0,0.960784314,1,0.037735849,0.830188679,0.113207547,0,0.018867925
25,0.941176471,0.058823529,0,0,0.018518519,0.703703704,0.203703704,0.074074074,0,1,0,0,0,0,0.038461538,0,0,0.038461538,0.923076923,1,0.180327869,0.721311475,0.098360656,0,0
26,0.944444444,0,0,0.055555556,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0,0,0,0.04,0.96,1,0.152542373,0.745762712,0.101694915,0,0
27,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.071428571,0.053571429,0.035714286,0,0.839285714,1,0.090909091,0.8,0.109090909,0,0
28,0.944444444,0,0,0.055555556,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.056603774,0.018867925,0,0.018867925,0.905660377,1,0.019230769,0.846153846,0.115384615,0,0.019230769
29,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.107142857,0,0,0.017857143,0.875,1,0.037735849,0.830188679,0.113207547,0,0.018867925
30,0.944444444,0,0,0.055555556,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.038461538,0,0,0.038461538,0.923076923,1,0.107142857,0.785714286,0.107142857,0,0
31,0.941176471,0,0,0.058823529,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.074074074,0.018518519,0,0.037037037,0.87037037,1,0.137931034,0.75862069,0.103448276,0,0
32,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.019607843,0.058823529,0,0.039215686,0.882352941,1,0.019607843,0.862745098,0.117647059,0,0
33,0.947368421,0,0,0.052631579,0,0.672413793,0.172413793,0.137931034,0.017241379,0.5,0,0.5,0,0,0.074074074,0.037037037,0,0,0.888888889,1,0.037037037,0.796296296,0.111111111,0.018518519,0.037037037
34,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.019230769,0,0.019230769,0,0.961538462,1,0.163934426,0.721311475,0.098360656,0,0.016393443
35,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.087719298,0,0.035087719,0,0.877192982,1,0.074074074,0.814814815,0.111111111,0,0
36,0.941176471,0,0,0.058823529,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0,0.039215686,0.019607843,0.019607843,0.921568627,1,0.074074074,0.814814815,0.111111111,0,0
37,0.95,0,0,0.05,0,0.722222222,0.203703704,0.055555556,0.018518519,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.193548387,0.709677419,0.096774194,0,0
38,0.95,0,0,0.05,0,0.722222222,0.203703704,0.055555556,0.018518519,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.180327869,0.721311475,0.098360656,0,0
39,0.947368421,0.052631579,0,0,0.016949153,0.644067797,0.186440678,0.152542373,0,0,0,0,0,0,0.056603774,0,0,0,0.943396226,1,0.087719298,0.771929825,0.105263158,0,0.035087719
40,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.133333333,0,0.033333333,0,0.833333333,1,0,0.88,0.12,0,0
41,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.090909091,0,0,0,0.909090909,1,0.118644068,0.745762712,0.101694915,0,0.033898305
42,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0,0.08,0,0,0.92,1,0.161290323,0.709677419,0.096774194,0,0.032258065
43,1,0,0,0,0,0.764705882,0.196078431,0.019607843,0.019607843,0,0,0.5,0.5,0,0.019230769,0.019230769,0.019230769,0,0.942307692,1,0.203125,0.671875,0.09375,0.015625,0.015625
44,1,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,0,0,0,0,0,0.056603774,0,0,0,0.943396226,1,0.018867925,0.830188679,0.113207547,0,0.037735849
45,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.089285714,0,0.017857143,0.017857143,0.875,1,0.074074074,0.814814815,0.111111111,0,0
46,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.056603774,0.018867925,0,0.037735849,0.886792453,1,0.152542373,0.745762712,0.101694915,0,0
47,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.055555556,0,0.018518519,0,0.925925926,1,0.072727273,0.8,0.109090909,0,0.018181818
48,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.038461538,0,0,0,0.961538462,1,0.071428571,0.785714286,0.107142857,0,0.035714286
49,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.090909091,0,0,0,0.909090909,1,0.054545455,0.8,0.109090909,0,0.036363636
50,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.037735849,0.037735849,0.018867925,0.018867925,0.886792453,1,0.074074074,0.814814815,0.111111111,0,0
51,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.090909091,0.018181818,0,0.036363636,0.854545455,1,0.038461538,0.846153846,0.115384615,0,0
52,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.019230769,0.019230769,0.019230769,0.019230769,0.923076923,1,0.137931034,0.75862069,0.103448276,0,0
53,0.904761905,0,0,0.095238095,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.122807018,0,0,0,0.877192982,1,0,0.846153846,0.115384615,0,0.038461538
54,0.904761905,0,0,0.095238095,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.074074074,0,0,0,0.925925926,1,0.054545455,0.8,0.109090909,0,0.036363636
55,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.019230769,0.192307692,0.019230769,0.019230769,0.75,1,0,0.88,0.12,0,0
56,0.923076923,0,0,0.076923077,0,0.696428571,0.196428571,0.089285714,0.017857143,0.875,0,0,0.125,0,0.019230769,0.115384615,0.019230769,0.019230769,0.826923077,1,0.038461538,0.846153846,0.115384615,0,0
57,0.888888889,0,0,0.111111111,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0,0.2,0,0.02,0.78,1,0.019230769,0.846153846,0.115384615,0,0.019230769
58,0.947368421,0,0.052631579,0,0,0.764705882,0.196078431,0.019607843,0.019607843,0.5,0,0,0.5,0,0.13559322,0.016949153,0.016949153,0,0.830508475,1,0.105263158,0.754385965,0.105263158,0.01754386,0.01754386
59,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.055555556,0.018518519,0.018518519,0,0.907407407,1,0.055555556,0.814814815,0.111111111,0,0.018518519
60,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.122807018,0.771929825,0.105263158,0,0
61,0.928571429,0,0,0.071428571,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0,0.08,0,0.04,0.88,1,0,0.88,0.12,0,0
62,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.019607843,0.039215686,0,0.019607843,0.921568627,1,0.105263158,0.771929825,0.105263158,0,0.01754386
63,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0,0,0,0,0,0.120689655,0,0.017241379,0,0.862068966,1,0.13559322,0.745762712,0.101694915,0,0.016949153
64,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.107142857,0,0,0.017857143,0.875,1,0.105263158,0.771929825,0.105263158,0,0.01754386
65,0.941176471,0,0,0.058823529,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.089285714,0.053571429,0.017857143,0,0.839285714,1,0.037735849,0.830188679,0.113207547,0,0.018867925
66,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.166666667,0.016666667,0,0.033333333,0.783333333,1,0.056603774,0.830188679,0.113207547,0,0
67,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0,0.019230769,0.038461538,0,0.942307692,1,0.122807018,0.771929825,0.105263158,0,0
68,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.019230769,0,0.019230769,0.019230769,0.942307692,1,0.152542373,0.745762712,0.101694915,0,0
69,0.9,0,0,0.1,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.019230769,0.019230769,0.019230769,0,0.942307692,1,0.13559322,0.745762712,0.101694915,0,0.016949153
70,0.916666667,0,0,0.083333333,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0,0.12,0,0.04,0.84,1,0.038461538,0.846153846,0.115384615,0,0
71,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.916666667,0,0,0.083333333,0,0.019607843,0.176470588,0,0.039215686,0.764705882,1,0.074074074,0.814814815,0.111111111,0,0
72,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.107142857,0.089285714,0,0.035714286,0.767857143,1,0.056603774,0.830188679,0.113207547,0,0
73,0.846153846,0,0,0.153846154,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0,0.12,0,0.04,0.84,1,0.107142857,0.785714286,0.107142857,0,0
74,0.941176471,0,0,0.058823529,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.019607843,0.039215686,0,0.019607843,0.921568627,1,0.019230769,0.846153846,0.115384615,0,0.019230769
75,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0,0.02,0,0,0.98,1,0.103448276,0.75862069,0.103448276,0,0.034482759
76,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.056603774,0.075471698,0,0.018867925,0.849056604,1,0.037735849,0.830188679,0.113207547,0,0.018867925
77,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.166666667,0,0,0.016666667,0.816666667,1,0,0.862745098,0.117647059,0,0.019607843
78,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.666666667,0,0,0.333333333,0,0.177419355,0.032258065,0.016129032,0,0.774193548,1,0,0.862745098,0.117647059,0,0.019607843
79,0.894736842,0,0.052631579,0.052631579,0,0.684210526,0.175438596,0.122807018,0.01754386,1,0,0,0,0,0.122807018,0.035087719,0,0,0.842105263,1,0,0.826923077,0.115384615,0.019230769,0.038461538
80,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.105263158,0,0.01754386,0.01754386,0.859649123,1,0,0.88,0.12,0,0
81,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.055555556,0,0.018518519,0,0.925925926,1,0.072727273,0.8,0.109090909,0,0.018181818
82,0.95,0,0,0.05,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.019230769,0,0.019230769,0,0.961538462,1,0.105263158,0.771929825,0.105263158,0,0.01754386
83,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.056603774,0.037735849,0,0.037735849,0.867924528,1,0.056603774,0.830188679,0.113207547,0,0
84,0.947368421,0,0,0.052631579,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0,0.019607843,0.019607843,0,0.960784314,1,0.055555556,0.814814815,0.111111111,0,0.018518519
85,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.056603774,0,0,0.018867925,0.924528302,1,0.120689655,0.75862069,0.103448276,0,0.017241379
86,0.95,0,0,0.05,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.107142857,0.785714286,0.107142857,0,0
87,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.13559322,0,0.016949153,0,0.847457627,1,0,0.862745098,0.117647059,0,0.019607843
88,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.055555556,0,0.018518519,0,0.925925926,1,0.072727273,0.8,0.109090909,0,0.018181818
89,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,0,0,0,0,0,0.089285714,0,0.017857143,0,0.892857143,1,0,0.862745098,0.117647059,0,0.019607843
90,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.118644068,0,0.033898305,0,0.847457627,1,0,0.88,0.12,0,0
91,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.089285714,0,0.017857143,0,0.892857143,1,0.105263158,0.771929825,0.105263158,0,0.01754386
92,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.137931034,0,0,0,0.862068966,1,0.054545455,0.8,0.109090909,0,0.036363636
93,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.055555556,0.037037037,0.018518519,0,0.888888889,1,0.089285714,0.785714286,0.107142857,0,0.017857143
94,0.9375,0,0,0.0625,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.13559322,0.06779661,0.016949153,0,0.779661017,1,0,0.862745098,0.117647059,0,0.019607843
95,0.95,0,0,0.05,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.071428571,0,0.035714286,0,0.892857143,1,0.056603774,0.830188679,0.113207547,0,0
96,0.95,0,0,0.05,0,0.722222222,0.185185185,0.074074074,0.018518519,0,0,1,0,0,0.118644068,0,0.033898305,0.016949153,0.830508475,1,0.074074074,0.814814815,0.092592593,0.018518519,0
97,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.152542373,0,0,0,0.847457627,1,0.054545455,0.8,0.109090909,0,0.036363636
98,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.056603774,0.018867925,0,0,0.924528302,1,0.103448276,0.75862069,0.103448276,0,0.034482759
99,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.056603774,0.075471698,0,0,0.867924528,1,0.018867925,0.830188679,0.113207547,0,0.037735849
100,0.95,0,0,0.05,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.037037037,0,0.037037037,0,0.925925926,1,0.107142857,0.785714286,0.107142857,0,0
101,0.947368421,0.052631579,0,0,0.018181818,0.690909091,0.2,0.054545455,0.036363636,0,0,0,0,0,0.147540984,0,0.032786885,0,0.819672131,1,0.056603774,0.830188679,0.113207547,0,0
102,0.947368421,0,0,0.052631579,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.120689655,0.017241379,0.017241379,0,0.844827586,1,0.055555556,0.814814815,0.111111111,0,0.018518519
103,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.103448276,0,0.034482759,0,0.862068966,1,0.056603774,0.830188679,0.113207547,0,0
104,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.055555556,0.055555556,0.018518519,0.018518519,0.851851852,1,0.122807018,0.771929825,0.105263158,0,0
105,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.019230769,0.173076923,0.019230769,0.019230769,0.769230769,1,0.074074074,0.814814815,0.111111111,0,0
106,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.019607843,0.137254902,0,0.039215686,0.803921569,1,0.056603774,0.830188679,0.113207547,0,0
107,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.074074074,0.037037037,0,0,0.888888889,1,0.071428571,0.785714286,0.107142857,0,0.035714286
108,1,0,0,0,0.017241379,0.655172414,0.189655172,0.137931034,0,0.857142857,0.142857143,0,0,0,0.038461538,0.096153846,0,0.038461538,0.826923077,1,0.038461538,0.846153846,0.115384615,0,0
109,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.137931034,0,0,0,0.862068966,1,0.037037037,0.814814815,0.111111111,0,0.037037037
110,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.090909091,0.018181818,0,0,0.890909091,1,0.037037037,0.814814815,0.111111111,0,0.037037037
111,1,0,0,0,0,0.609375,0.171875,0.203125,0.015625,0,0,0,0,0,0.019230769,0,0.019230769,0,0.961538462,1,0.037735849,0.830188679,0.113207547,0,0.018867925
112,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.8,0,0,0,0.2,0.107142857,0.035714286,0,0.035714286,0.821428571,1,0.019607843,0.862745098,0.117647059,0,0
113,1,0,0,0,0.016666667,0.633333333,0.183333333,0.15,0.016666667,0.333333333,0.333333333,0,0.333333333,0,0.019607843,0.019607843,0,0.019607843,0.941176471,1,0.054545455,0.818181818,0.090909091,0,0.036363636
114,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.13559322,0.016949153,0.016949153,0,0.830508475,1,0.037735849,0.830188679,0.113207547,0,0.018867925
115,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.118644068,0.033898305,0.033898305,0,0.813559322,1,0,0.88,0.12,0,0
116,0.95,0,0.05,0,0,0.684210526,0.175438596,0.122807018,0.01754386,0,0,0,0,0,0.163934426,0,0.016393443,0,0.819672131,1,0,0.843137255,0.117647059,0.019607843,0.019607843
117,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0.666666667,0,0,0.333333333,0,0.055555556,0.018518519,0.018518519,0.018518519,0.888888889,1,0.074074074,0.814814815,0.111111111,0,0
118,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.055555556,0,0.018518519,0,0.925925926,1,0.120689655,0.75862069,0.103448276,0,0.017241379
119,0.947368421,0,0,0.052631579,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0,0,0.019607843,0.019607843,0.960784314,1,0.152542373,0.745762712,0.101694915,0,0
120,0.947368421,0,0,0.052631579,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.019230769,0,0.019230769,0.019230769,0.942307692,1,0.137931034,0.75862069,0.103448276,0,0
121,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.055555556,0,0.018518519,0.018518519,0.907407407,1,0.152542373,0.745762712,0.101694915,0,0
122,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.152542373,0.016949153,0,0.016949153,0.813559322,1,0.072727273,0.8,0.109090909,0,0.018181818
123,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.137931034,0,0,0.017241379,0.844827586,1,0.037735849,0.830188679,0.113207547,0,0.018867925
124,0.944444444,0,0,0.055555556,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.107142857,0.017857143,0,0.017857143,0.857142857,1,0,0.862745098,0.117647059,0,0.019607843
125,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.75,0,0,0.25,0,0.137931034,0.051724138,0,0,0.810344828,1,0.037037037,0.814814815,0.111111111,0,0.037037037
126,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.137931034,0.017241379,0,0,0.844827586,1,0,0.846153846,0.115384615,0,0.038461538
127,1,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,1,0,0,0,0,0,0.08,0,0.04,0.88,1,0,0.88,0.12,0,0
128,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0,0.08,0,0,0.92,1,0.037037037,0.814814815,0.111111111,0,0.037037037
129,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.037037037,0.018518519,0.037037037,0,0.907407407,1,0.090909091,0.8,0.109090909,0,0
130,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.118644068,0.016949153,0.033898305,0,0.830508475,1,0,0.88,0.12,0,0
131,0.904761905,0,0,0.095238095,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.090909091,0,0,0,0.909090909,1,0.054545455,0.8,0.109090909,0,0.036363636
132,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0.666666667,0,0,0.333333333,0,0.107142857,0.035714286,0,0,0.857142857,1,0.037037037,0.814814815,0.111111111,0,0.037037037
133,1,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,0,0,0,0,0,0.038461538,0,0,0,0.961538462,1,0.037037037,0.814814815,0.111111111,0,0.037037037
134,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.15,0.016666667,0.016666667,0.016666667,0.8,1,0.056603774,0.830188679,0.113207547,0,0
135,0.933333333,0,0,0.066666667,0,0.75,0.211538462,0.019230769,0.019230769,0.833333333,0,0,0.166666667,0,0.089285714,0.089285714,0.017857143,0,0.803571429,1,0.055555556,0.814814815,0.111111111,0,0.018518519
136,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.833333333,0,0,0,0.166666667,0.122807018,0.087719298,0,0,0.789473684,1,0.018867925,0.830188679,0.113207547,0,0.037735849
