,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.962962963,0.037037037,0.052631579,0.035087719,0.070175439,0.368421053,0.473684211,1,0.649122807,0.070175439,0.01754386,0.210526316,0.052631579
1,0.928571429,0.071428571,0.018518519,0.740740741,0.055555556,0,0.185185185,1,0.039215686,0.019607843,0.490196078,0.450980392,0
2,0.951219512,0.048780488,0.016666667,0.616666667,0.15,0.05,0.166666667,1,0.092592593,0.037037037,0.277777778,0.555555556,0.037037037
3,0.962962963,0.037037037,0.036363636,0.018181818,0.054545455,0.436363636,0.454545455,1,0.740740741,0.055555556,0.018518519,0.166666667,0.018518519
4,0.939759036,0.060240964,0.06779661,0,0.084745763,0.389830508,0.457627119,1,0.784313725,0.019607843,0,0.196078431,0
5,0.906976744,0.093023256,0.016949153,0.016949153,0.13559322,0.271186441,0.559322034,1,0.769230769,0,0.038461538,0.153846154,0.038461538
6,0.917647059,0.082352941,0,0.115384615,0.038461538,0.326923077,0.519230769,1,0.625,0.017857143,0.089285714,0.178571429,0.089285714
7,0.939759036,0.060240964,0.081967213,0,0.098360656,0.196721311,0.62295082,1,0.603448276,0.051724138,0.120689655,0.137931034,0.086206897
8,0.975,0.025,0.079365079,0.571428571,0.126984127,0,0.222222222,1,0.056603774,0.056603774,0.396226415,0.490566038,0
9,0.928571429,0.071428571,0,0.701754386,0.122807018,0,0.175438596,1,0.036363636,0.036363636,0.327272727,0.545454545,0.054545455
10,0.939759036,0.060240964,0,0.690909091,0.090909091,0,0.218181818,1,0.092592593,0,0.388888889,0.444444444,0.074074074
11,0.928571429,0.071428571,0,0.629032258,0.193548387,0.048387097,0.129032258,1,0.08,0,0.28,0.64,0
12,0.928571429,0.071428571,0.016393443,0.639344262,0.163934426,0,0.180327869,1,0.058823529,0,0.352941176,0.568627451,0.019607843
13,0.939759036,0.060240964,0.035714286,0.571428571,0.071428571,0,0.321428571,1,0.15,0,0.266666667,0.416666667,0.166666667
14,0.939759036,0.060240964,0.035087719,0.666666667,0.087719298,0,0.210526316,1,0.058823529,0.019607843,0.470588235,0.450980392,0
15,0.951219512,0.048780488,0,0.068965517,0.137931034,0.224137931,0.568965517,1,0.660714286,0.035714286,0.107142857,0.125,0.071428571
16,0.962962963,0.037037037,0,0.642857143,0.107142857,0.053571429,0.196428571,1,0.068965517,0.103448276,0.310344828,0.482758621,0.034482759
17,1,0,0.117647059,0.514705882,0.147058824,0.029411765,0.191176471,1,0.051724138,0.017241379,0.206896552,0.603448276,0.120689655
18,0.939759036,0.060240964,0.017241379,0.534482759,0.120689655,0.103448276,0.224137931,1,0.148148148,0.074074074,0.296296296,0.481481481,0
19,0.975,0.025,0.050847458,0.576271186,0.101694915,0.016949153,0.254237288,1,0.089285714,0.089285714,0.375,0.428571429,0.017857143
20,0.987341772,0.012658228,0.081967213,0.590163934,0.098360656,0,0.229508197,1,0.109090909,0,0.345454545,0.454545455,0.090909091
21,0.962962963,0.037037037,0,0.678571429,0.107142857,0.071428571,0.142857143,1,0.033898305,0.084745763,0.271186441,0.542372881,0.06779661
22,0.939759036,0.060240964,0,0.716981132,0.056603774,0.075471698,0.150943396,1,0.017241379,0.086206897,0.327586207,0.517241379,0.051724138
23,0.896551724,0.103448276,0,0.745098039,0.019607843,0.058823529,0.176470588,1,0.036363636,0.018181818,0.363636364,0.509090909,0.072727273
24,0.987341772,0.012658228,0,0.546875,0.21875,0.09375,0.140625,1,0.086206897,0.103448276,0.155172414,0.620689655,0.034482759
25,1,0,0.15,0.3875,0.225,0.05,0.1875,1,0.037735849,0.037735849,0.150943396,0.754716981,0.018867925
26,0.975,0.025,0.076923077,0.507692308,0.153846154,0.092307692,0.169230769,1,0.115384615,0.038461538,0.269230769,0.576923077,0
27,0.951219512,0.048780488,0,0.672413793,0.137931034,0,0.189655172,1,0.071428571,0.017857143,0.303571429,0.517857143,0.089285714
28,0.951219512,0.048780488,0.016666667,0.566666667,0.15,0.05,0.216666667,1,0.12962963,0.037037037,0.296296296,0.5,0.037037037
29,0.951219512,0.048780488,0.029850746,0.537313433,0.223880597,0,0.208955224,1,0.098039216,0,0.294117647,0.588235294,0.019607843
