,"('S', ('VP',))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('S', ('VP', 'NP'))","('S', ('S', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('NP', 'V'))","('VP', ('V',))","('VP', ('VP', 'NP'))","('VP', ('V', 'NP'))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
242,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
243,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
244,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
245,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
246,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
247,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
248,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
249,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
250,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
251,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
252,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
253,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
254,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
255,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
256,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
257,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
258,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
259,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
260,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
261,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
262,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
263,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
264,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
265,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
266,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
267,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
268,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
269,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
270,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
271,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
272,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
273,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
274,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
275,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
276,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
277,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
278,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
279,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
280,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
281,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
282,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
283,0.8,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.7666666666666667,0.0,0.1,0.0,1.0,1.0
284,0.6774193548387096,0.2903225806451613,0.03225806451612903,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
285,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
286,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
287,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
288,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
289,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
290,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
291,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
292,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
293,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
294,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
295,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
296,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
297,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
298,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
299,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
300,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
301,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
302,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
303,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
304,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
305,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
306,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
307,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
308,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
309,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
310,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
311,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
312,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
313,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
314,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
315,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
316,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
317,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
318,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
319,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
320,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
321,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
322,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
323,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
324,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
325,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
326,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
327,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
328,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
329,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
330,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
331,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
332,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
333,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
334,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
335,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
336,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
337,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
338,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
339,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
340,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
341,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
342,0.9090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.3,0.7,0.0,0.0,0.07142857142857142,0.9285714285714286,1.0
343,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
344,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
345,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
346,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
347,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
348,0.7333333333333333,0.16666666666666666,0.0,0.1,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,1.0,1.0
349,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
350,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
351,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
352,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
353,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
354,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
355,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
356,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
357,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
358,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
359,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
360,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
361,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
362,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
363,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
364,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
365,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
366,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
367,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
368,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
369,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
370,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
371,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
372,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
373,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
374,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
375,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
376,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
377,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
378,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
379,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
380,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
381,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
382,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
383,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
384,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
385,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
386,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
387,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
388,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
389,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
390,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
391,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
392,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
393,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
394,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
395,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
396,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
397,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
398,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
399,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
400,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
401,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
402,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
403,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
404,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
405,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
406,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
407,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
408,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
409,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
410,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
411,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
412,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
413,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
414,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
415,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
416,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
417,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
418,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
419,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
420,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
421,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
422,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
423,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
424,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
425,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
426,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
427,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
428,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
429,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
430,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
431,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
432,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
433,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
434,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
435,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
436,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
437,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
438,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
439,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
440,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
441,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
442,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
443,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
444,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
445,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
446,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
447,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
448,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
449,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
450,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
451,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
452,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
453,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
454,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
455,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
456,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
457,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
458,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
459,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
460,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
461,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
462,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
463,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
464,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
465,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
466,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
467,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
468,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
469,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
470,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
471,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
472,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
473,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
474,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
475,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
476,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
477,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
478,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
479,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
480,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
481,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
482,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
483,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
484,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
485,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
486,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
487,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
488,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
489,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
490,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
491,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
