"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))",
0.538461538,0.384615385,0.076923077,0,0,0.733333333,0.222222222,0.022222222,0.022222222,0.8,0.066666667,0,0.133333333,0,0,0.240740741,0.074074074,0.685185185,1,0,0.781818182,0.127272727,0.090909091,0
0.727272727,0.227272727,0.045454545,0,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0,0.051724138,0.137931034,0.810344828,1,0.177419355,0.709677419,0.096774194,0.016129032,1
0.703703704,0.222222222,0.037037037,0.037037037,0,0.76744186,0.186046512,0.023255814,0.023255814,0,0,0.666666667,0.333333333,0,0.107692308,0.030769231,0.123076923,0.738461538,1,0.122807018,0.719298246,0.157894737,0,2
0.576923077,0.307692308,0.038461538,0.076923077,0,0.756097561,0.243902439,0,0,1,0,0,0,0,0.153846154,0.061538462,0.076923077,0.707692308,1,0.070175439,0.719298246,0.157894737,0.052631579,3
0.5625,0.3125,0.125,0,0,0.75,0.204545455,0.022727273,0.022727273,0.714285714,0.071428571,0,0.071428571,0.142857143,0,0.215686275,0.019607843,0.764705882,1,0.033333333,0.7,0.133333333,0.133333333,4
0.473684211,0.315789474,0.052631579,0.157894737,0,0.744186047,0.23255814,0,0.023255814,0.909090909,0.090909091,0,0,0,0.054545455,0.2,0.036363636,0.709090909,1,0.01754386,0.736842105,0.140350877,0.105263158,5
0.533333333,0.333333333,0.066666667,0.066666667,0.02173913,0.739130435,0.217391304,0,0.02173913,1,0,0,0,0,0.048387097,0.161290323,0.14516129,0.64516129,1,0,0.9,0.1,0,6
0.68,0.28,0.04,0,0.04,0.64,0.2,0.1,0.02,0,0,0,0,0,0.107142857,0,0,0.892857143,1,0.063492063,0.698412698,0.095238095,0.142857143,7
0.666666667,0.222222222,0.037037037,0.074074074,0.020408163,0.673469388,0.204081633,0.102040816,0,0,0,0,0,0,0.166666667,0,0,0.833333333,1,0,0.75862069,0.103448276,0.137931034,8
0.68,0.28,0.04,0,0.023255814,0.744186047,0.23255814,0,0,0.5,0,0,0.5,0,0.227272727,0.015151515,0.015151515,0.742424242,1,0,0.74137931,0.120689655,0.137931034,9
0.730769231,0.230769231,0.038461538,0,0,0.6875,0.208333333,0.083333333,0.020833333,0,0,0,0,0,0.158730159,0,0.047619048,0.793650794,1,0.034482759,0.74137931,0.120689655,0.103448276,10
0.692307692,0.230769231,0.038461538,0.038461538,0.020833333,0.6875,0.208333333,0.0625,0.020833333,0,0,0,0,0,0.169230769,0,0.061538462,0.769230769,1,0.018181818,0.8,0.109090909,0.072727273,11
0.708333333,0.208333333,0.041666667,0.041666667,0.020408163,0.693877551,0.204081633,0.06122449,0.020408163,1,0,0,0,0,0.096774194,0.016129032,0.096774194,0.790322581,1,0.071428571,0.803571429,0.089285714,0.035714286,12
0.68,0.2,0.08,0.04,0,0.772727273,0.204545455,0,0.022727273,0.5,0,0,0.25,0.25,0.050847458,0.033898305,0.101694915,0.813559322,1,0.147540984,0.704918033,0.114754098,0.032786885,13
0.708333333,0.208333333,0.041666667,0.041666667,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,0.5,0,0,0.5,0,0.016949153,0.016949153,0.13559322,0.830508475,1,0.13559322,0.762711864,0.084745763,0.016949153,14
0.6,0.25,0.05,0.1,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,1,0,0,0,0,0.033333333,0.1,0.133333333,0.733333333,1,0.037735849,0.849056604,0.094339623,0.018867925,15
0.555555556,0.333333333,0.055555556,0.055555556,0.022222222,0.733333333,0.2,0.044444444,0,0.727272727,0,0.090909091,0.181818182,0,0.035087719,0.157894737,0.087719298,0.719298246,1,0.018181818,0.781818182,0.127272727,0.072727273,16
0.571428571,0.357142857,0.071428571,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0.833333333,0,0,0.083333333,0.083333333,0.019607843,0.196078431,0,0.784313725,1,0,0.762711864,0.084745763,0.152542373,17
0.611111111,0.277777778,0.055555556,0.055555556,0,0.739130435,0.217391304,0.02173913,0.02173913,0.888888889,0,0,0,0.111111111,0.035714286,0.142857143,0.071428571,0.75,1,0.052631579,0.771929825,0.105263158,0.070175439,18
0.5,0.428571429,0.071428571,0,0.022222222,0.733333333,0.2,0.022222222,0.022222222,0.785714286,0,0.071428571,0,0.142857143,0,0.218181818,0.090909091,0.690909091,1,0.018181818,0.781818182,0.127272727,0.072727273,19
0.5625,0.375,0.0625,0,0,0.727272727,0.227272727,0.022727273,0.022727273,0.909090909,0.090909091,0,0,0,0,0.189655172,0.137931034,0.672413793,1,0.089285714,0.75,0.142857143,0.017857143,20
0.4375,0.4375,0.0625,0.0625,0.044444444,0.688888889,0.222222222,0.044444444,0,0.769230769,0.076923077,0,0,0.153846154,0.01754386,0.192982456,0.105263158,0.684210526,1,0,0.811320755,0.132075472,0.056603774,21
0.357142857,0.5,0.071428571,0.071428571,0,0.761904762,0.238095238,0,0,0.823529412,0,0,0.117647059,0.058823529,0.016949153,0.237288136,0.13559322,0.610169492,1,0,0.84,0.16,0,22
0.461538462,0.384615385,0.076923077,0.076923077,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0.142857143,0,0,0.222222222,0.074074074,0.703703704,1,0,0.833333333,0.092592593,0.074074074,23
0.466666667,0.466666667,0.066666667,0,0.023255814,0.744186047,0.23255814,0,0,0.916666667,0,0,0.083333333,0,0,0.186440678,0.152542373,0.661016949,1,0.090909091,0.781818182,0.127272727,0,24
0.5,0.375,0.0625,0.0625,0.043478261,0.717391304,0.217391304,0.02173913,0,0.818181818,0,0,0.090909091,0.090909091,0.034482759,0.155172414,0.103448276,0.706896552,1,0.018867925,0.849056604,0.094339623,0.037735849,25
0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.923076923,0,0,0.076923077,0,0,0.226415094,0.056603774,0.716981132,1,0.034482759,0.75862069,0.103448276,0.103448276,26
0.5625,0.375,0.0625,0,0,0.717391304,0.217391304,0.065217391,0,0.769230769,0,0,0.230769231,0,0,0.188679245,0.056603774,0.754716981,1,0.01754386,0.754385965,0.122807018,0.105263158,27
0.636363636,0.227272727,0.045454545,0.090909091,0.02173913,0.739130435,0.217391304,0,0.02173913,1,0,0,0,0,0.016949153,0.06779661,0.13559322,0.779661017,1,0.120689655,0.775862069,0.086206897,0.017241379,28
0.681818182,0.227272727,0.045454545,0.045454545,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.05,0.066666667,0.116666667,0.766666667,1,0.103448276,0.75862069,0.103448276,0.034482759,29
0.588235294,0.294117647,0.058823529,0.058823529,0,0.666666667,0.196078431,0.117647059,0.019607843,1,0,0,0,0,0,0.155172414,0.137931034,0.706896552,1,0,0.88,0.12,0,30
0.642857143,0.25,0.071428571,0.035714286,0.021276596,0.680851064,0.191489362,0.106382979,0,0,0,0,0,0,0.080645161,0,0.112903226,0.806451613,1,0.13559322,0.711864407,0.13559322,0.016949153,31
0.76,0.2,0.04,0,0,0.62962963,0.166666667,0.185185185,0.018518519,0,0,1,0,0,0.035087719,0.01754386,0.087719298,0.859649123,1,0.052631579,0.754385965,0.122807018,0.070175439,32
0.730769231,0.230769231,0.038461538,0,0,0.66,0.2,0.12,0.02,0,0,0,0,0,0.095238095,0,0.111111111,0.793650794,1,0.071428571,0.767857143,0.125,0.035714286,33
0.68,0.24,0.08,0,0.043478261,0.717391304,0.195652174,0.043478261,0,0,0,0,0,0,0.051724138,0,0.086206897,0.862068966,1,0.169230769,0.676923077,0.092307692,0.061538462,34
0.75,0.208333333,0.041666667,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0,0,0,0,0,0.037735849,0,0.018867925,0.943396226,1,0.171428571,0.642857143,0.071428571,0.114285714,35
0.76,0.2,0.04,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0,0,0,0,0,0.048387097,0,0.14516129,0.806451613,1,0.166666667,0.733333333,0.1,0,36
0.708333333,0.208333333,0.041666667,0.041666667,0.02173913,0.739130435,0.195652174,0.02173913,0.02173913,0.25,0,0.25,0.25,0.25,0,0.037735849,0.056603774,0.905660377,1,0.153846154,0.676923077,0.092307692,0.076923077,37
0.75,0.208333333,0.041666667,0,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,0,0,0,0,0,0.032786885,0,0.147540984,0.819672131,1,0.166666667,0.75,0.083333333,0,38
0.703703704,0.185185185,0.037037037,0.074074074,0,0.708333333,0.208333333,0.0625,0.020833333,0,0,0,0,0,0.068965517,0,0.068965517,0.862068966,1,0.114754098,0.721311475,0.098360656,0.06557377,39
0.666666667,0.185185185,0.074074074,0.074074074,0.019230769,0.653846154,0.173076923,0.115384615,0.038461538,0,0,0,0,0,0.068965517,0,0.068965517,0.862068966,1,0.052631579,0.771929825,0.105263158,0.070175439,40
0.444444444,0.5,0.055555556,0,0.024390244,0.731707317,0.243902439,0,0,0.769230769,0,0,0.153846154,0.076923077,0.056603774,0.188679245,0,0.754716981,1,0.048387097,0.661290323,0.14516129,0.14516129,41
0.5,0.428571429,0.071428571,0,0,0.761904762,0.238095238,0,0,0.75,0.0625,0,0.1875,0,0.018867925,0.245283019,0.037735849,0.698113208,1,0.017241379,0.724137931,0.137931034,0.120689655,42
0.466666667,0.4,0.066666667,0.066666667,0,0.75,0.227272727,0.022727273,0,0.8,0,0,0.2,0,0.016949153,0.203389831,0.13559322,0.644067797,1,0,0.86,0.14,0,43
0.461538462,0.384615385,0.076923077,0.076923077,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0.142857143,0,0,0.222222222,0.074074074,0.703703704,1,0,0.833333333,0.092592593,0.074074074,44
0.625,0.3125,0.0625,0,0,0.755555556,0.222222222,0,0.022222222,0.9,0,0,0.1,0,0.081967213,0.147540984,0.098360656,0.672131148,1,0,0.830188679,0.113207547,0.056603774,45
0.714285714,0.238095238,0.047619048,0,0,0.708333333,0.1875,0.083333333,0.020833333,0.666666667,0,0.166666667,0.166666667,0,0.103448276,0.086206897,0.034482759,0.775862069,1,0,0.754385965,0.122807018,0.122807018,46
0.416666667,0.5,0.083333333,0,0.023255814,0.744186047,0.23255814,0,0,0.764705882,0.058823529,0,0,0.176470588,0,0.269230769,0.038461538,0.692307692,1,0,0.754385965,0.122807018,0.122807018,47
0.444444444,0.388888889,0.111111111,0.055555556,0,0.720930233,0.209302326,0.046511628,0.023255814,0.6875,0.0625,0,0.0625,0.1875,0,0.210526316,0.122807018,0.666666667,1,0.019230769,0.769230769,0.192307692,0.019230769,48
0.571428571,0.357142857,0.071428571,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.846153846,0,0,0.153846154,0,0,0.22,0,0.78,1,0,0.745762712,0.101694915,0.152542373,49
0.416666667,0.5,0.083333333,0,0,0.76744186,0.23255814,0,0,0.823529412,0,0,0.176470588,0,0,0.28,0,0.72,1,0,0.728813559,0.118644068,0.152542373,50
0.533333333,0.333333333,0.133333333,0,0.04,0.68,0.18,0.06,0.04,0.9,0,0,0,0.1,0,0.163636364,0.090909091,0.745454545,1,0,0.833333333,0.092592593,0.074074074,51
0.6,0.3,0.05,0.05,0.042553191,0.70212766,0.212765957,0.042553191,0,0.833333333,0,0,0,0.166666667,0.038461538,0.096153846,0,0.865384615,1,0.079365079,0.714285714,0.079365079,0.126984127,52
0.652173913,0.304347826,0.043478261,0,0.022727273,0.727272727,0.227272727,0,0.022727273,0.75,0,0,0.25,0,0.105263158,0.052631579,0.01754386,0.824561404,1,0.09375,0.671875,0.109375,0.125,53
0.5,0.428571429,0.071428571,0,0.023255814,0.744186047,0.23255814,0,0,0.846153846,0.076923077,0,0.076923077,0,0.037037037,0.222222222,0.037037037,0.703703704,1,0.033898305,0.728813559,0.118644068,0.118644068,54
0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,1,0,0,0,0,0.019607843,0.235294118,0,0.745098039,1,0.032786885,0.721311475,0.098360656,0.147540984,55
0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.923076923,0,0,0.076923077,0,0,0.206896552,0.137931034,0.655172414,1,0.037735849,0.830188679,0.113207547,0.018867925,56
0.416666667,0.5,0.083333333,0,0.042553191,0.70212766,0.212765957,0,0.042553191,0.923076923,0,0,0.076923077,0,0,0.222222222,0.074074074,0.703703704,1,0,0.818181818,0.090909091,0.090909091,57
0.7,0.25,0.05,0,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0.070175439,0.087719298,0.052631579,0.789473684,1,0.01754386,0.771929825,0.105263158,0.105263158,58
0.588235294,0.294117647,0.117647059,0,0.022727273,0.772727273,0.181818182,0,0.022727273,0.888888889,0,0.111111111,0,0,0.068965517,0.155172414,0.068965517,0.706896552,1,0.051724138,0.74137931,0.120689655,0.086206897,59
0.647058824,0.294117647,0.058823529,0,0,0.755555556,0.222222222,0,0.022222222,0.888888889,0,0,0.111111111,0,0,0.148148148,0.074074074,0.777777778,1,0.098360656,0.721311475,0.098360656,0.081967213,60
0.578947368,0.315789474,0.105263158,0,0.022222222,0.733333333,0.2,0.022222222,0.022222222,0.875,0,0,0.125,0,0.063492063,0.111111111,0.142857143,0.682539683,1,0.056603774,0.811320755,0.132075472,0,61
0.466666667,0.4,0.066666667,0.066666667,0,0.75,0.227272727,0.022727273,0,0.857142857,0,0,0.142857143,0,0.018181818,0.218181818,0.072727273,0.690909091,1,0.018181818,0.781818182,0.127272727,0.072727273,62
0.533333333,0.4,0.066666667,0,0.043478261,0.717391304,0.217391304,0.02173913,0,1,0,0,0,0,0,0.163636364,0.090909091,0.745454545,1,0.084745763,0.762711864,0.084745763,0.06779661,63
0.5,0.428571429,0.071428571,0,0.022222222,0.733333333,0.222222222,0.022222222,0,0.846153846,0,0,0.153846154,0,0.037037037,0.203703704,0.037037037,0.722222222,1,0,0.771929825,0.105263158,0.122807018,64
0.466666667,0.466666667,0.066666667,0,0.022727273,0.727272727,0.227272727,0.022727273,0,1,0,0,0,0,0.037735849,0.20754717,0.018867925,0.735849057,1,0.049180328,0.704918033,0.114754098,0.131147541,65
0.681818182,0.272727273,0.045454545,0,0,0.727272727,0.227272727,0.022727273,0.022727273,0.571428571,0.142857143,0,0.285714286,0,0.074074074,0.092592593,0,0.833333333,1,0.078125,0.65625,0.125,0.140625,66
0.533333333,0.4,0.066666667,0,0.023255814,0.744186047,0.23255814,0,0,0.714285714,0.071428571,0,0.142857143,0.071428571,0,0.211538462,0.038461538,0.75,1,0.05,0.716666667,0.116666667,0.116666667,67
0.684210526,0.263157895,0.052631579,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0.714285714,0,0,0.142857143,0.142857143,0,0.087719298,0.122807018,0.789473684,1,0.103448276,0.775862069,0.086206897,0.034482759,68
0.75,0.208333333,0.041666667,0,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0.107142857,0.017857143,0,0.875,1,0.048387097,0.709677419,0.096774194,0.14516129,69
