,"('S', ('VP',))","('S', ('NP', 'S'))","('S', ('S', 'NP'))","('S', ('NP', 'VP'))","('S', ('VP', 'NP'))","('VP', ('V', 'NP'))","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('VP', 'NP'))","('VP', ('V',))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
430,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
431,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
432,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
433,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
434,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
435,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
436,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
437,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
438,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
439,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
440,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
441,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
442,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
443,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
444,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
445,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
446,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
447,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
448,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
449,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
450,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
451,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
452,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
453,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
454,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
455,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
456,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
457,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
458,0.625,0.125,0.25,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
459,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
460,0.6060606060606061,0.15151515151515152,0.24242424242424243,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,1.0
461,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
462,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
463,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
464,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
465,0.65,0.0,0.0,0.35,0.0,0.0,0.4642857142857143,0.0,0.2857142857142857,0.25,0.0,1.0,1.0
466,0.75,0.0,0.0,0.25,0.0,0.0,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,1.0,1.0
467,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.125,0.0,1.0,1.0
468,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.125,0.0,1.0,1.0
469,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.125,0.0,1.0,1.0
470,1.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.15151515151515152,0.24242424242424243,0.15151515151515152,0.0,1.0,1.0
471,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.25,0.125,0.0,1.0,1.0
472,1.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.0967741935483871,0.25806451612903225,0.0967741935483871,0.0,1.0,1.0
473,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
474,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
475,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
476,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
477,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
478,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
479,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
480,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
481,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
482,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
483,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
484,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
485,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
486,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
487,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
488,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
489,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
490,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
491,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
492,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
493,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
494,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
495,0.6451612903225806,0.0967741935483871,0.25806451612903225,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
496,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
497,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
498,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
499,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
500,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
501,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
502,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
503,0.3,0.0,0.0,0.7,0.0,0.0,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,1.0,1.0
504,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
505,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
506,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
507,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
508,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
509,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
510,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
511,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
512,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
513,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
514,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
515,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
516,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
517,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
518,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
519,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
520,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
521,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
522,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
523,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
524,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
525,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
526,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
527,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
528,0.25,0.0,0.0,0.75,0.0,0.0,0.17857142857142858,0.0,0.2857142857142857,0.5357142857142857,0.0,1.0,1.0
529,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
530,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
531,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
532,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
533,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
534,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
535,0.32142857142857145,0.0,0.2857142857142857,0.39285714285714285,0.0,0.0,0.45,0.0,0.0,0.55,0.0,1.0,1.0
536,0.25,0.0,0.2857142857142857,0.4642857142857143,0.0,0.0,0.35,0.0,0.0,0.65,0.0,1.0,1.0
537,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
538,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
539,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
540,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
541,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
542,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
543,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
544,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
545,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.23076923076923078,0.0,1.0,1.0
546,0.35,0.0,0.0,0.65,0.0,0.0,0.25,0.0,0.2857142857142857,0.4642857142857143,0.0,1.0,1.0
547,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
548,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
549,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
550,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
551,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
552,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
553,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
554,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
555,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
556,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
557,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
558,0.7,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,1.0,1.0
559,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
560,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
561,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
562,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
563,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
564,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
565,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
566,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
567,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
568,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
569,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
570,0.75,0.0,0.0,0.25,0.0,0.0,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,1.0,1.0
571,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
572,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
573,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
574,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
575,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
576,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
577,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
578,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
579,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
580,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
581,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
582,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
583,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
584,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
585,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
586,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
587,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
588,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
589,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
590,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
591,0.6,0.0,0.0,0.4,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,1.0
592,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
593,0.7692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,1.0,1.0
594,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
595,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
596,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
597,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
598,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
599,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
600,0.75,0.0,0.0,0.25,0.0,0.0,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,1.0,1.0
601,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
602,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
603,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
604,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
605,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
606,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
607,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
608,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
609,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
610,0.75,0.0,0.0,0.25,0.0,0.0,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,1.0,1.0
611,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
612,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
613,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
614,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
615,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
616,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
617,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
618,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
619,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
620,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
621,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
622,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
623,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
624,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
625,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
626,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
627,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
628,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
629,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
630,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
631,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
632,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
633,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
634,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
635,0.25,0.0,0.0,0.75,0.0,0.0,0.17857142857142858,0.0,0.2857142857142857,0.5357142857142857,0.0,1.0,1.0
636,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
637,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
638,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
639,0.25,0.0,0.0,0.75,0.0,0.0,0.17857142857142858,0.0,0.2857142857142857,0.5357142857142857,0.0,1.0,1.0
640,0.17857142857142858,0.0,0.2857142857142857,0.5357142857142857,0.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,1.0
641,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
642,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
643,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
644,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
645,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
