,"('S', ('VP',))","('S', ('NP', 'S'))","('S', ('S', 'NP'))","('S', ('NP', 'VP'))","('S', ('VP', 'NP'))","('VP', ('V', 'NP'))","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('VP', 'NP'))","('VP', ('V',))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
202,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
203,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
204,0.3,0.0,0.0,0.7,0.0,0.0,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,1.0,1.0
205,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
206,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
207,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
208,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
209,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
210,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
211,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
212,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
213,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
214,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
215,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
216,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
217,0.39285714285714285,0.0,0.2857142857142857,0.32142857142857145,0.0,0.0,0.55,0.0,0.0,0.45,0.0,1.0,1.0
218,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
219,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
220,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
221,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
222,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
223,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
224,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
225,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
226,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
227,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
228,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
229,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
230,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
231,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
232,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
233,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
234,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,1.0
235,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
236,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
237,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
238,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
239,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
240,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
241,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
242,0.2,0.0,0.0,0.8,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,1.0
243,0.15,0.0,0.0,0.85,0.0,0.0,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,1.0,1.0
244,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
245,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
246,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
247,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
248,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
249,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
250,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
251,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
252,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
253,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
254,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
255,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
256,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
257,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
258,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
259,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.0,1.0
260,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
261,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,1.0,1.0
262,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
263,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
264,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
265,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
266,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
267,0.4642857142857143,0.0,0.2857142857142857,0.25,0.0,0.0,0.65,0.0,0.0,0.35,0.0,1.0,1.0
268,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
269,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
270,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
271,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
272,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
273,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
274,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
275,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
276,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,1.0,1.0
277,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.0,1.0
278,0.4642857142857143,0.0,0.2857142857142857,0.25,0.0,0.0,0.65,0.0,0.0,0.35,0.0,1.0,1.0
279,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.0,0.3,0.0,0.0,0.7,0.0,1.0,1.0
280,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.0,0.3,0.0,0.0,0.7,0.0,1.0,1.0
281,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
282,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
283,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
284,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
285,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
286,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
287,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
288,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
289,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
290,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
291,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
292,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
293,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
294,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
295,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
296,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
297,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
298,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
299,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
300,0.125,0.125,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
301,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
302,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
303,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
304,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
305,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
306,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
307,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
308,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
309,1.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.0967741935483871,0.25806451612903225,0.0967741935483871,0.0,1.0,1.0
310,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
311,0.17857142857142858,0.0,0.2857142857142857,0.5357142857142857,0.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,1.0
312,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
313,0.0967741935483871,0.0967741935483871,0.25806451612903225,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
314,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
315,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
316,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
317,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
318,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
319,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
320,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
321,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
322,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
323,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
324,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
325,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
326,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
327,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,1.0
328,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
329,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
330,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
331,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
332,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
333,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
334,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
335,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
336,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
337,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
338,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
339,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
340,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
341,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
342,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
343,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
344,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
345,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.0,1.0
346,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
347,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.4,0.0,0.0,0.6,0.0,1.0,1.0
348,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
349,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
350,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
351,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
352,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
353,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
354,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
355,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
356,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
357,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
358,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
359,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
360,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
361,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
362,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
363,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,0.0,0.85,0.0,0.0,0.15,0.0,1.0,1.0
364,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
365,0.25,0.0,0.2857142857142857,0.4642857142857143,0.0,0.0,0.35,0.0,0.0,0.65,0.0,1.0,1.0
366,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0
367,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
368,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
369,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
370,0.5357142857142857,0.0,0.2857142857142857,0.17857142857142858,0.0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,1.0
371,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
372,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
373,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
374,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
375,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
376,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
377,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
378,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,1.0,1.0
379,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
380,0.32142857142857145,0.0,0.2857142857142857,0.39285714285714285,0.0,0.0,0.45,0.0,0.0,0.55,0.0,1.0,1.0
381,0.10714285714285714,0.0,0.2857142857142857,0.6071428571428571,0.0,0.0,0.15,0.0,0.0,0.85,0.0,1.0,1.0
382,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
383,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
384,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
385,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
386,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
387,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
388,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
389,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
390,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
391,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
392,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
393,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
394,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
395,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
396,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
397,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
398,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
399,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
400,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
401,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
402,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
403,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
404,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
405,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
406,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
407,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
408,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
409,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
410,0.8,0.0,0.0,0.2,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,1.0
411,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
412,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
413,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
414,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
415,0.65,0.0,0.0,0.35,0.0,0.0,0.4642857142857143,0.0,0.2857142857142857,0.25,0.0,1.0,1.0
416,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
417,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
418,0.85,0.0,0.0,0.15,0.0,0.0,0.6071428571428571,0.0,0.2857142857142857,0.10714285714285714,0.0,1.0,1.0
419,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
420,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
421,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.0,1.0
422,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
423,0.65,0.0,0.0,0.0,0.35,0.0,0.85,0.0,0.0,0.15,0.125,0.875,1.0
424,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
425,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
426,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
427,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
428,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
429,0.15,0.0,0.0,0.85,0.0,0.35,0.0,0.0,0.0,0.65,0.125,0.875,1.0
