"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))",
0.5,0.428571429,0.071428571,0,0.020833333,0.6875,0.208333333,0.041666667,0.041666667,0.916666667,0,0,0,0.083333333,0,0.189655172,0.137931034,0.672413793,1,0,0.862745098,0.117647059,0.019607843,0
0.631578947,0.315789474,0.052631579,0,0,0.75,0.227272727,0.022727273,0,0.777777778,0,0,0.111111111,0.111111111,0.090909091,0.127272727,0,0.781818182,1,0.032786885,0.704918033,0.114754098,0.147540984,1
0.588235294,0.352941176,0.058823529,0,0.044444444,0.733333333,0.222222222,0,0,0.875,0,0,0.125,0,0.120689655,0.120689655,0.017241379,0.74137931,1,0,0.775862069,0.086206897,0.137931034,2
0.666666667,0.277777778,0.055555556,0,0,0.755555556,0.222222222,0,0.022222222,0.875,0,0,0,0.125,0.095238095,0.111111111,0.111111111,0.682539683,1,0.018867925,0.830188679,0.113207547,0.037735849,3
0.588235294,0.352941176,0.058823529,0,0,0.717391304,0.217391304,0.065217391,0,0.9,0,0,0.1,0,0.016666667,0.15,0.15,0.683333333,1,0.056603774,0.811320755,0.132075472,0,4
0.666666667,0.285714286,0.047619048,0,0.038461538,0.634615385,0.192307692,0.134615385,0,1,0,0,0,0,0.066666667,0.05,0.1,0.783333333,1,0.018518519,0.833333333,0.092592593,0.055555556,5
0.730769231,0.230769231,0.038461538,0,0,0.647058824,0.196078431,0.137254902,0.019607843,0,0,0,0,0,0.089285714,0,0.017857143,0.892857143,1,0.064516129,0.693548387,0.112903226,0.129032258,6
0.625,0.3125,0.0625,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0.8,0,0,0.2,0,0,0.150943396,0.056603774,0.79245283,1,0.050847458,0.762711864,0.084745763,0.101694915,7
0.6,0.333333333,0.066666667,0,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.018867925,0.188679245,0.037735849,0.754716981,1,0.033898305,0.745762712,0.101694915,0.118644068,8
0.571428571,0.357142857,0.071428571,0,0.042553191,0.70212766,0.212765957,0.042553191,0,0.818181818,0.090909091,0,0.090909091,0,0,0.188679245,0.056603774,0.754716981,1,0.034482759,0.775862069,0.086206897,0.103448276,9
0.55,0.35,0.05,0.05,0.022727273,0.727272727,0.227272727,0,0.022727273,0.7,0,0,0,0.3,0.055555556,0.12962963,0.018518519,0.796296296,1,0.05,0.716666667,0.116666667,0.116666667,10
0.727272727,0.227272727,0.045454545,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.666666667,0,0,0,0.333333333,0.136363636,0.03030303,0.106060606,0.727272727,1,0.037037037,0.833333333,0.092592593,0.037037037,11
0.76,0.2,0.04,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0,0,0,0,0,0.112903226,0,0.080645161,0.806451613,1,0.1,0.733333333,0.1,0.066666667,12
0.666666667,0.285714286,0.047619048,0,0.020408163,0.673469388,0.204081633,0.102040816,0,0.8,0,0,0,0.2,0.048387097,0.064516129,0.14516129,0.741935484,1,0.056603774,0.830188679,0.113207547,0,13
0.611111111,0.333333333,0.055555556,0,0.020408163,0.673469388,0.204081633,0.081632653,0.020408163,0.875,0,0,0,0.125,0.048387097,0.112903226,0.14516129,0.693548387,1,0,0.88,0.12,0,14
0.625,0.3125,0.0625,0,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,0.888888889,0,0,0,0.111111111,0.049180328,0.131147541,0.131147541,0.68852459,1,0,0.882352941,0.098039216,0.019607843,15
0.608695652,0.304347826,0.043478261,0.043478261,0.02,0.64,0.2,0.12,0.02,0.8,0,0,0,0.2,0.018867925,0.075471698,0.037735849,0.867924528,1,0.066666667,0.716666667,0.116666667,0.1,16
0.714285714,0.238095238,0.047619048,0,0.018867925,0.641509434,0.188679245,0.132075472,0.018867925,1,0,0,0,0,0.070175439,0.052631579,0.052631579,0.824561404,1,0,0.803571429,0.089285714,0.107142857,17
0.5,0.416666667,0.083333333,0,0.042553191,0.70212766,0.191489362,0.063829787,0,0.846153846,0.076923077,0.076923077,0,0,0,0.232142857,0.107142857,0.660714286,1,0,0.830188679,0.113207547,0.056603774,18
0.625,0.3125,0.0625,0,0,0.755555556,0.222222222,0,0.022222222,0.818181818,0,0,0.181818182,0,0.070175439,0.157894737,0.052631579,0.719298246,1,0,0.785714286,0.107142857,0.107142857,19
0.647058824,0.294117647,0.058823529,0,0.020408163,0.693877551,0.204081633,0.06122449,0.020408163,0.777777778,0,0,0.222222222,0,0,0.127272727,0.090909091,0.781818182,1,0.035714286,0.803571429,0.089285714,0.071428571,20
0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0.066666667,0.066666667,0,0.228070175,0.122807018,0.649122807,1,0,0.846153846,0.115384615,0.038461538,21
0.75,0.208333333,0.041666667,0,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0,0,0,0,0,0.101694915,0,0.050847458,0.847457627,1,0.050847458,0.762711864,0.084745763,0.101694915,22
0.642857143,0.25,0.035714286,0.071428571,0.022222222,0.711111111,0.222222222,0.022222222,0.022222222,0,0,0,0,0,0.107692308,0,0.123076923,0.769230769,1,0.122807018,0.754385965,0.122807018,0,23
0.708333333,0.25,0.041666667,0,0.022222222,0.733333333,0.222222222,0.022222222,0,0.5,0,0,0,0.5,0.070175439,0.01754386,0.052631579,0.859649123,1,0.138461538,0.676923077,0.092307692,0.092307692,24
0.714285714,0.238095238,0.047619048,0,0,0.708333333,0.208333333,0.0625,0.020833333,1,0,0,0,0,0.035714286,0.071428571,0.071428571,0.821428571,1,0.098360656,0.721311475,0.098360656,0.081967213,25
0.76,0.2,0.04,0,0,0.68,0.2,0.1,0.02,0,0,0,0,0,0.055555556,0,0.018518519,0.925925926,1,0.107692308,0.676923077,0.092307692,0.123076923,26
0.76,0.2,0.04,0,0,0.618181818,0.181818182,0.181818182,0.018181818,0,0,0,0,0,0.016949153,0,0.13559322,0.847457627,1,0.072727273,0.8,0.109090909,0.018181818,27
0.708333333,0.208333333,0.041666667,0.041666667,0.019230769,0.653846154,0.192307692,0.115384615,0.019230769,1,0,0,0,0,0.056603774,0.018867925,0,0.924528302,1,0.064516129,0.725806452,0.080645161,0.129032258,28
0.708333333,0.25,0.041666667,0,0.037037037,0.611111111,0.185185185,0.166666667,0,0,0,0,0,0,0.086206897,0,0.051724138,0.862068966,1,0.01754386,0.789473684,0.087719298,0.105263158,29
0.730769231,0.192307692,0.038461538,0.038461538,0,0.641509434,0.188679245,0.150943396,0.018867925,0,0,0,0,0,0.103448276,0,0.034482759,0.862068966,1,0,0.771929825,0.105263158,0.122807018,30
0.692307692,0.230769231,0.038461538,0.038461538,0.020833333,0.6875,0.208333333,0.083333333,0,0,0,0,0,0,0.120689655,0,0.017241379,0.862068966,1,0.080645161,0.709677419,0.096774194,0.112903226,31
0.681818182,0.272727273,0.045454545,0,0,0.75,0.227272727,0,0.022727273,0.8,0,0,0,0.2,0.13559322,0.06779661,0.016949153,0.779661017,1,0.049180328,0.704918033,0.114754098,0.131147541,32
0.653846154,0.230769231,0.038461538,0.076923077,0.022727273,0.75,0.227272727,0,0,0.5,0,0,0,0.5,0.174603175,0.015873016,0.031746032,0.777777778,1,0.017241379,0.75862069,0.103448276,0.120689655,33
0.727272727,0.227272727,0.045454545,0,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0.666666667,0,0,0,0.333333333,0.080645161,0.032258065,0.112903226,0.774193548,1,0.018867925,0.849056604,0.094339623,0.037735849,34
0.695652174,0.260869565,0.043478261,0,0.043478261,0.717391304,0.217391304,0.02173913,0,0.5,0,0,0.5,0,0.051724138,0.017241379,0.086206897,0.844827586,1,0.142857143,0.714285714,0.079365079,0.063492063,35
