,"('S', ('VP',))","('S', ('VP', 'NP'))","('S', ('S', 'NP'))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('VP', ('NP', 'V'))","('VP', ('VP', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('NP', 'np')","('NP', ('NP', 'NP'))","('V', 'v')"
219,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
220,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
221,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
222,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
223,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
224,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
225,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
226,0.6,0.4,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.2857142857142857,1.0,0.0,1.0
227,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
228,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
229,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
230,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
231,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
232,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
233,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
234,0.25,0.0,0.0,0.5833333333333334,0.16666666666666666,0.1,0.0,0.0,0.4,0.5,1.0,0.0,1.0
235,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
236,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
237,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
238,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
239,0.6,0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,1.0
240,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
241,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
242,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
243,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
244,0.6,0.4,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.23076923076923078,1.0,0.0,1.0
245,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
246,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
247,0.6,0.4,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.23076923076923078,1.0,0.0,1.0
248,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
249,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
250,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
251,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
252,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
253,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
254,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
255,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
256,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
257,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
258,0.6,0.4,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.23076923076923078,1.0,0.0,1.0
259,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
260,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
261,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
262,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0
263,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
264,0.6,0.4,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.23076923076923078,1.0,0.0,1.0
265,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
266,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
267,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
268,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
269,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
270,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
271,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
272,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
273,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
274,0.5,0.0,0.0,0.5,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.35714285714285715,1.0,0.0,1.0
275,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
276,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
277,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
278,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
279,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
280,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
281,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
282,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
283,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
284,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.0
285,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
286,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
287,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
288,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
289,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
290,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
291,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
292,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
293,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
294,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.4,0.0,0.0,0.0,0.6,1.0,0.0,1.0
295,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
296,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
297,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
298,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
299,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
300,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
301,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
302,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
303,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
304,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
305,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
306,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
307,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.0
308,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.0
309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
310,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
311,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
312,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
313,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
314,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
315,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
316,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
317,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
318,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
319,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
320,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
321,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
322,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
323,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
324,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
325,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
326,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
328,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
329,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
330,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
331,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
332,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
333,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
334,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
335,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
336,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
337,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
338,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
339,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
340,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
341,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
342,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.0,1.0
343,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
344,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
345,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
346,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
347,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
349,0.8,0.0,0.0,0.2,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,1.0,0.0,1.0
350,0.8,0.0,0.0,0.2,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,1.0,0.0,1.0
351,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
352,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
353,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
354,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
363,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
364,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
365,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
366,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
367,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
369,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
370,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
371,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
372,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
373,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
374,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
381,0.6,0.4,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.0,0.23076923076923078,1.0,0.0,1.0
382,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
383,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
384,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
387,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
388,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
390,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
397,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
398,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
399,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
410,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
411,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
412,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
416,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
420,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0
421,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
422,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
423,0.1,0.4,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,1.0
424,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
425,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
426,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
427,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
441,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
442,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
447,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
448,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
449,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
450,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
