,"('S', ('VP',))","('S', ('VP', 'NP'))","('S', ('S', 'NP'))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('VP', ('NP', 'V'))","('VP', ('VP', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('NP', 'np')","('NP', ('NP', 'NP'))","('V', 'v')"
451,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
452,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
453,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
454,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
455,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
456,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
457,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
458,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
459,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
460,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0,0.4166666666666667,1.0,0.0,1.0
461,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
464,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
465,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
467,0.125,0.25,0.0,0.25,0.375,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
468,0.06666666666666667,0.26666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
469,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
470,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
471,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
472,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
479,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
480,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
481,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
482,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
483,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
484,0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
486,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
488,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
489,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
490,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0
491,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
492,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
493,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
494,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
495,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
496,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
497,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
498,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
499,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
502,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
505,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
510,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
511,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
512,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
513,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
514,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
515,0.4,0.26666666666666666,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0
516,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
518,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
519,0.35294117647058826,0.23529411764705882,0.0,0.0,0.4117647058823529,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
520,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0
521,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
522,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
525,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
526,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
527,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
528,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
531,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
532,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
533,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
534,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
535,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
536,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
537,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
539,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
540,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
541,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
542,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
543,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
544,0.4,0.0,0.0,0.6,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.42857142857142855,1.0,0.0,1.0
545,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
546,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
547,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
548,0.2,0.0,0.0,0.8,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.875,0.125,1.0
549,0.2,0.0,0.0,0.8,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.875,0.125,1.0
550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
551,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
552,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
553,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
554,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
555,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
556,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
561,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
562,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
563,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
564,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
565,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
566,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
567,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
569,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
571,0.8,0.0,0.0,0.2,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,1.0,0.0,1.0
572,0.6,0.0,0.0,0.4,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,1.0,0.0,1.0
573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
578,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
579,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
580,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
581,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
582,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
585,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
586,0.3,0.0,0.0,0.7,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.5,1.0,0.0,1.0
587,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
590,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
591,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
592,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
593,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
594,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,1.0,0.0,1.0
595,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
596,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
597,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.6,0.875,0.125,1.0
598,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
599,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
600,0.23076923076923078,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
601,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
602,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
616,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
617,0.3,0.0,0.0,0.7,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.5,1.0,0.0,1.0
618,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
619,0.3,0.0,0.0,0.7,0.0,0.0,0.23529411764705882,0.17647058823529413,0.0,0.5882352941176471,1.0,0.0,1.0
620,0.4,0.0,0.0,0.6,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.42857142857142855,1.0,0.0,1.0
621,0.5,0.0,0.0,0.5,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.35714285714285715,1.0,0.0,1.0
622,0.2,0.0,0.0,0.8,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.0,0.0,1.0
623,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
625,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
626,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.4,0.0,0.0,0.0,0.6,1.0,0.0,1.0
627,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.4,0.0,0.0,0.0,0.6,1.0,0.0,1.0
628,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
629,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4,0.6,1.0,0.0,1.0
630,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
631,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
632,0.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.875,0.125,1.0
633,0.625,0.0,0.25,0.0,0.125,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
634,0.625,0.0,0.25,0.0,0.125,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
635,0.625,0.0,0.25,0.0,0.125,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
636,0.5,0.0,0.2857142857142857,0.21428571428571427,0.0,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
637,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.0
638,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.0
639,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
650,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,1.0
651,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,1.0
652,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
653,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
654,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
655,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
661,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
662,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
663,0.46153846153846156,0.3076923076923077,0.0,0.0,0.23076923076923078,0.7,0.0,0.0,0.0,0.3,1.0,0.0,1.0
664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
670,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.4,0.0,0.0,0.0,0.6,1.0,0.0,1.0
671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
672,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0
673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
675,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
676,0.4,0.26666666666666666,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0
677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1.0,0.0,1.0
679,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.8,0.0,0.0,0.0,0.2,1.0,0.0,1.0
