,"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP', 'NPS'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V', 'NPO'))","('VP', ('V',))","('VP', ('VP', 'NPA'))"
32,1,0,0,0,0,0,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.166666667,0.733333333,0,0.1,0,1,0,0,0,0.961538462,0.038461538
33,1,0,0,0,1,0,0,0,0,0,0.722222222,0.203703704,0.074074074,0,0.177419355,0.709677419,0.016129032,0.096774194,0,1,0.019607843,0,0.039215686,0.941176471,0
34,1,0,0,0,0,0,0,0,0,0,0.709090909,0.2,0.090909091,0,0.180327869,0.721311475,0,0.098360656,0,1,0.018867925,0,0,0.943396226,0.037735849
35,1,0,0,0,0.5,0.5,0,0,0,0.018518519,0.703703704,0.203703704,0.074074074,0,0.166666667,0.75,0,0.083333333,0,1,0,0.018867925,0.018867925,0.905660377,0.056603774
36,0.947368421,0,0,0.052631579,1,0,0,0,0,0,0.696428571,0.196428571,0.107142857,0,0.137931034,0.75862069,0,0.103448276,0,1,0.018867925,0,0.018867925,0.924528302,0.037735849
37,1,0,0,0,0,0,0,0,0,0,0.672413793,0.189655172,0.137931034,0,0.137931034,0.75862069,0,0.103448276,0,1,0.018867925,0,0,0.943396226,0.037735849
38,1,0,0,0,0,0,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0.137931034,0.75862069,0,0.103448276,0,1,0,0,0,0.961538462,0.038461538
39,0.947368421,0,0,0.052631579,1,0,0,0,0,0,0.696428571,0.196428571,0.107142857,0,0.137931034,0.75862069,0,0.103448276,0,1,0.018867925,0,0.018867925,0.924528302,0.037735849
40,0.904761905,0,0,0.095238095,0,0,0,0,0,0,0.672413793,0.189655172,0.137931034,0,0.103448276,0.75862069,0.034482759,0.103448276,0,1,0.019607843,0,0,0.980392157,0
41,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.072727273,0,0.018181818,0,0.909090909,1,0.120689655,0.75862069,0.103448276,0,0.017241379
42,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.090909091,0,0,0,0.909090909,1,0.071428571,0.785714286,0.107142857,0,0.035714286
43,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.037735849,0.037735849,0.018867925,0,0.905660377,1,0.055555556,0.814814815,0.111111111,0,0.018518519
44,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.072727273,0.018181818,0.018181818,0,0.890909091,1,0.037735849,0.830188679,0.113207547,0,0.018867925
45,0.941176471,0,0,0.058823529,0,0.709090909,0.2,0.072727273,0.018181818,0.75,0,0,0.25,0,0.090909091,0.054545455,0,0,0.854545455,1,0.037037037,0.814814815,0.111111111,0,0.037037037
46,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.15,0,0.016666667,0,0.833333333,1,0.037735849,0.830188679,0.113207547,0,0.018867925
47,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.074074074,0,0,0,0.925925926,1,0.103448276,0.75862069,0.103448276,0,0.034482759
48,1,0,0,0,0,0.76,0.22,0,0.02,0,0.5,0,0.5,0,0.056603774,0,0,0.018867925,0.924528302,1,0.1875,0.6875,0.078125,0.015625,0.03125
49,0.909090909,0.090909091,0,0,0.018518519,0.703703704,0.203703704,0.074074074,0,0.888888889,0,0,0.111111111,0,0.037735849,0.132075472,0.018867925,0.018867925,0.79245283,1,0.056603774,0.830188679,0.113207547,0,0
50,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.056603774,0.018867925,0,0,0.924528302,1,0.103448276,0.75862069,0.103448276,0,0.034482759
51,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.120689655,0,0.017241379,0,0.862068966,1,0,0.862745098,0.117647059,0,0.019607843
52,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.018867925,0.018867925,0.037735849,0,0.924528302,1,0.090909091,0.8,0.109090909,0,0
53,1,0,0,0,0,0.65,0.166666667,0.166666667,0.016666667,0.5,0,0.5,0,0,0.019230769,0.019230769,0.019230769,0.019230769,0.923076923,1,0.072727273,0.8,0.090909091,0.018181818,0.018181818
54,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.13559322,0,0.016949153,0.016949153,0.830508475,1,0.038461538,0.846153846,0.115384615,0,0
55,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0.916666667,0,0,0,0.083333333,0,0.18,0,0.04,0.78,1,0.019607843,0.862745098,0.117647059,0,0
56,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0,0.22,0,0.02,0.76,1,0.037735849,0.830188679,0.113207547,0,0.018867925
57,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.018867925,0.018867925,0.037735849,0,0.924528302,1,0.056603774,0.830188679,0.113207547,0,0
58,1,0,0,0,1,0,0,0,0,0,0.684210526,0.192982456,0.122807018,0,0.120689655,0.75862069,0.017241379,0.103448276,0,1,0.019607843,0.019607843,0.039215686,0.921568627,0
59,0.947368421,0,0,0.052631579,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.074074074,0,0,0.018518519,0.907407407,1,0,0.862745098,0.117647059,0,0.019607843
60,1,0,0,0,0,0.6,0.169230769,0.215384615,0.015384615,0,0,0,0,0,0.037735849,0,0.018867925,0,0.943396226,1,0,0.862745098,0.117647059,0,0.019607843
61,1,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,1,0,0,0,0,0.037735849,0,0.018867925,0.018867925,0.924528302,1,0.038461538,0.846153846,0.115384615,0,0
62,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.087719298,0,0.035087719,0,0.877192982,1,0.019607843,0.862745098,0.117647059,0,0
63,0.947368421,0,0,0.052631579,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.072727273,0,0.018181818,0.018181818,0.890909091,1,0.019607843,0.862745098,0.117647059,0,0
64,1,0,0,0,1,0,0,0,0,0,0.629032258,0.177419355,0.193548387,0,0.055555556,0.814814815,0.018518519,0.111111111,0,1,0,0.02,0.04,0.94,0
65,1,0,0,0,0,0,0,0,0,0,0.65,0.183333333,0.166666667,0,0.107142857,0.785714286,0,0.107142857,0,1,0.018867925,0,0,0.943396226,0.037735849
66,1,0,0,0,0,0,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,0.090909091,0.8,0,0.109090909,0,1,0,0,0,0.961538462,0.038461538
67,0.894736842,0,0,0.105263158,1,0,0,0,0,0,0.639344262,0.180327869,0.180327869,0,0.055555556,0.814814815,0.018518519,0.111111111,0,1,0,0.02,0.02,0.96,0
68,0.904761905,0,0,0.095238095,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0,0,0,0,1,1,0.118644068,0.745762712,0.101694915,0,0.033898305
69,0.904761905,0,0,0.095238095,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.090909091,0,0,0,0.909090909,1,0.037037037,0.814814815,0.111111111,0,0.037037037
70,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.074074074,0.018518519,0,0.018518519,0.888888889,1,0.019230769,0.846153846,0.115384615,0,0.019230769
71,1,0,0,0,0,0,0,0,0,0,0.696428571,0.196428571,0.107142857,0,0.15,0.733333333,0.016666667,0.1,0,1,0.037735849,0,0,0.943396226,0.018867925
72,0.95,0,0,0.05,0,0,1,0,0,0,0.684210526,0.175438596,0.140350877,0,0.122807018,0.771929825,0,0.087719298,0.01754386,1,0.018867925,0,0.018867925,0.924528302,0.037735849
73,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0.5,0,0,0,0.5,0.071428571,0.017857143,0.035714286,0,0.875,1,0.019607843,0.862745098,0.117647059,0,0
74,1,0,0,0,1,0,0,0,0,0,0.764705882,0.215686275,0.019607843,0,0.21875,0.6875,0,0.09375,0,1,0.019230769,0,0.038461538,0.923076923,0.019230769
75,1,0,0,0,1,0,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.203125,0.6875,0.015625,0.09375,0,1,0.019607843,0,0.019607843,0.960784314,0
76,1,0,0,0,1,0,0,0,0,0,0.764705882,0.215686275,0.019607843,0,0.203125,0.6875,0.015625,0.09375,0,1,0.019230769,0.019230769,0.019230769,0.923076923,0.019230769
77,1,0,0,0,0,0,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.203125,0.6875,0.015625,0.09375,0,1,0,0,0,0.980392157,0.019607843
78,1,0,0,0,1,0,0,0,0,0,0.709090909,0.2,0.090909091,0,0.163934426,0.721311475,0.016393443,0.098360656,0,1,0.019607843,0,0.039215686,0.941176471,0
79,1,0,0,0,1,0,0,0,0,0,0.696428571,0.196428571,0.107142857,0,0.147540984,0.721311475,0.032786885,0.098360656,0,1,0,0.019607843,0,0.960784314,0.019607843
80,1,0,0,0,1,0,0,0,0,0,0.722222222,0.203703704,0.074074074,0,0.1875,0.6875,0.03125,0.09375,0,1,0,0.02,0,0.98,0
81,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.137931034,0,0,0,0.862068966,1,0,0.846153846,0.115384615,0,0.038461538
82,0.9,0.05,0,0.05,0.019607843,0.745098039,0.215686275,0.019607843,0,0,0,0,0,0,0.193548387,0,0,0,0.806451613,1,0.054545455,0.8,0.109090909,0,0.036363636
83,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.8,0,0,0.2,0,0,0.16,0,0,0.84,1,0.054545455,0.8,0.109090909,0,0.036363636
84,0.904761905,0,0,0.095238095,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.152542373,0.745762712,0.101694915,0,0
85,0.928571429,0,0,0.071428571,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.037735849,0.094339623,0.018867925,0.018867925,0.830188679,1,0.019607843,0.862745098,0.117647059,0,0
86,1,0,0,0,0,0.609375,0.171875,0.203125,0.015625,1,0,0,0,0,0.037735849,0.018867925,0.018867925,0.018867925,0.905660377,1,0,0.88,0.12,0,0
87,1,0,0,0,0,0,0,0,0,0,0.684210526,0.192982456,0.122807018,0,0.152542373,0.745762712,0,0.101694915,0,1,0.018867925,0,0,0.943396226,0.037735849
88,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,1,0,0,0,0,0.071428571,0.017857143,0.035714286,0,0.875,1,0.166666667,0.733333333,0.1,0,0
89,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.072727273,0,0.018181818,0.018181818,0.890909091,1,0.166666667,0.733333333,0.1,0,0
90,0.894736842,0,0,0.105263158,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0,0.039215686,0.019607843,0,0.941176471,1,0.019230769,0.846153846,0.115384615,0,0.019230769
91,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.019230769,0.019230769,0.019230769,0,0.942307692,1,0.105263158,0.771929825,0.105263158,0,0.01754386
92,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.056603774,0,0,0,0.943396226,1,0.054545455,0.8,0.109090909,0,0.036363636
93,0.947368421,0.052631579,0,0,0,0,0,0,0,0.016949153,0.644067797,0.186440678,0.118644068,0.033898305,0.137931034,0.75862069,0,0.103448276,0,1,0,0,0,0.961538462,0.038461538
94,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.180327869,0,0,0,0.819672131,1,0.018867925,0.830188679,0.113207547,0,0.037735849
95,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.166666667,0,0,0,0.833333333,1,0,0.846153846,0.115384615,0,0.038461538
96,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.090909091,0.018181818,0,0.036363636,0.854545455,1,0.056603774,0.830188679,0.113207547,0,0
97,0.904761905,0,0,0.095238095,0,0,0,0,0,0,0.75,0.211538462,0.038461538,0,0.180327869,0.721311475,0,0.098360656,0,1,0.018518519,0,0,0.925925926,0.055555556
98,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.107142857,0,0,0,0.892857143,1,0.037037037,0.814814815,0.111111111,0,0.037037037
99,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.074074074,0,0,0.018518519,0.907407407,1,0.037735849,0.830188679,0.113207547,0,0.018867925
100,1,0,0,0,0,0,0,0,0,0,0.709090909,0.2,0.090909091,0,0.180327869,0.721311475,0,0.098360656,0,1,0.018867925,0,0,0.943396226,0.037735849
101,1,0,0,0,0,0,0,0,0,0,0.672413793,0.189655172,0.137931034,0,0.137931034,0.75862069,0,0.103448276,0,1,0.018867925,0,0,0.943396226,0.037735849
102,0.95,0,0,0.05,0,0,0,0,0,0,0.629032258,0.177419355,0.193548387,0,0.037735849,0.830188679,0.018867925,0.113207547,0,1,0.037735849,0,0,0.943396226,0.018867925
103,0.95,0,0,0.05,0,0,0,0,0,0,0.65,0.183333333,0.166666667,0,0.071428571,0.785714286,0.035714286,0.107142857,0,1,0.038461538,0,0,0.961538462,0
104,0.947368421,0,0,0.052631579,1,0,0,0,0,0,0.65,0.183333333,0.166666667,0,0.072727273,0.8,0.018181818,0.109090909,0,1,0.019230769,0,0.019230769,0.942307692,0.019230769
105,0.947368421,0,0,0.052631579,1,0,0,0,0,0,0.639344262,0.180327869,0.180327869,0,0.072727273,0.8,0.018181818,0.109090909,0,1,0.019607843,0,0.019607843,0.960784314,0
106,1,0,0,0,1,0,0,0,0,0,0.639344262,0.180327869,0.180327869,0,0.056603774,0.830188679,0,0.113207547,0,1,0.037037037,0,0.018518519,0.907407407,0.037037037
107,1,0,0,0,1,0,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0.120689655,0.75862069,0.017241379,0.103448276,0,1,0,0,0.04,0.96,0
108,1,0,0,0,0,0,0,0,0,0,0.639344262,0.180327869,0.180327869,0,0.087719298,0.771929825,0.035087719,0.105263158,0,1,0.019607843,0,0,0.980392157,0
109,1,0,0,0,0,0,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,0.071428571,0.785714286,0.035714286,0.107142857,0,1,0,0,0,1,0
110,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0,0,0,0,0,0.054545455,0,0.036363636,0,0.909090909,1,0.166666667,0.733333333,0.1,0,0
111,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.072727273,0.018181818,0.018181818,0,0.890909091,1,0,0.862745098,0.117647059,0,0.019607843
112,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.090909091,0.018181818,0,0.036363636,0.854545455,1,0.056603774,0.830188679,0.113207547,0,0
113,0.933333333,0,0,0.066666667,0,0.684210526,0.192982456,0.105263158,0.01754386,0.833333333,0,0,0,0.166666667,0.037735849,0.075471698,0.018867925,0.018867925,0.849056604,1,0.038461538,0.846153846,0.115384615,0,0
114,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.161290323,0,0.032258065,0,0.806451613,1,0,0.88,0.12,0,0
115,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.089285714,0.017857143,0.017857143,0,0.875,1,0.055555556,0.814814815,0.111111111,0,0.018518519
116,1,0,0,0,0,0.730769231,0.211538462,0.038461538,0.019230769,0.857142857,0.142857143,0,0,0,0.105263158,0.105263158,0.01754386,0.01754386,0.754385965,1,0.037735849,0.830188679,0.094339623,0.018867925,0.018867925
117,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.122807018,0.01754386,0,0.01754386,0.842105263,1,0.037735849,0.830188679,0.113207547,0,0.018867925
118,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.180327869,0.016393443,0,0.032786885,0.770491803,1,0,0.88,0.12,0,0
119,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.090909091,0.018181818,0,0.018181818,0.872727273,1,0.037735849,0.830188679,0.113207547,0,0.018867925
120,0.95,0,0,0.05,0,0,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0.15,0.733333333,0.016666667,0.1,0,1,0,0,0,0.961538462,0.038461538
121,1,0,0,0,0,0,0,0,0,0,0.639344262,0.180327869,0.180327869,0,0.090909091,0.8,0,0.109090909,0,1,0.018867925,0,0,0.943396226,0.037735849
122,0.944444444,0,0,0.055555556,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0,0.019607843,0.019607843,0.019607843,0.941176471,1,0.090909091,0.8,0.109090909,0,0
123,1,0,0,0,0,0.619047619,0.174603175,0.19047619,0.015873016,1,0,0,0,0,0.055555556,0,0.018518519,0.018518519,0.907407407,1,0.019607843,0.862745098,0.117647059,0,0
124,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.118644068,0,0.033898305,0,0.847457627,1,0.038461538,0.846153846,0.115384615,0,0
125,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.120689655,0,0.017241379,0,0.862068966,1,0,0.862745098,0.117647059,0,0.019607843
126,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.087719298,0.105263158,0.035087719,0,0.771929825,1,0.019607843,0.862745098,0.117647059,0,0
127,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,1,0,0,0,0,0.107142857,0.107142857,0,0,0.785714286,1,0.054545455,0.8,0.109090909,0,0.036363636
128,0.95,0,0,0.05,0,0,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,0.161290323,0.709677419,0.032258065,0.096774194,0,1,0.019607843,0,0,0.980392157,0
129,1,0,0,0,1,0,0,0,0,0,0.684210526,0.192982456,0.122807018,0,0.15,0.733333333,0.016666667,0.1,0,1,0.019607843,0,0.019607843,0.960784314,0
130,0.857142857,0,0.095238095,0.047619048,0,0,0,0,0,0.017857143,0.696428571,0.160714286,0.125,0,0.103448276,0.74137931,0.034482759,0.103448276,0.017241379,1,0.074074074,0,0,0.925925926,0
131,0.944444444,0,0,0.055555556,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.180327869,0.016393443,0,0.016393443,0.786885246,1,0.019230769,0.846153846,0.115384615,0,0.019230769
132,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.107142857,0,0,0,0.892857143,1,0.018867925,0.830188679,0.113207547,0,0.037735849
133,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.163934426,0,0.016393443,0,0.819672131,1,0,0.862745098,0.117647059,0,0.019607843
134,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.072727273,0.054545455,0.018181818,0,0.854545455,1,0.019230769,0.846153846,0.115384615,0,0.019230769
135,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.152542373,0.745762712,0.101694915,0,0
136,1,0,0,0,1,0,0,0,0,0,0.709090909,0.2,0.090909091,0,0.152542373,0.745762712,0,0.101694915,0,1,0,0.04,0.06,0.9,0
137,0.9,0,0,0.1,1,0,0,0,0,0,0.735849057,0.20754717,0.056603774,0,0.166666667,0.733333333,0,0.1,0,1,0,0.018867925,0,0.924528302,0.056603774
138,1,0,0,0,0,0,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.215384615,0.676923077,0.015384615,0.092307692,0,1,0,0,0,0.980392157,0.019607843
139,1,0,0,0,1,0,0,0,0,0,0.78,0.22,0,0,0.215384615,0.676923077,0.015384615,0.092307692,0,1,0.018867925,0.018867925,0,0.924528302,0.037735849
140,1,0,0,0,1,0,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.206349206,0.698412698,0,0.095238095,0,1,0,0,0.04,0.96,0
141,1,0,0,0,0,0,0,0,0,0,0.78,0.22,0,0,0.215384615,0.676923077,0.015384615,0.092307692,0,1,0.037037037,0,0,0.925925926,0.037037037
