,"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP', 'NPS'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V', 'NPO'))","('VP', ('V',))","('VP', ('VP', 'NPA'))"
45,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.071428571,0.017857143,0.035714286,0,0.875,1,0.038461538,0.846153846,0.115384615,0,0
46,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.714285714,0,0,0.285714286,0,0.054545455,0.090909091,0.036363636,0,0.818181818,1,0,0.88,0.12,0,0
47,0.95,0,0,0.05,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.037735849,0,0.018867925,0,0.943396226,1,0.055555556,0.814814815,0.111111111,0,0.018518519
48,0.947368421,0,0,0.052631579,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.103448276,0.017241379,0.034482759,0,0.844827586,1,0.019607843,0.862745098,0.117647059,0,0
49,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.857142857,0,0,0,0.142857143,0.038461538,0.096153846,0,0.019230769,0.846153846,1,0.105263158,0.771929825,0.105263158,0,0.01754386
50,0.888888889,0,0,0.111111111,0,0.730769231,0.211538462,0.038461538,0.019230769,0.846153846,0.076923077,0,0,0.076923077,0.038461538,0.211538462,0,0.019230769,0.730769231,1,0,0.843137255,0.117647059,0.019607843,0.019607843
51,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.714285714,0,0,0.142857143,0.142857143,0.056603774,0.094339623,0,0,0.849056604,1,0.087719298,0.771929825,0.105263158,0,0.035087719
52,0.95,0,0,0.05,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.037735849,0,0.018867925,0,0.943396226,1,0.055555556,0.814814815,0.111111111,0,0.018518519
53,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0,0,0,0,0,0.019230769,0,0.019230769,0,0.961538462,1,0.163934426,0.721311475,0.098360656,0,0.016393443
54,0.947368421,0,0,0.052631579,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.037037037,0.018518519,0.037037037,0,0.907407407,1,0.090909091,0.8,0.109090909,0,0
55,0.947368421,0,0,0.052631579,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.137931034,0.017241379,0,0,0.844827586,1,0.037037037,0.814814815,0.111111111,0,0.037037037
56,0.85,0.05,0,0.1,0,0.716981132,0.20754717,0.075471698,0,1,0,0,0,0,0.152542373,0.016949153,0,0.016949153,0.813559322,1,0.037735849,0.811320755,0.113207547,0.018867925,0.018867925
57,0.904761905,0,0.047619048,0.047619048,0,0.75,0.192307692,0.038461538,0.019230769,0,0,0,0,0,0.203125,0,0.015625,0,0.78125,1,0.019230769,0.826923077,0.115384615,0.019230769,0.019230769
58,0.95,0,0,0.05,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.166666667,0.733333333,0.1,0,0
59,0.95,0,0,0.05,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.137931034,0.75862069,0.103448276,0,0
60,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.152542373,0.745762712,0.101694915,0,0
61,0.944444444,0,0,0.055555556,0,0.65,0.166666667,0.166666667,0.016666667,0.5,0,0.25,0.25,0,0.037037037,0.055555556,0.037037037,0,0.87037037,1,0,0.86,0.12,0.02,0
62,0.95,0,0,0.05,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.122807018,0,0,0,0.877192982,1,0.037037037,0.814814815,0.111111111,0,0.037037037
63,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0,0,0,0,0,0,0,0,0,1,1,0.223880597,0.656716418,0.089552239,0,0.029850746
64,1,0,0,0,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.166666667,0.016666667,0,0.016666667,0.8,1,0.019230769,0.846153846,0.115384615,0,0.019230769
65,0.941176471,0,0,0.058823529,0,0.735849057,0.20754717,0.037735849,0.018867925,0.75,0,0,0,0.25,0.118644068,0.050847458,0.033898305,0,0.796610169,1,0.038461538,0.846153846,0.115384615,0,0
66,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.037037037,0,0.037037037,0,0.925925926,1,0.107142857,0.785714286,0.107142857,0,0
67,0.904761905,0,0,0.095238095,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.137931034,0.75862069,0.103448276,0,0
68,0.95,0,0,0.05,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.166666667,0.733333333,0.1,0,0
69,0.904761905,0,0,0.095238095,0,0.709090909,0.2,0.072727273,0.018181818,0,0,0,0,0,0.054545455,0,0.036363636,0,0.909090909,1,0.122807018,0.771929825,0.105263158,0,0
70,0.95,0,0,0.05,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.038461538,0,0,0,0.961538462,1,0.118644068,0.745762712,0.101694915,0,0.033898305
71,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.090909091,0,0,0.018181818,0.890909091,1,0.089285714,0.785714286,0.107142857,0,0.017857143
72,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0,0,0,0,0,0.163934426,0,0.016393443,0,0.819672131,1,0.072727273,0.8,0.109090909,0,0.018181818
73,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0,0,0,0,0,0.152542373,0,0,0,0.847457627,1,0.071428571,0.785714286,0.107142857,0,0.035714286
74,0.95,0,0,0.05,0,0.722222222,0.203703704,0.055555556,0.018518519,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.193548387,0.709677419,0.096774194,0,0
75,0.947368421,0,0.052631579,0,0.017857143,0.696428571,0.178571429,0.071428571,0.035714286,0,0,0,0,0,0,0,0.019607843,0,0.980392157,1,0.177419355,0.709677419,0.096774194,0,0.016129032
76,0.944444444,0,0,0.055555556,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.090909091,0.036363636,0,0,0.872727273,1,0.071428571,0.785714286,0.107142857,0,0.035714286
77,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.6,0,0,0.4,0,0,0.058823529,0.019607843,0,0.921568627,1,0.15,0.733333333,0.1,0,0.016666667
78,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.018867925,0.056603774,0.037735849,0,0.886792453,1,0.074074074,0.814814815,0.111111111,0,0
79,0.947368421,0,0,0.052631579,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.103448276,0.017241379,0.034482759,0,0.844827586,1,0,0.88,0.12,0,0
80,0.95,0,0,0.05,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.087719298,0,0.035087719,0,0.877192982,1,0.038461538,0.846153846,0.115384615,0,0
81,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.120689655,0.034482759,0.017241379,0,0.827586207,1,0.019230769,0.846153846,0.115384615,0,0.019230769
82,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.019607843,0.019607843,0,0.039215686,0.921568627,1,0.056603774,0.830188679,0.113207547,0,0
83,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,1,0,0,0,0,0.019230769,0.019230769,0.019230769,0,0.942307692,1,0.072727273,0.8,0.109090909,0,0.018181818
84,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.071428571,0,0.035714286,0,0.892857143,1,0.038461538,0.846153846,0.115384615,0,0
85,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,1,0,0,0,0,0.105263158,0.01754386,0.01754386,0.01754386,0.842105263,1,0,0.88,0.12,0,0
86,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.122807018,0,0,0,0.877192982,1,0.054545455,0.8,0.109090909,0,0.036363636
87,0.947368421,0,0,0.052631579,0,0.684210526,0.192982456,0.105263158,0.01754386,1,0,0,0,0,0.019607843,0.019607843,0,0,0.960784314,1,0.118644068,0.745762712,0.101694915,0,0.033898305
88,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0.888888889,0,0,0.111111111,0,0,0.137254902,0.019607843,0.019607843,0.823529412,1,0.019607843,0.862745098,0.117647059,0,0
89,0.928571429,0,0,0.071428571,0,0.709090909,0.2,0.072727273,0.018181818,1,0,0,0,0,0.019607843,0.098039216,0,0.019607843,0.862745098,1,0.089285714,0.785714286,0.107142857,0,0.017857143
90,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.833333333,0,0,0.166666667,0,0,0.18,0,0.02,0.8,1,0.055555556,0.814814815,0.111111111,0,0.018518519
91,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.846153846,0,0,0.153846154,0,0.038461538,0.173076923,0,0.038461538,0.75,1,0.038461538,0.846153846,0.115384615,0,0
92,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.923076923,0,0,0.076923077,0,0.038461538,0.211538462,0,0.019230769,0.730769231,1,0.019230769,0.846153846,0.115384615,0,0.019230769
93,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.777777778,0,0,0.111111111,0.111111111,0.018867925,0.132075472,0.037735849,0,0.811320755,1,0.074074074,0.814814815,0.111111111,0,0
94,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0.8,0,0,0.2,0,0.055555556,0.055555556,0.018518519,0.018518519,0.851851852,1,0.056603774,0.830188679,0.113207547,0,0
95,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.133333333,0.016666667,0.033333333,0,0.816666667,1,0.019607843,0.862745098,0.117647059,0,0
96,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.163934426,0,0.016393443,0.016393443,0.803278689,1,0.056603774,0.830188679,0.113207547,0,0
97,0.944444444,0,0,0.055555556,0,0.735849057,0.20754717,0.037735849,0.018867925,0.666666667,0,0,0,0.333333333,0.074074074,0.018518519,0,0.018518519,0.888888889,1,0.120689655,0.75862069,0.103448276,0,0.017241379
98,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.019607843,0.019607843,0,0,0.960784314,1,0.1875,0.6875,0.09375,0,0.03125
99,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0,0,0,0,1,1,0.161290323,0.709677419,0.096774194,0,0.032258065
100,0.947368421,0,0,0.052631579,0.01754386,0.666666667,0.192982456,0.122807018,0,0,1,0,0,0,0,0.02,0,0,0.98,1,0.133333333,0.733333333,0.1,0,0.033333333
101,1,0,0,0,0,0.684210526,0.192982456,0.105263158,0.01754386,0,0,0,0,0,0.019607843,0,0,0,0.980392157,1,0.147540984,0.721311475,0.098360656,0,0.032786885
102,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.038461538,0,0,0,0.961538462,1,0.118644068,0.745762712,0.101694915,0,0.033898305
103,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0,0,0,0,1,1,0.147540984,0.721311475,0.098360656,0,0.032786885
104,1,0,0,0,0,0.609375,0.171875,0.203125,0.015625,0,0,0,0,0,0,0,0.038461538,0,0.961538462,1,0.056603774,0.830188679,0.113207547,0,0
105,1,0,0,0,0,0.609375,0.171875,0.203125,0.015625,1,0,0,0,0,0.019230769,0,0.019230769,0.019230769,0.942307692,1,0.038461538,0.846153846,0.115384615,0,0
106,1,0,0,0,0,0.6,0.169230769,0.215384615,0.015384615,0,0,0,0,0,0.019607843,0,0,0,0.980392157,1,0.018867925,0.830188679,0.113207547,0,0.037735849
107,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.074074074,0,0,0,0.925925926,1,0.037037037,0.814814815,0.111111111,0,0.037037037
108,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.019607843,0,0,0,0.980392157,1,0.087719298,0.771929825,0.105263158,0,0.035087719
109,1,0,0,0,0,0.639344262,0.180327869,0.163934426,0.016393443,0,0,0,0,0,0.072727273,0,0.018181818,0,0.909090909,1,0.037735849,0.830188679,0.113207547,0,0.018867925
110,0.9,0,0,0.1,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.074074074,0,0,0.018518519,0.907407407,1,0.055555556,0.814814815,0.111111111,0,0.018518519
111,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.107142857,0.017857143,0,0,0.875,1,0.071428571,0.785714286,0.107142857,0,0.035714286
112,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.666666667,0,0,0,0.333333333,0.037735849,0.037735849,0.018867925,0,0.905660377,1,0.13559322,0.745762712,0.101694915,0,0.016949153
113,1,0,0,0,0,0.722222222,0.203703704,0.055555556,0.018518519,0.833333333,0,0,0,0.166666667,0,0.08,0,0.02,0.9,1,0.13559322,0.745762712,0.101694915,0,0.016949153
114,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.056603774,0.037735849,0,0.018867925,0.886792453,1,0.055555556,0.814814815,0.111111111,0,0.018518519
115,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0.75,0,0,0,0.25,0.055555556,0.055555556,0.018518519,0,0.87037037,1,0.019230769,0.846153846,0.115384615,0,0.019230769
116,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.923076923,0,0,0.076923077,0,0.037735849,0.226415094,0.018867925,0,0.716981132,1,0,0.862745098,0.117647059,0,0.019607843
117,0.9,0,0,0.1,0,0.75,0.211538462,0.019230769,0.019230769,0.909090909,0,0,0.090909091,0,0.054545455,0.181818182,0.036363636,0,0.727272727,1,0,0.88,0.12,0,0
118,0.888888889,0,0,0.111111111,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.019607843,0.196078431,0,0.019607843,0.764705882,1,0.037735849,0.830188679,0.113207547,0,0.018867925
119,0.944444444,0,0,0.055555556,0,0.722222222,0.203703704,0.055555556,0.018518519,1,0,0,0,0,0.107142857,0.035714286,0,0,0.857142857,1,0.071428571,0.785714286,0.107142857,0,0.035714286
120,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,0,0,0,0,0,0.122807018,0,0,0,0.877192982,1,0.018867925,0.830188679,0.113207547,0,0.037735849
121,0.947368421,0,0,0.052631579,0,0.696428571,0.196428571,0.089285714,0.017857143,1,0,0,0,0,0.074074074,0.018518519,0,0,0.907407407,1,0.087719298,0.771929825,0.105263158,0,0.035087719
122,1,0,0,0,0,0.629032258,0.177419355,0.177419355,0.016129032,1,0,0,0,0,0.037735849,0.018867925,0.018867925,0.018867925,0.905660377,1,0.038461538,0.846153846,0.115384615,0,0
123,1,0,0,0,0,0.661016949,0.186440678,0.13559322,0.016949153,1,0,0,0,0,0.056603774,0,0,0.037735849,0.905660377,1,0.090909091,0.8,0.109090909,0,0
124,1,0,0,0,0,0.65,0.183333333,0.15,0.016666667,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.107142857,0.785714286,0.107142857,0,0
125,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,0,0,0,0,0,0.018867925,0,0.037735849,0,0.943396226,1,0.137931034,0.75862069,0.103448276,0,0
126,1,0,0,0,0.017241379,0.655172414,0.189655172,0.120689655,0.017241379,0,1,0,0,0,0.037037037,0,0.037037037,0.018518519,0.907407407,1,0.107142857,0.803571429,0.089285714,0,0
127,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.137931034,0,0,0.017241379,0.844827586,1,0.019230769,0.846153846,0.115384615,0,0.019230769
128,0.9,0,0,0.1,0,0.735849057,0.20754717,0.037735849,0.018867925,1,0,0,0,0,0.137931034,0.017241379,0,0,0.844827586,1,0.054545455,0.8,0.109090909,0,0.036363636
129,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.75,0,0,0,0.25,0.133333333,0.05,0.033333333,0,0.783333333,1,0.056603774,0.830188679,0.113207547,0,0
130,1,0,0,0,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.055555556,0.055555556,0.018518519,0.018518519,0.851851852,1,0.056603774,0.830188679,0.113207547,0,0
131,0.944444444,0,0,0.055555556,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.038461538,0.019230769,0,0.019230769,0.923076923,1,0.089285714,0.785714286,0.107142857,0,0.017857143
132,1,0,0,0,0,0.696428571,0.196428571,0.089285714,0.017857143,0.857142857,0,0,0,0.142857143,0,0.115384615,0.038461538,0,0.846153846,1,0.074074074,0.814814815,0.111111111,0,0
133,1,0,0,0,0,0.735849057,0.20754717,0.037735849,0.018867925,0.6,0,0,0.4,0,0.087719298,0.052631579,0.035087719,0,0.824561404,1,0.074074074,0.814814815,0.111111111,0,0
134,1,0,0,0,0,0.75,0.211538462,0.019230769,0.019230769,0.916666667,0,0,0,0.083333333,0.038461538,0.173076923,0,0.038461538,0.75,1,0.056603774,0.830188679,0.113207547,0,0
135,0.941176471,0,0,0.058823529,0,0.672413793,0.189655172,0.120689655,0.017241379,1,0,0,0,0,0.018867925,0.056603774,0.037735849,0,0.886792453,1,0.074074074,0.814814815,0.111111111,0,0
