,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.951219512,0.048780488,0.042857143,0.485714286,0.242857143,0.071428571,0.157142857,1,0.127272727,0,0.054545455,0.727272727,0.090909091
1,0.906976744,0.093023256,0.018867925,0.509433962,0.037735849,0.018867925,0.41509434,1,0.172413793,0.051724138,0.362068966,0.327586207,0.086206897
2,0.939759036,0.060240964,0,0.722222222,0.074074074,0.037037037,0.166666667,1,0.076923077,0.019230769,0.423076923,0.461538462,0.019230769
3,0.939759036,0.060240964,0,0.735849057,0.056603774,0.056603774,0.150943396,1,0.096153846,0.019230769,0.403846154,0.461538462,0.019230769
4,0.928571429,0.071428571,0,0.722222222,0.074074074,0,0.203703704,1,0.037735849,0.056603774,0.452830189,0.452830189,0
5,0.917647059,0.082352941,0,0.764705882,0.019607843,0.019607843,0.196078431,1,0.090909091,0,0.363636364,0.454545455,0.090909091
6,0.886363636,0.113636364,0,0.696428571,0.107142857,0,0.196428571,1,0.036363636,0.018181818,0.290909091,0.581818182,0.072727273
7,0.962962963,0.037037037,0.05,0.666666667,0.116666667,0.033333333,0.133333333,1,0,0.035714286,0.303571429,0.589285714,0.071428571
8,0.928571429,0.071428571,0.018518519,0.740740741,0.055555556,0,0.185185185,1,0,0.034482759,0.344827586,0.517241379,0.103448276
9,0.939759036,0.060240964,0.037735849,0.698113208,0.018867925,0,0.245283019,1,0.033898305,0.033898305,0.372881356,0.440677966,0.118644068
10,0.975,0.025,0,0.716981132,0.056603774,0.056603774,0.169811321,1,0.05,0.083333333,0.316666667,0.466666667,0.083333333
11,0.906976744,0.093023256,0,0.745098039,0.019607843,0.019607843,0.215686275,1,0.094339623,0.018867925,0.41509434,0.433962264,0.037735849
12,0.917647059,0.082352941,0,0.740740741,0.074074074,0.055555556,0.12962963,1,0.06,0,0.42,0.52,0
13,0.928571429,0.071428571,0.018867925,0.716981132,0.037735849,0.094339623,0.132075472,1,0.018518519,0.074074074,0.388888889,0.518518519,0
14,0.917647059,0.082352941,0.037735849,0.698113208,0.018867925,0.037735849,0.20754717,1,0,0.087719298,0.385964912,0.49122807,0.035087719
15,0.917647059,0.082352941,0,0.76,0,0.04,0.2,1,0.092592593,0,0.407407407,0.425925926,0.074074074
16,0.928571429,0.071428571,0.019607843,0.764705882,0,0.078431373,0.137254902,1,0.036363636,0,0.381818182,0.490909091,0.090909091
17,0.962962963,0.037037037,0.071428571,0.625,0.035714286,0.089285714,0.178571429,1,0.127272727,0.018181818,0.309090909,0.472727273,0.072727273
18,1,0,0.061538462,0.523076923,0.169230769,0.030769231,0.215384615,1,0,0.142857143,0.222222222,0.571428571,0.063492063
19,0.917647059,0.082352941,0,0.709090909,0.090909091,0.018181818,0.181818182,1,0,0.101694915,0.288135593,0.559322034,0.050847458
20,0.886363636,0.113636364,0,0.754716981,0.056603774,0.037735849,0.150943396,1,0,0.019230769,0.403846154,0.557692308,0.019230769
21,0.939759036,0.060240964,0.018181818,0.727272727,0.072727273,0.054545455,0.127272727,1,0.018867925,0.037735849,0.396226415,0.528301887,0.018867925
22,0.928571429,0.071428571,0,0.714285714,0.107142857,0.017857143,0.160714286,1,0.018518519,0.018518519,0.37037037,0.537037037,0.055555556
23,0.917647059,0.082352941,0,0.722222222,0.074074074,0.018518519,0.185185185,1,0.036363636,0,0.363636364,0.509090909,0.090909091
24,0.886363636,0.113636364,0,0.754716981,0.056603774,0.018867925,0.169811321,1,0.018867925,0.018867925,0.377358491,0.547169811,0.037735849
25,0.928571429,0.071428571,0.056603774,0.698113208,0,0.075471698,0.169811321,1,0.036363636,0.054545455,0.381818182,0.490909091,0.036363636
26,0.975,0.025,0.01754386,0.701754386,0.105263158,0.035087719,0.140350877,1,0.05,0.033333333,0.233333333,0.55,0.133333333
27,0.975,0.025,0.038461538,0.692307692,0,0,0.269230769,1,0.044776119,0.074626866,0.268656716,0.432835821,0.179104478
28,0.928571429,0.071428571,0,0.735849057,0.056603774,0.056603774,0.150943396,1,0.03030303,0.015151515,0.136363636,0.590909091,0.227272727
29,0.928571429,0.071428571,0.033898305,0.627118644,0.118644068,0.016949153,0.203389831,1,0.066666667,0.016666667,0.183333333,0.583333333,0.15
30,0.939759036,0.060240964,0.032258065,0.629032258,0.161290323,0.016129032,0.161290323,1,0,0.056603774,0.339622642,0.603773585,0
31,0.939759036,0.060240964,0.017241379,0.551724138,0.120689655,0,0.310344828,1,0.103448276,0.103448276,0.327586207,0.431034483,0.034482759
32,0.928571429,0.071428571,0,0.764705882,0.019607843,0,0.215686275,1,0.035714286,0.053571429,0.428571429,0.428571429,0.053571429
33,1,0,0.035714286,0.660714286,0.071428571,0.053571429,0.178571429,1,0.035087719,0.105263158,0.403508772,0.438596491,0.01754386
34,0.917647059,0.082352941,0,0.740740741,0.074074074,0.018518519,0.166666667,1,0.018867925,0.037735849,0.41509434,0.509433962,0.018867925
35,0.975,0.025,0.078125,0.59375,0.140625,0,0.1875,1,0.019230769,0.038461538,0.403846154,0.538461538,0
36,0.906976744,0.093023256,0.056603774,0.679245283,0,0.094339623,0.169811321,1,0.078431373,0.019607843,0.411764706,0.490196078,0
37,0.906976744,0.093023256,0.037037037,0.666666667,0.037037037,0,0.259259259,1,0.035714286,0.053571429,0.392857143,0.464285714,0.053571429
38,0.928571429,0.071428571,0.090909091,0.709090909,0,0,0.2,1,0.019230769,0.019230769,0.480769231,0.461538462,0.019230769
39,0.886363636,0.113636364,0.055555556,0.722222222,0.018518519,0,0.203703704,1,0,0.019230769,0.442307692,0.519230769,0.019230769
40,0.886363636,0.113636364,0.019230769,0.75,0.019230769,0.096153846,0.115384615,1,0.019607843,0.019607843,0.392156863,0.568627451,0
41,0.896551724,0.103448276,0.018518519,0.703703704,0.055555556,0.037037037,0.185185185,1,0.06,0,0.44,0.5,0
42,0.886363636,0.113636364,0,0.690909091,0.090909091,0.054545455,0.163636364,1,0.04,0,0.4,0.56,0
43,0.917647059,0.082352941,0,0.764705882,0.019607843,0,0.215686275,1,0.056603774,0.037735849,0.471698113,0.41509434,0.018867925
44,0.962962963,0.037037037,0.064516129,0.64516129,0.129032258,0,0.161290323,1,0,0.036363636,0.327272727,0.581818182,0.054545455
45,0.975,0.025,0.067567568,0.513513514,0.256756757,0.081081081,0.081081081,1,0.018867925,0.018867925,0.075471698,0.849056604,0.037735849
46,0.987341772,0.012658228,0.057142857,0.571428571,0.228571429,0.042857143,0.1,1,0.019230769,0.019230769,0.211538462,0.730769231,0.019230769
47,0.906976744,0.093023256,0,0.641509434,0.056603774,0,0.301886792,1,0.051724138,0.086206897,0.379310345,0.431034483,0.051724138
48,0.951219512,0.048780488,0,0.666666667,0.122807018,0.01754386,0.192982456,1,0.113207547,0,0.358490566,0.471698113,0.056603774
49,0.962962963,0.037037037,0.06779661,0.593220339,0.084745763,0.033898305,0.220338983,1,0.090909091,0.018181818,0.345454545,0.472727273,0.072727273
50,0.951219512,0.048780488,0.033898305,0.627118644,0.118644068,0.084745763,0.13559322,1,0.092592593,0,0.259259259,0.574074074,0.074074074
51,0.886363636,0.113636364,0,0.735849057,0.056603774,0.018867925,0.188679245,1,0.018867925,0,0.396226415,0.528301887,0.056603774
52,0.886363636,0.113636364,0,0.705882353,0.019607843,0.078431373,0.196078431,1,0.096153846,0,0.384615385,0.480769231,0.038461538
53,0.876404494,0.123595506,0.019607843,0.764705882,0,0.019607843,0.196078431,1,0.02,0,0.5,0.48,0
54,0.928571429,0.071428571,0.054545455,0.690909091,0.036363636,0.054545455,0.163636364,1,0.037735849,0.037735849,0.396226415,0.509433962,0.018867925
55,0.917647059,0.082352941,0,0.709090909,0.090909091,0,0.2,1,0.055555556,0.018518519,0.37037037,0.5,0.055555556
56,0.962962963,0.037037037,0.01754386,0.684210526,0.105263158,0.035087719,0.157894737,1,0.057692308,0.038461538,0.423076923,0.480769231,0
57,0.939759036,0.060240964,0.017241379,0.655172414,0.120689655,0.068965517,0.137931034,1,0,0.072727273,0.327272727,0.581818182,0.018181818
58,0.906976744,0.093023256,0,0.716981132,0.056603774,0.037735849,0.188679245,1,0.017241379,0.086206897,0.310344828,0.534482759,0.051724138
59,0.917647059,0.082352941,0.018181818,0.690909091,0.072727273,0,0.218181818,1,0.01754386,0.087719298,0.350877193,0.50877193,0.035087719
60,0.928571429,0.071428571,0.050847458,0.661016949,0.101694915,0.016949153,0.169491525,1,0.057692308,0,0.346153846,0.557692308,0.038461538
61,0.962962963,0.037037037,0.13559322,0.593220339,0.016949153,0.033898305,0.220338983,1,0.033898305,0,0.305084746,0.508474576,0.152542373
62,0.928571429,0.071428571,0.071428571,0.642857143,0.035714286,0.053571429,0.196428571,1,0.016666667,0.033333333,0.266666667,0.55,0.133333333
63,0.906976744,0.093023256,0,0.769230769,0.038461538,0.019230769,0.173076923,1,0,0.035087719,0.350877193,0.526315789,0.087719298
64,0.928571429,0.071428571,0.038461538,0.769230769,0,0.057692308,0.134615385,1,0.018867925,0.037735849,0.433962264,0.490566038,0.018867925
65,0.951219512,0.048780488,0.037735849,0.660377358,0.018867925,0.018867925,0.264150943,1,0.1,0.033333333,0.316666667,0.416666667,0.133333333
66,0.939759036,0.060240964,0,0.764705882,0.019607843,0.058823529,0.156862745,1,0.033333333,0.05,0.3,0.5,0.116666667
67,0.906976744,0.093023256,0,0.769230769,0.038461538,0.038461538,0.153846154,1,0.039215686,0.019607843,0.450980392,0.490196078,0
68,0.906976744,0.093023256,0.019230769,0.769230769,0.019230769,0.096153846,0.096153846,1,0,0.037735849,0.377358491,0.566037736,0.018867925
69,0.866666667,0.133333333,0,0.75,0.038461538,0.038461538,0.173076923,1,0.02,0,0.44,0.54,0
70,0.876404494,0.123595506,0,0.784313725,0.019607843,0.019607843,0.176470588,1,0,0,0.5,0.5,0
71,0.928571429,0.071428571,0.017241379,0.051724138,0.120689655,0.310344828,0.5,1,0.672727273,0.036363636,0.018181818,0.218181818,0.054545455
72,0.962962963,0.037037037,0.019607843,0.098039216,0,0.450980392,0.431372549,1,0.627118644,0.033898305,0,0.220338983,0.118644068
73,0.928571429,0.071428571,0.055555556,0.12962963,0.018518519,0.444444444,0.351851852,1,0.673076923,0,0,0.288461538,0.038461538
74,0.896551724,0.103448276,0,0,0.019607843,0.31372549,0.666666667,1,0.65,0.05,0.05,0.133333333,0.116666667
75,0.928571429,0.071428571,0.051724138,0.620689655,0.086206897,0.017241379,0.224137931,1,0.036363636,0.054545455,0.363636364,0.509090909,0.036363636
76,1,0,0.098360656,0.590163934,0.081967213,0.049180328,0.180327869,1,0.072727273,0.018181818,0.345454545,0.490909091,0.072727273
77,0.917647059,0.082352941,0.035714286,0,0.071428571,0.25,0.642857143,1,0.666666667,0,0.016666667,0.15,0.166666667
78,0.962962963,0.037037037,0.018181818,0.054545455,0.072727273,0.2,0.654545455,1,0.625,0.015625,0.03125,0.125,0.203125
79,0.917647059,0.082352941,0,0,0.019607843,0.137254902,0.843137255,1,0.534246575,0.02739726,0.01369863,0.136986301,0.287671233
80,0.939759036,0.060240964,0.056603774,0.018867925,0,0.056603774,0.867924528,1,0.513513514,0.013513514,0.054054054,0.108108108,0.310810811
81,0.906976744,0.093023256,0.019607843,0,0,0.156862745,0.823529412,1,0.579710145,0,0.028985507,0.115942029,0.275362319
82,0.917647059,0.082352941,0.018867925,0,0.037735849,0.245283019,0.698113208,1,0.655737705,0,0.06557377,0.098360656,0.180327869
