"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))",
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,244
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,245
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,246
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,247
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,248
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,249
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,250
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,251
1,0,0,0.1,0,0,0.9,1,0.5,0,0,0.125,0.375,252
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,253
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,254
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,255
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,256
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,257
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,258
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,259
1,0,0,0.1,0,0,0.9,1,0.5,0,0,0.125,0.375,260
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,261
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,262
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,263
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,264
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,265
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,266
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,267
0.9375,0.0625,0,0,0.375,0,0.625,1,0.8,0,0,0.2,0,268
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,269
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,270
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,271
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,272
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,273
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,274
1,0,0,0.1,0,0,0.9,1,0.5,0,0,0.125,0.375,275
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,276
0.8823529411764706,0.11764705882352941,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,277
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,278
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,279
0.8823529411764706,0.11764705882352941,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,280
