,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.928571429,0.071428571,0.070175439,0.666666667,0.052631579,0,0.210526316,1,0,0.018181818,0.4,0.509090909,0.072727273
1,0.928571429,0.071428571,0.105263158,0.649122807,0.01754386,0.035087719,0.192982456,1,0.035714286,0,0.321428571,0.535714286,0.107142857
2,0.917647059,0.082352941,0.054545455,0.690909091,0.036363636,0,0.218181818,1,0,0.033333333,0.3,0.533333333,0.133333333
3,0.896551724,0.103448276,0,0.576923077,0.038461538,0.134615385,0.25,1,0.096774194,0.080645161,0.193548387,0.516129032,0.112903226
4,0.939759036,0.060240964,0,0.8,0,0.06,0.14,1,0.052631579,0,0.350877193,0.473684211,0.122807018
5,0.917647059,0.082352941,0,0.78,0,0.04,0.18,1,0.01754386,0.035087719,0.385964912,0.473684211,0.087719298
6,0.975,0.025,0,0.034482759,0.137931034,0.24137931,0.586206897,1,0.633333333,0.1,0.066666667,0.133333333,0.066666667
7,0.896551724,0.103448276,0,0.018867925,0.056603774,0.433962264,0.490566038,1,0.666666667,0.055555556,0.037037037,0.222222222,0.018518519
8,0.975,0.025,0.095238095,0,0.111111111,0.301587302,0.492063492,1,0.636363636,0.090909091,0.072727273,0.2,0
9,0.987341772,0.012658228,0.06557377,0.557377049,0.114754098,0,0.262295082,1,0.153846154,0,0.423076923,0.384615385,0.038461538
10,0.939759036,0.060240964,0.06779661,0.576271186,0.084745763,0.084745763,0.186440678,1,0.055555556,0.055555556,0.333333333,0.537037037,0.018518519
11,0.917647059,0.082352941,0,0.72,0,0.12,0.16,1,0.12962963,0,0.333333333,0.462962963,0.074074074
12,0.939759036,0.060240964,0.018518519,0.740740741,0.055555556,0,0.185185185,1,0,0.034482759,0.362068966,0.5,0.103448276
