,"('S', ('VP',))","('S', ('S', 'NPA'))","('S', ('NPS', 'VP'))","('S', ('NPA', 'S'))","('VP', ('NPA', 'VP'))","('VP', ('V',))","('VP', ('VP', 'NPA'))","('VP', ('NPO', 'V'))","('NPS', ('NPS', 'NPA'))","('NPS', ('NPA', 'NPS'))","('NPS', 'np2')","('NPS', 'np1')","('NPS', 'np')","('NPO', ('NPO', 'NPA'))","('NPO', ('NPA', 'NPO'))","('NPO', 'np2')","('NPO', 'np1')","('NPO', 'np')","('NPA', ('NPA', 'NPA'))","('NPA', 'np2')","('NPA', 'np1')","('NPA', 'np')","('V', 'v')"
69,0.08620689655172414,0.1206896551724138,0.7758620689655172,0.017241379310344827,0.018867924528301886,0.9433962264150944,0.03773584905660377,0.0,0.0,0.22413793103448276,0.1724137931034483,0.5862068965517241,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.75,1.0
70,0.13793103448275862,0.05172413793103448,0.7241379310344828,0.08620689655172414,0.0,0.875,0.10714285714285714,0.017857142857142856,0.018518518518518517,0.2037037037037037,0.16666666666666666,0.5925925925925926,0.018518518518518517,0.0,0.0,1.0,0.0,0.0,0.0,0.038461538461538464,0.2692307692307692,0.6923076923076923,1.0
71,0.1111111111111111,0.07407407407407407,0.8148148148148148,0.0,0.03508771929824561,0.8771929824561403,0.08771929824561403,0.0,0.0,0.2413793103448276,0.1724137931034483,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.76,1.0
72,0.1111111111111111,0.05555555555555555,0.8148148148148148,0.018518518518518517,0.017857142857142856,0.8571428571428571,0.08928571428571429,0.03571428571428571,0.0,0.21428571428571427,0.17857142857142858,0.5714285714285714,0.03571428571428571,0.0,0.0,0.0,1.0,0.0,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.7083333333333334,1.0
73,0.08771929824561403,0.10526315789473684,0.7894736842105263,0.017543859649122806,0.018518518518518517,0.9259259259259259,0.05555555555555555,0.0,0.0,0.22413793103448276,0.1724137931034483,0.5862068965517241,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.75,1.0
74,0.08620689655172414,0.13793103448275862,0.7758620689655172,0.0,0.019230769230769232,0.9615384615384616,0.019230769230769232,0.0,0.0,0.23728813559322035,0.1694915254237288,0.576271186440678,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.75,1.0
75,0.1320754716981132,0.03773584905660377,0.8113207547169812,0.018867924528301886,0.05,0.8333333333333334,0.11666666666666667,0.0,0.017857142857142856,0.21428571428571427,0.17857142857142858,0.5714285714285714,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.2692307692307692,0.6923076923076923,1.0
76,0.1,0.13333333333333333,0.7333333333333333,0.03333333333333333,0.019230769230769232,0.9615384615384616,0.019230769230769232,0.0,0.0,0.21428571428571427,0.17857142857142858,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.7307692307692307,1.0
77,0.08771929824561403,0.05263157894736842,0.7894736842105263,0.07017543859649122,0.017543859649122806,0.8771929824561403,0.10526315789473684,0.0,0.0,0.18181818181818182,0.18181818181818182,0.6181818181818182,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.75,1.0
78,0.09836065573770492,0.04918032786885246,0.7213114754098361,0.13114754098360656,0.017543859649122806,0.8771929824561403,0.10526315789473684,0.0,0.0,0.12,0.2,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.7307692307692307,1.0
79,0.09090909090909091,0.06060606060606061,0.6666666666666666,0.18181818181818182,0.03508771929824561,0.8771929824561403,0.08771929824561403,0.0,0.0,0.022222222222222223,0.2222222222222222,0.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.7307692307692307,1.0
80,0.07575757575757576,0.030303030303030304,0.6818181818181818,0.21212121212121213,0.0,0.8771929824561403,0.12280701754385964,0.0,0.0,0.021739130434782608,0.21739130434782608,0.717391304347826,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.25,0.7083333333333334,1.0
