"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))",
0.652173913,0.260869565,0.043478261,0.043478261,0,0.744186047,0.23255814,0,0.023255814,0.571428571,0.142857143,0,0,0.285714286,0.163934426,0.081967213,0.016393443,0.737704918,1,0,0.736842105,0.140350877,0.122807018,0
0.6,0.333333333,0.066666667,0,0,0.772727273,0.204545455,0,0.022727273,0.909090909,0,0.090909091,0,0,0.080645161,0.177419355,0.112903226,0.629032258,1,0,0.826923077,0.134615385,0.038461538,1
0.631578947,0.263157895,0.052631579,0.052631579,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0.75,0,0,0.25,0,0.034482759,0.103448276,0.103448276,0.75862069,1,0.054545455,0.818181818,0.090909091,0.036363636,2
0.652173913,0.304347826,0.043478261,0,0.02173913,0.695652174,0.217391304,0.043478261,0.02173913,1,0,0,0,0,0.01754386,0.052631579,0.105263158,0.824561404,1,0.158730159,0.682539683,0.111111111,0.047619048,3
0.4375,0.375,0.125,0.0625,0,0.76744186,0.209302326,0,0.023255814,0.8,0,0,0.066666667,0.133333333,0.033333333,0.2,0.133333333,0.633333333,1,0,0.84,0.16,0,4
0.5,0.428571429,0.071428571,0,0,0.717391304,0.217391304,0.065217391,0,1,0,0,0,0,0.037037037,0.222222222,0.037037037,0.703703704,1,0,0.754385965,0.122807018,0.122807018,5
0.730769231,0.192307692,0.038461538,0.038461538,0,0.723404255,0.212765957,0.042553191,0.021276596,0,0,0,0,0,0.017857143,0,0.089285714,0.892857143,1,0.184615385,0.676923077,0.092307692,0.046153846,6
0.692307692,0.192307692,0.038461538,0.076923077,0.020833333,0.708333333,0.1875,0.0625,0.020833333,0,0,0.5,0.5,0,0,0.018181818,0.090909091,0.890909091,1,0.14516129,0.709677419,0.096774194,0.048387097,7
0.75,0.208333333,0.041666667,0,0.020408163,0.693877551,0.204081633,0.06122449,0.020408163,0,0,0,0,0,0.016949153,0,0.13559322,0.847457627,1,0.163934426,0.737704918,0.081967213,0.016393443,8
0.708333333,0.25,0.041666667,0,0.021276596,0.70212766,0.212765957,0.063829787,0,1,0,0,0,0,0.049180328,0.016393443,0.131147541,0.803278689,1,0.15,0.733333333,0.1,0.016666667,9
0.571428571,0.357142857,0.071428571,0,0,0.717391304,0.195652174,0.065217391,0.02173913,0.846153846,0.076923077,0.076923077,0,0,0,0.240740741,0.074074074,0.685185185,1,0.017857143,0.75,0.142857143,0.089285714,10
0.65,0.25,0.05,0.05,0,0.693877551,0.204081633,0.081632653,0.020408163,1,0,0,0,0,0,0.109090909,0.090909091,0.8,1,0.086206897,0.75862069,0.103448276,0.051724138,11
0.5625,0.375,0.0625,0,0,0.717391304,0.217391304,0.065217391,0,0.909090909,0,0,0.090909091,0,0.01754386,0.175438596,0.105263158,0.701754386,1,0.036363636,0.781818182,0.127272727,0.054545455,12
0.454545455,0.454545455,0.090909091,0,0.022727273,0.75,0.227272727,0,0,0.8125,0.0625,0,0.0625,0.0625,0,0.269230769,0.038461538,0.692307692,1,0,0.771929825,0.105263158,0.122807018,13
0.384615385,0.461538462,0.076923077,0.076923077,0,0.75,0.227272727,0.022727273,0,0.875,0,0,0.0625,0.0625,0,0.269230769,0.038461538,0.692307692,1,0,0.767857143,0.125,0.107142857,14
0.555555556,0.277777778,0.111111111,0.055555556,0.021276596,0.723404255,0.191489362,0.042553191,0.021276596,1,0,0,0,0,0,0.145454545,0.090909091,0.763636364,1,0.086206897,0.75862069,0.103448276,0.051724138,15
0.590909091,0.318181818,0.045454545,0.045454545,0.040816327,0.653061224,0.183673469,0.081632653,0.040816327,0.8,0,0.2,0,0,0.016949153,0.084745763,0.13559322,0.762711864,1,0.072727273,0.781818182,0.127272727,0.018181818,16
0.523809524,0.285714286,0.095238095,0.095238095,0,0.761904762,0.214285714,0,0.023809524,0.8,0.1,0,0.1,0,0.055555556,0.166666667,0.018518519,0.759259259,1,0.06557377,0.672131148,0.147540984,0.114754098,17
0.5,0.357142857,0.071428571,0.071428571,0,0.790697674,0.186046512,0,0.023255814,0.75,0,0.125,0.0625,0.0625,0.018867925,0.264150943,0.037735849,0.679245283,1,0,0.75,0.142857143,0.107142857,18
0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0.066666667,0.066666667,0,0.26,0,0.74,1,0,0.745762712,0.101694915,0.152542373,19
0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.928571429,0,0,0,0.071428571,0,0.245283019,0.056603774,0.698113208,1,0.01754386,0.771929825,0.105263158,0.105263158,20
0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.857142857,0,0,0,0.142857143,0,0.214285714,0.107142857,0.678571429,1,0.018518519,0.814814815,0.111111111,0.055555556,21
0.647058824,0.294117647,0.058823529,0,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,0.875,0,0,0.125,0,0,0.120689655,0.137931034,0.74137931,1,0.072727273,0.818181818,0.090909091,0.018181818,22
