,"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))"
10,0.533333333,0.333333333,0.066666667,0.066666667,0.02173913,0.739130435,0.217391304,0,0.02173913,0.833333333,0,0,0.083333333,0.083333333,0,0.2,0,0.8,1,0.033333333,0.75,0.083333333,0.133333333
11,0.5625,0.375,0.0625,0,0.022222222,0.733333333,0.222222222,0.022222222,0,0.9,0,0,0,0.1,0.018181818,0.163636364,0.072727273,0.745454545,1,0.06779661,0.745762712,0.101694915,0.084745763
12,0.428571429,0.428571429,0.071428571,0.071428571,0.02173913,0.717391304,0.217391304,0.043478261,0,0.857142857,0,0,0.142857143,0,0,0.218181818,0.090909091,0.690909091,1,0,0.830188679,0.113207547,0.056603774
13,0.533333333,0.333333333,0.066666667,0.066666667,0.043478261,0.695652174,0.217391304,0.043478261,0,0.692307692,0.153846154,0,0.153846154,0,0,0.192982456,0.122807018,0.684210526,1,0.019230769,0.846153846,0.115384615,0.019230769
14,0.571428571,0.357142857,0.071428571,0,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,0.833333333,0,0,0.166666667,0,0,0.185185185,0.074074074,0.740740741,1,0,0.818181818,0.090909091,0.090909091
15,0.5,0.3125,0.0625,0.125,0,0.755555556,0.222222222,0,0.022222222,0.916666667,0,0,0.083333333,0,0.036363636,0.2,0.054545455,0.709090909,1,0,0.8,0.109090909,0.090909091
16,0.6,0.333333333,0.066666667,0,0,0.708333333,0.208333333,0.0625,0.020833333,0.909090909,0,0,0,0.090909091,0.016949153,0.169491525,0.13559322,0.677966102,1,0,0.862745098,0.117647059,0.019607843
17,0.571428571,0.357142857,0.071428571,0,0,0.708333333,0.208333333,0.0625,0.020833333,0.916666667,0,0,0,0.083333333,0,0.196428571,0.107142857,0.696428571,1,0,0.830188679,0.113207547,0.056603774
18,0.533333333,0.4,0.066666667,0,0.02173913,0.717391304,0.217391304,0.02173913,0.02173913,0.909090909,0,0,0.090909091,0,0.038461538,0.192307692,0,0.769230769,1,0.016666667,0.733333333,0.1,0.15
19,0.538461538,0.384615385,0.076923077,0,0,0.739130435,0.217391304,0.02173913,0.02173913,0.857142857,0,0,0,0.142857143,0,0.218181818,0.090909091,0.690909091,1,0,0.814814815,0.111111111,0.074074074
20,0.5,0.416666667,0.083333333,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0.142857143,0,0,0.210526316,0.122807018,0.666666667,1,0,0.865384615,0.096153846,0.038461538
21,0.565217391,0.347826087,0.043478261,0.043478261,0.02173913,0.673913043,0.217391304,0.065217391,0.02173913,1,0,0,0,0,0.01754386,0.087719298,0.105263158,0.789473684,1,0.133333333,0.7,0.133333333,0.033333333
22,0.608695652,0.260869565,0.043478261,0.086956522,0,0.731707317,0.243902439,0,0.024390244,0.555555556,0.333333333,0,0.111111111,0,0.035087719,0.140350877,0.087719298,0.736842105,1,0.1,0.666666667,0.166666667,0.066666667
23,0.727272727,0.227272727,0.045454545,0,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.120689655,0.051724138,0.017241379,0.810344828,1,0.049180328,0.721311475,0.098360656,0.131147541
24,0.5,0.375,0.0625,0.0625,0.023255814,0.744186047,0.23255814,0,0,0.833333333,0.083333333,0,0.083333333,0,0.087719298,0.192982456,0.035087719,0.684210526,1,0,0.767857143,0.125,0.107142857
25,0.611111111,0.333333333,0.055555556,0,0.02173913,0.717391304,0.217391304,0.043478261,0,0.777777778,0,0,0.222222222,0,0.052631579,0.122807018,0.070175439,0.754385965,1,0.035087719,0.771929825,0.105263158,0.087719298
26,0.466666667,0.4,0.066666667,0.066666667,0.022222222,0.733333333,0.222222222,0.022222222,0,0.846153846,0,0,0.153846154,0,0.01754386,0.192982456,0.105263158,0.684210526,1,0.018867925,0.830188679,0.113207547,0.037735849
27,0.571428571,0.357142857,0.071428571,0,0,0.755555556,0.222222222,0,0.022222222,0.916666667,0,0,0.083333333,0,0.033898305,0.186440678,0.118644068,0.661016949,1,0.018867925,0.830188679,0.113207547,0.037735849
28,0.588235294,0.352941176,0.058823529,0,0.022727273,0.727272727,0.227272727,0,0.022727273,0.8,0.1,0,0,0.1,0.064516129,0.14516129,0.129032258,0.661290323,1,0.037735849,0.811320755,0.132075472,0.018867925
29,0.461538462,0.384615385,0.076923077,0.076923077,0.022222222,0.733333333,0.222222222,0.022222222,0,0.857142857,0.071428571,0,0,0.071428571,0.018518519,0.240740741,0.055555556,0.685185185,1,0,0.8,0.109090909,0.090909091
30,0.65,0.3,0.05,0,0,0.673469388,0.183673469,0.142857143,0,0.857142857,0,0.142857143,0,0,0.052631579,0.122807018,0.070175439,0.754385965,1,0.017857143,0.75,0.142857143,0.089285714
31,0.666666667,0.259259259,0.037037037,0.037037037,0,0.62745098,0.196078431,0.176470588,0,1,0,0,0,0,0.098360656,0.016393443,0.081967213,0.803278689,1,0.018181818,0.763636364,0.145454545,0.072727273
32,0.75,0.208333333,0.041666667,0,0.020408163,0.693877551,0.204081633,0.06122449,0.020408163,0,0,0,0,0,0.078125,0,0.140625,0.78125,1,0.107142857,0.803571429,0.089285714,0
33,0.703703704,0.185185185,0.037037037,0.074074074,0,0.739130435,0.217391304,0.02173913,0.02173913,0,0,0,0,0,0,0,0.137931034,0.862068966,1,0.206349206,0.698412698,0.095238095,0
34,0.76,0.2,0.04,0,0,0.755555556,0.222222222,0,0.022222222,0,0,0,0,0,0,0,0.152542373,0.847457627,1,0.230769231,0.676923077,0.092307692,0
35,0.681818182,0.272727273,0.045454545,0,0.022222222,0.733333333,0.222222222,0,0.022222222,1,0,0,0,0,0.018181818,0.054545455,0.072727273,0.854545455,1,0.166666667,0.666666667,0.090909091,0.075757576
36,0.76,0.2,0.04,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0,0,0,0,0,0.070175439,0,0.052631579,0.877192982,1,0.138461538,0.676923077,0.092307692,0.092307692
37,0.692307692,0.230769231,0.038461538,0.038461538,0,0.733333333,0.222222222,0.022222222,0.022222222,1,0,0,0,0,0.074074074,0.018518519,0,0.907407407,1,0.132352941,0.632352941,0.102941176,0.132352941
38,0.730769231,0.192307692,0.076923077,0,0,0.755555556,0.177777778,0.044444444,0.022222222,0,0,1,0,0,0.090909091,0.018181818,0,0.890909091,1,0.132352941,0.617647059,0.117647059,0.132352941
39,0.653846154,0.307692308,0.038461538,0,0.045454545,0.704545455,0.227272727,0.022727273,0,0,0,0,0,0,0.083333333,0,0.083333333,0.833333333,1,0.169230769,0.661538462,0.107692308,0.061538462
40,0.75,0.208333333,0.041666667,0,0.02,0.68,0.2,0.08,0.02,0,0,0,0,0,0.083333333,0,0.083333333,0.833333333,1,0.084745763,0.762711864,0.084745763,0.06779661
41,0.619047619,0.285714286,0.047619048,0.047619048,0.02173913,0.717391304,0.217391304,0.02173913,0.02173913,0.714285714,0,0,0,0.285714286,0.06779661,0.084745763,0.084745763,0.762711864,1,0.053571429,0.785714286,0.107142857,0.053571429
42,0.708333333,0.25,0.041666667,0,0.018867925,0.622641509,0.188679245,0.150943396,0.018867925,1,0,0,0,0,0.096774194,0.016129032,0.096774194,0.790322581,1,0,0.830188679,0.113207547,0.056603774
43,0.730769231,0.230769231,0.038461538,0,0,0.622641509,0.188679245,0.169811321,0.018867925,0,0,0,0,0,0,0,0.137931034,0.862068966,1,0.120689655,0.74137931,0.120689655,0.017241379
44,0.703703704,0.222222222,0.037037037,0.037037037,0,0.70212766,0.191489362,0.085106383,0.021276596,0,0,1,0,0,0.09375,0.015625,0.125,0.765625,1,0.089285714,0.75,0.142857143,0.017857143
45,0.631578947,0.263157895,0.052631579,0.052631579,0,0.733333333,0.222222222,0.022222222,0.022222222,0.777777778,0.111111111,0,0,0.111111111,0.035087719,0.140350877,0.087719298,0.736842105,1,0.070175439,0.754385965,0.122807018,0.052631579
46,0.590909091,0.227272727,0.136363636,0.045454545,0,0.733333333,0.177777778,0.066666667,0.022222222,0.75,0.125,0,0,0.125,0.087719298,0.122807018,0.035087719,0.754385965,1,0.034482759,0.706896552,0.155172414,0.103448276
47,0.6,0.333333333,0.066666667,0,0.020408163,0.693877551,0.204081633,0.06122449,0.020408163,0.9,0,0,0.1,0,0,0.157894737,0.122807018,0.719298246,1,0.018867925,0.849056604,0.094339623,0.037735849
48,0.611111111,0.333333333,0.055555556,0,0,0.70212766,0.212765957,0.063829787,0.021276596,0.888888889,0,0,0.111111111,0,0.066666667,0.133333333,0.1,0.7,1,0,0.811320755,0.132075472,0.056603774
49,0.6,0.333333333,0.066666667,0,0,0.755555556,0.222222222,0,0.022222222,0.909090909,0,0,0.090909091,0,0,0.175438596,0.122807018,0.701754386,1,0.071428571,0.785714286,0.107142857,0.035714286
50,0.666666667,0.277777778,0.055555556,0,0,0.739130435,0.217391304,0.02173913,0.02173913,0.777777778,0,0,0.222222222,0,0,0.125,0.107142857,0.767857143,1,0.086206897,0.75862069,0.103448276,0.051724138
51,0.571428571,0.357142857,0.071428571,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.916666667,0,0,0.083333333,0,0,0.186440678,0.152542373,0.661016949,1,0.019607843,0.862745098,0.117647059,0
52,0.444444444,0.388888889,0.055555556,0.111111111,0.022727273,0.704545455,0.227272727,0.045454545,0,0.909090909,0.090909091,0,0,0,0.050847458,0.186440678,0.101694915,0.661016949,1,0.018867925,0.79245283,0.150943396,0.037735849
53,0.583333333,0.291666667,0.041666667,0.083333333,0.040816327,0.653061224,0.204081633,0.102040816,0,1,0,0,0,0,0.049180328,0.049180328,0.131147541,0.770491803,1,0.074074074,0.814814815,0.111111111,0
54,0.588235294,0.352941176,0.058823529,0,0,0.70212766,0.212765957,0.085106383,0,0.818181818,0,0,0.181818182,0,0,0.155172414,0.137931034,0.706896552,1,0.037735849,0.811320755,0.132075472,0.018867925
55,0.739130435,0.217391304,0.043478261,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.666666667,0,0,0.333333333,0,0.15,0.033333333,0.016666667,0.8,1,0.016949153,0.745762712,0.101694915,0.13559322
56,0.5625,0.3125,0.0625,0.0625,0,0.772727273,0.204545455,0,0.022727273,0.769230769,0,0.076923077,0.076923077,0.076923077,0.049180328,0.180327869,0.131147541,0.639344262,1,0,0.86,0.14,0
57,0.533333333,0.333333333,0.066666667,0.066666667,0.02173913,0.739130435,0.217391304,0,0.02173913,0.833333333,0,0,0.083333333,0.083333333,0.034482759,0.172413793,0.103448276,0.689655172,1,0,0.865384615,0.096153846,0.038461538
58,0.708333333,0.208333333,0.041666667,0.041666667,0,0.68,0.2,0.1,0.02,0.666666667,0,0,0,0.333333333,0,0.034482759,0.137931034,0.827586207,1,0.105263158,0.771929825,0.105263158,0.01754386
59,0.625,0.3125,0.0625,0,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0,0.169811321,0.056603774,0.773584906,1,0.01754386,0.771929825,0.105263158,0.105263158
60,0.631578947,0.263157895,0.052631579,0.052631579,0,0.755555556,0.222222222,0,0.022222222,0.875,0,0,0.125,0,0.101694915,0.118644068,0.050847458,0.728813559,1,0.017857143,0.785714286,0.107142857,0.089285714
61,0.461538462,0.384615385,0.076923077,0.076923077,0,0.76744186,0.23255814,0,0,0.764705882,0.058823529,0,0.117647059,0.058823529,0,0.28,0,0.72,1,0,0.74137931,0.120689655,0.137931034
62,0.625,0.3125,0.0625,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.9,0,0,0.1,0,0.033898305,0.152542373,0.118644068,0.694915254,1,0.018867925,0.830188679,0.113207547,0.037735849
63,0.666666667,0.285714286,0.047619048,0,0.020408163,0.673469388,0.204081633,0.081632653,0.020408163,0.8,0,0,0,0.2,0.078125,0.0625,0.140625,0.71875,1,0.019607843,0.862745098,0.117647059,0
64,0.692307692,0.192307692,0.076923077,0.038461538,0.020833333,0.708333333,0.1875,0.0625,0.020833333,0,0,0,0,0,0.032786885,0,0.147540984,0.819672131,1,0.152542373,0.745762712,0.101694915,0
65,0.76,0.2,0.04,0,0,0.755555556,0.222222222,0,0.022222222,0,0,0,0,0,0.112903226,0,0.080645161,0.806451613,1,0.129032258,0.709677419,0.096774194,0.064516129
66,0.6,0.333333333,0.066666667,0,0,0.693877551,0.204081633,0.081632653,0.020408163,0.909090909,0,0,0.090909091,0,0,0.196078431,0.019607843,0.784313725,1,0,0.75862069,0.103448276,0.137931034
67,0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0,0.133333333,0,0.245283019,0.056603774,0.698113208,1,0,0.785714286,0.107142857,0.107142857
68,0.357142857,0.428571429,0.142857143,0.071428571,0.023255814,0.76744186,0.209302326,0,0,0.764705882,0,0,0.058823529,0.176470588,0,0.232142857,0.107142857,0.660714286,1,0,0.826923077,0.134615385,0.038461538
69,0.76,0.2,0.04,0,0,0.708333333,0.208333333,0.0625,0.020833333,0,0,0,0,0,0.174603175,0,0.031746032,0.793650794,1,0.017241379,0.75862069,0.103448276,0.120689655
70,0.72,0.24,0.04,0,0,0.673469388,0.204081633,0.12244898,0,1,0,0,0,0,0.152542373,0.016949153,0,0.830508475,1,0.016666667,0.716666667,0.116666667,0.15
71,0.739130435,0.217391304,0.043478261,0,0.018867925,0.641509434,0.188679245,0.132075472,0.018867925,0.5,0,0,0.5,0,0.056603774,0.018867925,0,0.924528302,1,0.032786885,0.737704918,0.081967213,0.147540984
72,0.681818182,0.272727273,0.045454545,0,0.020408163,0.673469388,0.204081633,0.102040816,0,1,0,0,0,0,0,0.055555556,0.074074074,0.87037037,1,0.126984127,0.698412698,0.095238095,0.079365079
73,0.625,0.3125,0.0625,0,0,0.733333333,0.222222222,0.022222222,0.022222222,0.9,0.1,0,0,0,0.048387097,0.161290323,0.14516129,0.64516129,1,0.038461538,0.826923077,0.134615385,0
74,0.5,0.388888889,0.111111111,0,0.023809524,0.738095238,0.214285714,0.023809524,0,0.9,0.1,0,0,0,0.106060606,0.151515152,0.136363636,0.606060606,1,0.019607843,0.803921569,0.176470588,0
75,0.6,0.333333333,0.066666667,0,0.042553191,0.70212766,0.212765957,0.042553191,0,0.727272727,0.090909091,0,0,0.181818182,0.019230769,0.173076923,0.019230769,0.788461538,1,0.016949153,0.762711864,0.084745763,0.13559322
76,0.5,0.357142857,0.071428571,0.071428571,0.02173913,0.739130435,0.217391304,0,0.02173913,0.916666667,0,0,0.083333333,0,0.034482759,0.189655172,0.103448276,0.672413793,1,0,0.865384615,0.096153846,0.038461538
77,0.625,0.3125,0.0625,0,0,0.755555556,0.222222222,0,0.022222222,0.9,0,0,0.1,0,0,0.18,0,0.82,1,0.078125,0.6875,0.09375,0.140625
78,0.416666667,0.5,0.083333333,0,0,0.75,0.227272727,0.022727273,0,0.933333333,0,0,0.066666667,0,0.017857143,0.25,0.089285714,0.642857143,1,0,0.796296296,0.12962963,0.074074074
79,0.5,0.4375,0.0625,0,0,0.727272727,0.227272727,0.022727273,0.022727273,1,0,0,0,0,0.05,0.183333333,0.116666667,0.65,1,0.037037037,0.777777778,0.148148148,0.037037037
80,0.571428571,0.357142857,0.071428571,0,0,0.723404255,0.191489362,0.063829787,0.021276596,0.916666667,0,0.083333333,0,0,0.019230769,0.230769231,0.019230769,0.730769231,1,0,0.74137931,0.120689655,0.137931034
81,0.611111111,0.333333333,0.055555556,0,0.02173913,0.717391304,0.217391304,0.043478261,0,1,0,0,0,0,0.114754098,0.114754098,0.06557377,0.704918033,1,0,0.8,0.109090909,0.090909091
82,0.692307692,0.192307692,0.038461538,0.076923077,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0,0,0,0,0,0,0,0.090909091,0.909090909,1,0.184615385,0.692307692,0.076923077,0.046153846
83,0.666666667,0.259259259,0.037037037,0.037037037,0.022727273,0.727272727,0.227272727,0,0.022727273,0,0,0,0,0,0.070175439,0,0.052631579,0.877192982,1,0.179104478,0.641791045,0.104477612,0.074626866
84,0.647058824,0.294117647,0.058823529,0,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.070175439,0.140350877,0.052631579,0.736842105,1,0.034482759,0.75862069,0.103448276,0.103448276
85,0.466666667,0.466666667,0.066666667,0,0,0.775,0.225,0,0,0.75,0.0625,0.0625,0.125,0,0,0.254545455,0.090909091,0.654545455,1,0.068965517,0.689655172,0.172413793,0.068965517
86,0.5,0.444444444,0.055555556,0,0.023809524,0.738095238,0.238095238,0,0,0.75,0,0,0.083333333,0.166666667,0.017857143,0.160714286,0.089285714,0.732142857,1,0.084745763,0.711864407,0.13559322,0.06779661
87,0.76,0.2,0.04,0,0,0.755555556,0.222222222,0,0.022222222,0,0,0,0,0,0.142857143,0,0.063492063,0.793650794,1,0.098360656,0.721311475,0.098360656,0.081967213
88,0.72,0.24,0.04,0,0.02,0.66,0.2,0.1,0.02,0,0,0,0,0,0.15,0,0.016666667,0.833333333,1,0.016949153,0.745762712,0.101694915,0.13559322
89,0.75,0.208333333,0.041666667,0,0.021276596,0.70212766,0.212765957,0.042553191,0.021276596,0,0.5,0,0.5,0,0.125,0.015625,0.09375,0.765625,1,0.053571429,0.785714286,0.107142857,0.053571429
90,0.5625,0.3125,0.0625,0.0625,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.055555556,0.185185185,0.018518519,0.740740741,1,0.017241379,0.75862069,0.103448276,0.120689655
91,0.692307692,0.192307692,0.038461538,0.076923077,0,0.666666667,0.196078431,0.117647059,0.019607843,1,0,0,0,0,0,0.02,0,0.98,1,0.107692308,0.676923077,0.092307692,0.123076923
92,0.64,0.24,0.04,0.08,0.020408163,0.673469388,0.204081633,0.102040816,0,0.666666667,0,0,0.333333333,0,0.038461538,0.038461538,0,0.923076923,1,0.063492063,0.698412698,0.095238095,0.142857143
93,0.357142857,0.5,0.071428571,0.071428571,0.045454545,0.727272727,0.227272727,0,0,0.8,0,0,0,0.2,0.01754386,0.210526316,0.105263158,0.666666667,1,0,0.846153846,0.115384615,0.038461538
94,0.384615385,0.461538462,0.076923077,0.076923077,0.022727273,0.75,0.227272727,0,0,0.866666667,0,0,0,0.133333333,0,0.228070175,0.122807018,0.649122807,1,0.019230769,0.846153846,0.115384615,0.019230769
95,0.647058824,0.294117647,0.058823529,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.8,0,0,0.1,0.1,0.035087719,0.140350877,0.087719298,0.736842105,1,0.018181818,0.8,0.109090909,0.072727273
96,0.461538462,0.461538462,0.076923077,0,0.022222222,0.733333333,0.222222222,0,0.022222222,0.923076923,0,0,0.076923077,0,0,0.206896552,0.137931034,0.655172414,1,0.037735849,0.830188679,0.113207547,0.018867925
97,0.466666667,0.4,0.066666667,0.066666667,0.02173913,0.717391304,0.217391304,0,0.043478261,0.916666667,0,0,0.083333333,0,0,0.192982456,0.122807018,0.684210526,1,0.037735849,0.830188679,0.113207547,0.018867925
98,0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.923076923,0,0,0.076923077,0,0.037037037,0.222222222,0.037037037,0.703703704,1,0,0.771929825,0.105263158,0.122807018
99,0.65,0.25,0.05,0.05,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,1,0,0,0,0,0.109375,0.078125,0.109375,0.703125,1,0,0.865384615,0.096153846,0.038461538
100,0.76,0.2,0.04,0,0,0.708333333,0.208333333,0.0625,0.020833333,0,0,0,0,0,0.112903226,0,0.080645161,0.806451613,1,0.084745763,0.745762712,0.101694915,0.06779661
101,0.5625,0.375,0.0625,0,0.022727273,0.75,0.227272727,0,0,0.9,0,0,0,0.1,0.033333333,0.15,0.133333333,0.683333333,1,0.072727273,0.8,0.109090909,0.018181818
102,0.625,0.3125,0.0625,0,0,0.755555556,0.222222222,0,0.022222222,0.9,0,0,0.1,0,0.086206897,0.155172414,0.051724138,0.706896552,1,0,0.785714286,0.107142857,0.107142857
103,0.588235294,0.352941176,0.058823529,0,0,0.76744186,0.23255814,0,0,0.818181818,0,0,0.181818182,0,0.1,0.15,0.066666667,0.683333333,1,0,0.781818182,0.127272727,0.090909091
104,0.652173913,0.260869565,0.043478261,0.043478261,0,0.744186047,0.23255814,0,0.023255814,0.571428571,0.142857143,0,0.142857143,0.142857143,0.114754098,0.081967213,0.06557377,0.737704918,1,0.052631579,0.736842105,0.140350877,0.070175439
105,0.684210526,0.263157895,0.052631579,0,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0.054545455,0.109090909,0.036363636,0.8,1,0.017241379,0.75862069,0.103448276,0.120689655
106,0.636363636,0.318181818,0.045454545,0,0,0.720930233,0.23255814,0.046511628,0,0.625,0.125,0,0.125,0.125,0.089285714,0.107142857,0.017857143,0.785714286,1,0.064516129,0.661290323,0.14516129,0.129032258
107,0.473684211,0.315789474,0.105263158,0.105263158,0.040816327,0.673469388,0.183673469,0.081632653,0.020408163,0.888888889,0,0,0.111111111,0,0,0.156862745,0.019607843,0.823529412,1,0.017241379,0.75862069,0.103448276,0.120689655
108,0.666666667,0.238095238,0.047619048,0.047619048,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0.8,0,0,0.2,0,0.037735849,0.075471698,0.018867925,0.867924528,1,0.016949153,0.762711864,0.084745763,0.13559322
109,0.68,0.24,0.04,0.04,0,0.733333333,0.222222222,0.022222222,0.022222222,1,0,0,0,0,0.096774194,0.032258065,0.096774194,0.774193548,1,0.118644068,0.728813559,0.118644068,0.033898305
110,0.72,0.2,0.04,0.04,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.151515152,0.015151515,0.090909091,0.742424242,1,0.037037037,0.814814815,0.111111111,0.037037037
111,0.666666667,0.222222222,0.037037037,0.074074074,0.020833333,0.6875,0.208333333,0.083333333,0,0,0,0,0,0,0.147058824,0,0.117647059,0.735294118,1,0.019607843,0.862745098,0.117647059,0
112,0.588235294,0.352941176,0.058823529,0,0.02173913,0.717391304,0.217391304,0.02173913,0.02173913,0.888888889,0,0,0.111111111,0,0,0.153846154,0.038461538,0.807692308,1,0.080645161,0.709677419,0.096774194,0.112903226
113,0.538461538,0.384615385,0.076923077,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.846153846,0,0,0.076923077,0.076923077,0,0.192982456,0.122807018,0.684210526,1,0.018867925,0.849056604,0.094339623,0.037735849
114,0.571428571,0.357142857,0.071428571,0,0.02173913,0.739130435,0.217391304,0,0.02173913,1,0,0,0,0,0,0.172413793,0.137931034,0.689655172,1,0.072727273,0.818181818,0.090909091,0.018181818
115,0.684210526,0.263157895,0.052631579,0,0,0.755555556,0.222222222,0,0.022222222,1,0,0,0,0,0.055555556,0.111111111,0.018518519,0.814814815,1,0.09375,0.6875,0.09375,0.125
116,0.684210526,0.263157895,0.052631579,0,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.107142857,0.107142857,0,0.785714286,1,0.016666667,0.733333333,0.1,0.15
117,0.529411765,0.352941176,0.117647059,0,0.023255814,0.744186047,0.209302326,0,0.023255814,0.642857143,0.071428571,0,0.071428571,0.214285714,0.056603774,0.188679245,0,0.754716981,1,0,0.711864407,0.13559322,0.152542373
118,0.461538462,0.384615385,0.076923077,0.076923077,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0.066666667,0.066666667,0,0.245283019,0.056603774,0.698113208,1,0,0.8,0.109090909,0.090909091
119,0.428571429,0.5,0.071428571,0,0.045454545,0.727272727,0.227272727,0,0,0.846153846,0,0,0.076923077,0.076923077,0.019230769,0.211538462,0.019230769,0.75,1,0.033333333,0.733333333,0.1,0.133333333
120,0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0.133333333,0,0,0.228070175,0.122807018,0.649122807,1,0,0.846153846,0.115384615,0.038461538
121,0.444444444,0.388888889,0.055555556,0.111111111,0.044444444,0.711111111,0.222222222,0.022222222,0,0.9,0,0,0.1,0,0.016949153,0.152542373,0.13559322,0.694915254,1,0.056603774,0.830188679,0.113207547,0
122,0.333333333,0.533333333,0.133333333,0,0,0.775,0.225,0,0,0.933333333,0,0,0,0.066666667,0.032786885,0.229508197,0.147540984,0.590163934,1,0.056603774,0.754716981,0.188679245,0
123,0.5,0.3125,0.125,0.0625,0,0.76744186,0.209302326,0,0.023255814,0.846153846,0.076923077,0,0.076923077,0,0,0.206896552,0.137931034,0.655172414,1,0.074074074,0.777777778,0.148148148,0
