,"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))"
26,0.72,0.2,0.04,0.04,0.018181818,0.618181818,0.181818182,0.163636364,0.018181818,0,0,0,0,0,0.033898305,0,0.118644068,0.847457627,1,0.055555556,0.833333333,0.092592593,0.018518519
27,0.7,0.25,0.05,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,1,0,0,0,0,0,0.068965517,0.137931034,0.793103448,1,0.15,0.75,0.083333333,0.016666667
28,0.708333333,0.208333333,0.083333333,0,0.022222222,0.755555556,0.2,0,0.022222222,1,0,0,0,0,0.019230769,0.019230769,0.019230769,0.942307692,1,0.183098592,0.61971831,0.084507042,0.112676056
29,0.625,0.208333333,0.083333333,0.083333333,0.022222222,0.755555556,0.2,0,0.022222222,0.75,0,0,0,0.25,0.066666667,0.05,0.1,0.783333333,1,0.103448276,0.75862069,0.103448276,0.034482759
30,0.714285714,0.238095238,0.047619048,0,0.042553191,0.70212766,0.212765957,0.042553191,0,0.5,0.25,0,0.25,0,0.09375,0.046875,0.125,0.734375,1,0.055555556,0.833333333,0.092592593,0.018518519
31,0.647058824,0.294117647,0.058823529,0,0,0.723404255,0.212765957,0.042553191,0.021276596,0.888888889,0,0,0.111111111,0,0,0.156862745,0.019607843,0.823529412,1,0.064516129,0.709677419,0.096774194,0.129032258
32,0.565217391,0.304347826,0.043478261,0.086956522,0,0.761904762,0.238095238,0,0,1,0,0,0,0,0.14516129,0.096774194,0.048387097,0.709677419,1,0.035087719,0.736842105,0.140350877,0.087719298
33,0.6,0.333333333,0.066666667,0,0.022727273,0.727272727,0.227272727,0,0.022727273,0.75,0.166666667,0,0,0.083333333,0.035714286,0.196428571,0.071428571,0.696428571,1,0.035087719,0.754385965,0.122807018,0.087719298
34,0.625,0.3125,0.0625,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.888888889,0,0,0.111111111,0,0,0.140350877,0.122807018,0.736842105,1,0.087719298,0.789473684,0.087719298,0.035087719
35,0.5625,0.375,0.0625,0,0,0.717391304,0.217391304,0.043478261,0.02173913,0.833333333,0,0,0.166666667,0,0,0.178571429,0.107142857,0.714285714,1,0.036363636,0.781818182,0.127272727,0.054545455
36,0.647058824,0.294117647,0.058823529,0,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0.777777778,0,0,0.222222222,0,0,0.120689655,0.137931034,0.74137931,1,0,0.882352941,0.098039216,0.019607843
37,0.5,0.416666667,0.083333333,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0,0.142857143,0,0.206896552,0.137931034,0.655172414,1,0,0.882352941,0.098039216,0.019607843
38,0.384615385,0.461538462,0.076923077,0.076923077,0.043478261,0.717391304,0.217391304,0.02173913,0,0.857142857,0,0,0,0.142857143,0,0.214285714,0.107142857,0.678571429,1,0,0.865384615,0.096153846,0.038461538
39,0.5,0.375,0.0625,0.0625,0,0.76744186,0.23255814,0,0,0.916666667,0,0,0,0.083333333,0.070175439,0.192982456,0.052631579,0.684210526,1,0.017857143,0.767857143,0.125,0.089285714
40,0.68,0.24,0.04,0.04,0.02173913,0.717391304,0.195652174,0.065217391,0,0.5,0,0.5,0,0,0,0.037037037,0.074074074,0.888888889,1,0.166666667,0.651515152,0.106060606,0.075757576
41,0.730769231,0.192307692,0.038461538,0.038461538,0,0.739130435,0.217391304,0.02173913,0.02173913,0,0,0,0,0,0.083333333,0,0.083333333,0.833333333,1,0.129032258,0.709677419,0.096774194,0.064516129
42,0.625,0.3125,0.0625,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0.8,0,0,0.1,0.1,0.017241379,0.137931034,0.120689655,0.724137931,1,0.037037037,0.833333333,0.092592593,0.037037037
43,0.5625,0.375,0.0625,0,0.022727273,0.75,0.227272727,0,0,1,0,0,0,0,0.018867925,0.169811321,0.037735849,0.773584906,1,0.095238095,0.698412698,0.095238095,0.111111111
44,0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.857142857,0,0,0,0.142857143,0.018181818,0.218181818,0.072727273,0.690909091,1,0,0.8,0.109090909,0.090909091
45,0.5625,0.3125,0.0625,0.0625,0,0.755555556,0.222222222,0,0.022222222,0.833333333,0,0,0,0.166666667,0.019230769,0.192307692,0.019230769,0.769230769,1,0.033898305,0.745762712,0.101694915,0.118644068
46,0.5,0.416666667,0.083333333,0,0,0.755555556,0.222222222,0,0.022222222,0.866666667,0,0,0,0.133333333,0,0.232142857,0.107142857,0.660714286,1,0,0.830188679,0.113207547,0.056603774
47,0.466666667,0.4,0.066666667,0.066666667,0,0.744186047,0.23255814,0,0.023255814,0.857142857,0.071428571,0,0,0.071428571,0.01754386,0.228070175,0.105263158,0.649122807,1,0.037037037,0.777777778,0.148148148,0.037037037
48,0.588235294,0.294117647,0.117647059,0,0.022727273,0.772727273,0.181818182,0,0.022727273,0.8,0,0.1,0,0.1,0.072727273,0.163636364,0.018181818,0.745454545,1,0.033333333,0.716666667,0.116666667,0.133333333
49,0.533333333,0.333333333,0.066666667,0.066666667,0,0.739130435,0.217391304,0.02173913,0.02173913,0.916666667,0,0,0,0.083333333,0.019230769,0.211538462,0.019230769,0.75,1,0.017241379,0.75862069,0.103448276,0.120689655
50,0.384615385,0.461538462,0.076923077,0.076923077,0.023255814,0.744186047,0.23255814,0,0,0.8125,0.0625,0,0.0625,0.0625,0,0.28,0,0.72,1,0.016949153,0.728813559,0.118644068,0.13559322
51,0.684210526,0.263157895,0.052631579,0,0.018181818,0.618181818,0.181818182,0.163636364,0.018181818,1,0,0,0,0,0,0.098039216,0.019607843,0.882352941,1,0,0.775862069,0.086206897,0.137931034
52,0.55,0.3,0.05,0.1,0,0.717391304,0.217391304,0.043478261,0.02173913,1,0,0,0,0,0.074074074,0.148148148,0,0.777777778,1,0.016949153,0.728813559,0.118644068,0.13559322
53,0.714285714,0.238095238,0.047619048,0,0.018518519,0.62962963,0.185185185,0.148148148,0.018518519,1,0,0,0,0,0.035087719,0.052631579,0.087719298,0.824561404,1,0.018181818,0.818181818,0.090909091,0.072727273
54,0.695652174,0.217391304,0.086956522,0,0,0.708333333,0.1875,0.083333333,0.020833333,0.75,0,0,0,0.25,0.037037037,0.055555556,0.037037037,0.87037037,1,0.095238095,0.682539683,0.111111111,0.111111111
55,0.625,0.25,0.041666667,0.083333333,0,0.717391304,0.217391304,0.065217391,0,1,0,0,0,0,0,0.078431373,0.019607843,0.901960784,1,0.121212121,0.651515152,0.106060606,0.121212121
56,0.666666667,0.277777778,0.055555556,0,0,0.755555556,0.222222222,0,0.022222222,0.875,0,0,0,0.125,0,0.120689655,0.137931034,0.74137931,1,0.120689655,0.75862069,0.103448276,0.017241379
57,0.571428571,0.357142857,0.071428571,0,0,0.739130435,0.217391304,0.02173913,0.02173913,0.916666667,0,0,0.083333333,0,0.034482759,0.189655172,0.103448276,0.672413793,1,0,0.830188679,0.113207547,0.056603774
58,0.666666667,0.238095238,0.047619048,0.047619048,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,1,0,0,0,0,0,0.072727273,0.090909091,0.836363636,1,0.129032258,0.725806452,0.080645161,0.064516129
59,0.75,0.208333333,0.041666667,0,0.018867925,0.641509434,0.188679245,0.132075472,0.018867925,0,0,0,0,0,0.050847458,0,0.101694915,0.847457627,1,0.070175439,0.789473684,0.087719298,0.052631579
60,0.75,0.208333333,0.041666667,0,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0,0,0,0,0,0.112903226,0,0.080645161,0.806451613,1,0.1,0.75,0.083333333,0.066666667
61,0.647058824,0.294117647,0.058823529,0,0,0.739130435,0.217391304,0.02173913,0.02173913,0.8,0,0,0.1,0.1,0.053571429,0.142857143,0.053571429,0.75,1,0.01754386,0.771929825,0.105263158,0.105263158
62,0.75,0.208333333,0.041666667,0,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0,0,0,0,0,0.118644068,0,0.033898305,0.847457627,1,0.033898305,0.762711864,0.084745763,0.118644068
63,0.75,0.208333333,0.041666667,0,0.018181818,0.618181818,0.181818182,0.163636364,0.018181818,0,0,0,0,0,0.032786885,0,0.147540984,0.819672131,1,0.056603774,0.849056604,0.094339623,0
64,0.580645161,0.290322581,0.032258065,0.096774194,0.023255814,0.697674419,0.23255814,0.046511628,0,0,0,0,0,0,0,0,0.056603774,0.943396226,1,0.214285714,0.585714286,0.128571429,0.071428571
65,0.72,0.24,0.04,0,0,0.673469388,0.204081633,0.12244898,0,1,0,0,0,0,0.019607843,0.019607843,0,0.960784314,1,0.132352941,0.632352941,0.102941176,0.132352941
66,0.681818182,0.227272727,0.045454545,0.045454545,0,0.717391304,0.217391304,0.043478261,0.02173913,0.8,0.2,0,0,0,0,0.086206897,0.137931034,0.775862069,1,0.152542373,0.728813559,0.118644068,0
67,0.5625,0.375,0.0625,0,0.021276596,0.70212766,0.212765957,0.042553191,0.021276596,0.9,0,0,0,0.1,0,0.176470588,0.019607843,0.803921569,1,0.049180328,0.721311475,0.098360656,0.131147541
68,0.5,0.357142857,0.142857143,0,0.02173913,0.739130435,0.195652174,0.02173913,0.02173913,1,0,0,0,0,0.054545455,0.2,0.036363636,0.709090909,1,0,0.771929825,0.105263158,0.122807018
69,0.631578947,0.263157895,0.052631579,0.052631579,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0.019607843,0.137254902,0,0.843137255,1,0.033333333,0.733333333,0.1,0.133333333
70,0.75,0.208333333,0.041666667,0,0.02,0.68,0.2,0.08,0.02,0,0,0,0,0,0.089285714,0,0.017857143,0.892857143,1,0.079365079,0.714285714,0.079365079,0.126984127
71,0.631578947,0.263157895,0.105263158,0,0,0.755555556,0.2,0.022222222,0.022222222,0.777777778,0,0,0,0.222222222,0.070175439,0.122807018,0.052631579,0.754385965,1,0.034482759,0.74137931,0.120689655,0.103448276
72,0.695652174,0.217391304,0.043478261,0.043478261,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.15,0.05,0.016666667,0.783333333,1,0.033898305,0.745762712,0.101694915,0.118644068
73,0.681818182,0.272727273,0.045454545,0,0,0.75,0.227272727,0,0.022727273,1,0,0,0,0,0.13559322,0.06779661,0.016949153,0.779661017,1,0.064516129,0.693548387,0.112903226,0.129032258
74,0.708333333,0.208333333,0.041666667,0.041666667,0.02173913,0.739130435,0.217391304,0,0.02173913,1,0,0,0,0,0.152542373,0.016949153,0,0.830508475,1,0.048387097,0.725806452,0.080645161,0.14516129
75,0.72,0.2,0.04,0.04,0.020833333,0.6875,0.208333333,0.0625,0.020833333,0,0.5,0,0.5,0,0.147540984,0.016393443,0.032786885,0.803278689,1,0,0.771929825,0.105263158,0.122807018
76,0.708333333,0.25,0.041666667,0,0.037735849,0.622641509,0.188679245,0.150943396,0,0,0,0,0,0,0.037735849,0,0.018867925,0.943396226,1,0.079365079,0.714285714,0.079365079,0.126984127
77,0.6,0.24,0.08,0.08,0.019607843,0.647058824,0.176470588,0.137254902,0.019607843,1,0,0,0,0,0.074074074,0.055555556,0,0.87037037,1,0.016949153,0.728813559,0.118644068,0.13559322
78,0.666666667,0.238095238,0.047619048,0.047619048,0,0.75,0.204545455,0.022727273,0.022727273,0.714285714,0.142857143,0.142857143,0,0,0.107692308,0.107692308,0.123076923,0.661538462,1,0.019230769,0.807692308,0.153846154,0.019230769
79,0.5,0.428571429,0.071428571,0,0.046511628,0.720930233,0.23255814,0,0,0.833333333,0.166666667,0,0,0,0.01754386,0.210526316,0.105263158,0.666666667,1,0.070175439,0.754385965,0.122807018,0.052631579
80,0.72,0.2,0.04,0.04,0.018181818,0.618181818,0.181818182,0.163636364,0.018181818,0,0,0,0,0,0.064516129,0,0.129032258,0.806451613,1,0.019607843,0.882352941,0.098039216,0
81,0.730769231,0.230769231,0.038461538,0,0,0.647058824,0.196078431,0.137254902,0.019607843,0,0,0,0,0,0.111111111,0,0.095238095,0.793650794,1,0.036363636,0.781818182,0.127272727,0.054545455
82,0.666666667,0.185185185,0.037037037,0.111111111,0,0.62962963,0.185185185,0.166666667,0.018518519,1,0,0,0,0,0,0.01754386,0.122807018,0.859649123,1,0.055555556,0.814814815,0.111111111,0.018518519
83,0.692307692,0.230769231,0.038461538,0.038461538,0.02,0.66,0.2,0.1,0.02,0,0,0,0,0,0,0,0.090909091,0.909090909,1,0.142857143,0.698412698,0.095238095,0.063492063
84,0.75,0.208333333,0.041666667,0,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.171875,0.015625,0.046875,0.765625,1,0.01754386,0.771929825,0.105263158,0.105263158
85,0.708333333,0.208333333,0.041666667,0.041666667,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.1875,0.03125,0.03125,0.75,1,0,0.785714286,0.107142857,0.107142857
86,0.678571429,0.214285714,0.035714286,0.071428571,0,0.76744186,0.23255814,0,0,0,0,0,0,0,0.197183099,0,0.098591549,0.704225352,1,0.018867925,0.811320755,0.132075472,0.037735849
87,0.642857143,0.321428571,0.035714286,0,0.025,0.75,0.225,0,0,0,0,1,0,0,0.246753247,0.012987013,0.103896104,0.636363636,1,0,0.784313725,0.196078431,0.019607843
88,0.653846154,0.269230769,0.038461538,0.038461538,0.042553191,0.680851064,0.212765957,0.063829787,0,0,0,0,0,0,0.15942029,0,0.115942029,0.724637681,1,0.019230769,0.846153846,0.115384615,0.019230769
89,0.72,0.2,0.04,0.04,0.021276596,0.723404255,0.212765957,0.021276596,0.021276596,0,0,0,0,0,0.050847458,0,0.101694915,0.847457627,1,0.161290323,0.725806452,0.080645161,0.032258065
90,0.653846154,0.307692308,0.038461538,0,0.023809524,0.738095238,0.238095238,0,0,1,0,0,0,0,0.169230769,0.015384615,0.061538462,0.753846154,1,0.098360656,0.68852459,0.131147541,0.081967213
91,0.75,0.208333333,0.041666667,0,0,0.68,0.2,0.1,0.02,1,0,0,0,0,0.083333333,0.016666667,0.083333333,0.816666667,1,0.068965517,0.75862069,0.103448276,0.068965517
92,0.416666667,0.5,0.083333333,0,0.022222222,0.733333333,0.222222222,0.022222222,0,1,0,0,0,0,0.033898305,0.220338983,0.118644068,0.627118644,1,0,0.846153846,0.115384615,0.038461538
93,0.538461538,0.384615385,0.076923077,0,0,0.772727273,0.204545455,0,0.022727273,0.923076923,0,0.076923077,0,0,0.016949153,0.220338983,0.13559322,0.627118644,1,0.037735849,0.811320755,0.132075472,0.018867925
94,0.611111111,0.277777778,0.055555556,0.055555556,0.019607843,0.666666667,0.196078431,0.098039216,0.019607843,0.875,0,0,0,0.125,0.017857143,0.125,0.089285714,0.767857143,1,0,0.849056604,0.094339623,0.056603774
95,0.571428571,0.357142857,0.071428571,0,0,0.739130435,0.217391304,0.02173913,0.02173913,0.846153846,0,0,0.153846154,0,0,0.186440678,0.152542373,0.661016949,1,0.019607843,0.862745098,0.117647059,0
96,0.6,0.333333333,0.066666667,0,0,0.772727273,0.204545455,0,0.022727273,0.909090909,0,0.090909091,0,0,0.064516129,0.177419355,0.129032258,0.629032258,1,0.019230769,0.826923077,0.134615385,0.019230769
97,0.461538462,0.384615385,0.076923077,0.076923077,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0,0.142857143,0,0.210526316,0.122807018,0.666666667,1,0,0.882352941,0.098039216,0.019607843
98,0.466666667,0.466666667,0.066666667,0,0.023255814,0.720930233,0.23255814,0.023255814,0,0.846153846,0.076923077,0,0,0.076923077,0.037735849,0.226415094,0.018867925,0.716981132,1,0.033333333,0.7,0.133333333,0.133333333
99,0.533333333,0.333333333,0.066666667,0.066666667,0.042553191,0.70212766,0.212765957,0.042553191,0,0.9,0.1,0,0,0,0.017241379,0.172413793,0.120689655,0.689655172,1,0.037735849,0.849056604,0.094339623,0.018867925
100,0.625,0.3125,0.0625,0,0.022222222,0.755555556,0.2,0,0.022222222,0.727272727,0,0.090909091,0.090909091,0.090909091,0.016666667,0.15,0.15,0.683333333,1,0.056603774,0.830188679,0.113207547,0
101,0.538461538,0.384615385,0.076923077,0,0,0.755555556,0.222222222,0,0.022222222,0.857142857,0,0,0.142857143,0,0.017857143,0.214285714,0.089285714,0.678571429,1,0,0.814814815,0.111111111,0.074074074
102,0.428571429,0.357142857,0.142857143,0.071428571,0.02173913,0.739130435,0.195652174,0,0.043478261,0.857142857,0,0,0.071428571,0.071428571,0,0.218181818,0.090909091,0.690909091,1,0,0.830188679,0.113207547,0.056603774
103,0.571428571,0.357142857,0.071428571,0,0,0.755555556,0.177777778,0.044444444,0.022222222,0.785714286,0,0.142857143,0.071428571,0,0,0.224137931,0.137931034,0.637931034,1,0.019230769,0.807692308,0.153846154,0.019230769
104,0.5625,0.3125,0.0625,0.0625,0.02173913,0.739130435,0.195652174,0.02173913,0.02173913,0.75,0,0.083333333,0,0.166666667,0.017241379,0.172413793,0.120689655,0.689655172,1,0.019230769,0.846153846,0.115384615,0.019230769
105,0.5625,0.3125,0.0625,0.0625,0.020833333,0.708333333,0.208333333,0.041666667,0.020833333,1,0,0,0,0,0.033898305,0.152542373,0.118644068,0.694915254,1,0,0.865384615,0.096153846,0.038461538
106,0.4,0.466666667,0.066666667,0.066666667,0,0.744186047,0.23255814,0,0.023255814,0.866666667,0,0,0.066666667,0.066666667,0.018518519,0.240740741,0.055555556,0.685185185,1,0.017857143,0.75,0.142857143,0.089285714
107,0.538461538,0.384615385,0.076923077,0,0.02173913,0.739130435,0.217391304,0,0.02173913,0.846153846,0,0,0.076923077,0.076923077,0.018867925,0.20754717,0.037735849,0.735849057,1,0,0.789473684,0.087719298,0.122807018
108,0.5,0.4375,0.0625,0,0,0.756097561,0.243902439,0,0,0.6875,0.0625,0,0,0.25,0.017241379,0.206896552,0.120689655,0.655172414,1,0.037037037,0.759259259,0.166666667,0.037037037
109,0.5,0.3125,0.125,0.0625,0,0.772727273,0.204545455,0,0.022727273,0.846153846,0,0,0,0.153846154,0.017241379,0.189655172,0.120689655,0.672413793,1,0.018867925,0.811320755,0.132075472,0.037735849
110,0.461538462,0.461538462,0.076923077,0,0,0.785714286,0.214285714,0,0,0.866666667,0,0.066666667,0.066666667,0,0,0.254545455,0.090909091,0.654545455,1,0.052631579,0.736842105,0.140350877,0.070175439
111,0.684210526,0.263157895,0.052631579,0,0.019230769,0.653846154,0.192307692,0.115384615,0.019230769,0.714285714,0,0,0.285714286,0,0.01754386,0.087719298,0.105263158,0.789473684,1,0,0.849056604,0.094339623,0.056603774
112,0.666666667,0.277777778,0.055555556,0,0.020833333,0.6875,0.208333333,0.0625,0.020833333,0.75,0.125,0,0.125,0,0.035714286,0.125,0.071428571,0.767857143,1,0.035087719,0.771929825,0.105263158,0.087719298
113,0.5,0.333333333,0.055555556,0.111111111,0.020833333,0.6875,0.208333333,0.083333333,0,0.818181818,0,0,0.181818182,0,0,0.155172414,0.137931034,0.706896552,1,0,0.88,0.12,0
114,0.56,0.28,0.08,0.08,0.042553191,0.680851064,0.191489362,0.085106383,0,1,0,0,0,0,0.054545455,0.054545455,0.036363636,0.854545455,1,0.080645161,0.693548387,0.112903226,0.112903226
115,0.428571429,0.428571429,0.071428571,0.071428571,0,0.744186047,0.23255814,0,0.023255814,0.866666667,0.066666667,0,0.066666667,0,0.038461538,0.269230769,0,0.692307692,1,0,0.724137931,0.137931034,0.137931034
116,0.75,0.208333333,0.041666667,0,0.018867925,0.641509434,0.188679245,0.132075472,0.018867925,0,0,0,0,0,0.107142857,0,0,0.892857143,1,0.016666667,0.75,0.083333333,0.15
117,0.730769231,0.230769231,0.038461538,0,0,0.717391304,0.217391304,0.043478261,0.02173913,0,0,0,0,0,0.137931034,0,0,0.862068966,1,0.092307692,0.661538462,0.107692308,0.138461538
118,0.625,0.25,0.041666667,0.083333333,0,0.70212766,0.212765957,0.085106383,0,0.8,0,0,0.2,0,0,0.08,0,0.92,1,0.092307692,0.661538462,0.107692308,0.138461538
119,0.571428571,0.238095238,0.047619048,0.142857143,0.02,0.68,0.2,0.08,0.02,1,0,0,0,0,0.018518519,0.111111111,0.055555556,0.814814815,1,0.017857143,0.803571429,0.089285714,0.089285714
120,0.466666667,0.333333333,0.066666667,0.133333333,0,0.739130435,0.217391304,0.02173913,0.02173913,0.923076923,0,0,0,0.076923077,0,0.214285714,0.107142857,0.678571429,1,0,0.846153846,0.115384615,0.038461538
121,0.6,0.333333333,0.066666667,0,0,0.739130435,0.217391304,0.02173913,0.02173913,1,0,0,0,0,0.018518519,0.185185185,0.055555556,0.740740741,1,0.050847458,0.745762712,0.101694915,0.101694915
122,0.461538462,0.384615385,0.076923077,0.076923077,0.02173913,0.739130435,0.217391304,0,0.02173913,0.857142857,0,0,0.071428571,0.071428571,0,0.206896552,0.137931034,0.655172414,1,0,0.9,0.1,0
123,0.461538462,0.461538462,0.076923077,0,0,0.75,0.227272727,0,0.022727273,0.866666667,0,0,0,0.133333333,0,0.254901961,0.019607843,0.725490196,1,0.016949153,0.728813559,0.118644068,0.13559322
