"('NPA', 'np')","('NPA', 'np1')","('NPA', 'np2')","('NPA', ('NPA', 'NPA'))","('NPO', 'np')","('NPO', 'np1')","('NPO', 'np2')","('NPO', ('NPA', 'NPO'))","('NPO', ('NPO', 'NPA'))","('NPS', 'np')","('NPS', 'np1')","('NPS', 'np2')","('NPS', ('NPA', 'NPS'))","('NPS', ('NPS', 'NPA'))","('S', ('NPA', 'S'))","('S', ('NPS', 'VP'))","('S', ('S', 'NPA'))","('S', ('VP',))","('V', 'v')","('VP', ('NPA', 'VP'))","('VP', ('NPO', 'V'))","('VP', ('V',))","('VP', ('VP', 'NPA'))",
0.583333333,0.291666667,0.041666667,0.083333333,0.023255814,0.744186047,0.23255814,0,0,0.8,0,0,0,0.2,0.037037037,0.074074074,0.037037037,0.851851852,1,0.123076923,0.661538462,0.107692308,0.107692308,0
0.55,0.35,0.1,0,0.022222222,0.688888889,0.2,0.066666667,0.022222222,0.777777778,0.111111111,0,0.111111111,0,0.1,0.133333333,0.066666667,0.7,1,0,0.745454545,0.163636364,0.090909091,1
0.666666667,0.277777778,0.055555556,0,0,0.723404255,0.212765957,0.042553191,0.021276596,1,0,0,0,0,0.098360656,0.114754098,0.081967213,0.704918033,1,0,0.814814815,0.111111111,0.074074074,2
0.5,0.375,0.0625,0.0625,0.02173913,0.717391304,0.217391304,0.043478261,0,0.833333333,0,0,0.083333333,0.083333333,0.01754386,0.175438596,0.105263158,0.701754386,1,0.018867925,0.830188679,0.113207547,0.037735849,3
0.588235294,0.352941176,0.058823529,0,0,0.733333333,0.222222222,0.044444444,0,0.818181818,0,0,0.181818182,0,0,0.157894737,0.122807018,0.719298246,1,0.071428571,0.767857143,0.125,0.035714286,4
0.5,0.4375,0.0625,0,0.045454545,0.727272727,0.227272727,0,0,0.818181818,0,0,0.181818182,0,0.01754386,0.157894737,0.105263158,0.719298246,1,0.070175439,0.771929825,0.105263158,0.052631579,5
0.571428571,0.357142857,0.071428571,0,0,0.755555556,0.222222222,0,0.022222222,0.916666667,0,0,0,0.083333333,0,0.22,0,0.78,1,0.048387097,0.709677419,0.096774194,0.14516129,6
0.428571429,0.5,0.071428571,0,0.022727273,0.704545455,0.227272727,0.045454545,0,0.857142857,0.071428571,0,0,0.071428571,0.019230769,0.25,0.019230769,0.711538462,1,0.016949153,0.711864407,0.13559322,0.13559322,7
0.5,0.428571429,0.071428571,0,0.02173913,0.695652174,0.195652174,0.043478261,0.043478261,0.785714286,0.071428571,0.071428571,0.071428571,0,0,0.26,0,0.74,1,0,0.711864407,0.13559322,0.152542373,8
0.5,0.416666667,0.083333333,0,0,0.75,0.227272727,0,0.022727273,0.8125,0.0625,0,0.125,0,0,0.274509804,0.019607843,0.705882353,1,0,0.74137931,0.120689655,0.137931034,9
0.533333333,0.333333333,0.066666667,0.066666667,0,0.723404255,0.212765957,0.042553191,0.021276596,0.846153846,0,0,0.153846154,0,0,0.20754717,0.056603774,0.735849057,1,0,0.8,0.109090909,0.090909091,10
0.461538462,0.461538462,0.076923077,0,0,0.75,0.227272727,0,0.022727273,0.928571429,0,0,0.071428571,0,0.018181818,0.236363636,0.072727273,0.672727273,1,0.017857143,0.767857143,0.125,0.089285714,11
0.533333333,0.333333333,0.066666667,0.066666667,0,0.708333333,0.208333333,0.0625,0.020833333,1,0,0,0,0,0.018518519,0.203703704,0.055555556,0.722222222,1,0,0.8,0.109090909,0.090909091,12
0.5,0.428571429,0.071428571,0,0,0.75,0.227272727,0,0.022727273,0.857142857,0,0,0.071428571,0.071428571,0.018867925,0.226415094,0.037735849,0.716981132,1,0.017241379,0.74137931,0.120689655,0.120689655,13
0.5,0.416666667,0.083333333,0,0.025,0.825,0.15,0,0,0.666666667,0.055555556,0.222222222,0,0.055555556,0.019607843,0.333333333,0,0.647058824,1,0.016666667,0.666666667,0.166666667,0.15,14
0.533333333,0.333333333,0.066666667,0.066666667,0.042553191,0.70212766,0.212765957,0.042553191,0,0.818181818,0.090909091,0,0,0.090909091,0.019607843,0.196078431,0,0.784313725,1,0,0.762711864,0.084745763,0.152542373,15
0.5625,0.3125,0.125,0,0.02173913,0.739130435,0.173913043,0.043478261,0.02173913,0.692307692,0,0.076923077,0,0.230769231,0,0.188679245,0.056603774,0.754716981,1,0.01754386,0.754385965,0.122807018,0.105263158,16
0.533333333,0.4,0.066666667,0,0,0.75,0.227272727,0,0.022727273,0.846153846,0,0,0.076923077,0.076923077,0.056603774,0.20754717,0,0.735849057,1,0,0.728813559,0.118644068,0.152542373,17
0.588235294,0.352941176,0.058823529,0,0,0.76744186,0.23255814,0,0,0.75,0,0,0.166666667,0.083333333,0.086206897,0.155172414,0.051724138,0.706896552,1,0,0.767857143,0.125,0.107142857,18
0.611111111,0.277777778,0.055555556,0.055555556,0.022222222,0.711111111,0.222222222,0.022222222,0.022222222,0.777777778,0.222222222,0,0,0,0.107142857,0.160714286,0,0.732142857,1,0,0.74137931,0.120689655,0.137931034,19
0.714285714,0.238095238,0.047619048,0,0.022222222,0.733333333,0.222222222,0,0.022222222,0.6,0.2,0,0,0.2,0.142857143,0.063492063,0.063492063,0.73015873,1,0.017857143,0.785714286,0.107142857,0.089285714,20
0.555555556,0.333333333,0.055555556,0.055555556,0.021276596,0.70212766,0.212765957,0.021276596,0.042553191,0.888888889,0,0,0.111111111,0,0.071428571,0.142857143,0.035714286,0.75,1,0,0.785714286,0.107142857,0.107142857,21
0.666666667,0.277777778,0.055555556,0,0,0.666666667,0.196078431,0.117647059,0.019607843,0.875,0,0,0.125,0,0.01754386,0.122807018,0.105263158,0.754385965,1,0,0.830188679,0.113207547,0.056603774,22
0.666666667,0.238095238,0.047619048,0.047619048,0.02,0.66,0.2,0.12,0,0.571428571,0.142857143,0,0,0.285714286,0,0.086206897,0.137931034,0.775862069,1,0.056603774,0.830188679,0.113207547,0,23
0.652173913,0.304347826,0.043478261,0,0.022727273,0.704545455,0.227272727,0.022727273,0.022727273,0.6,0.2,0,0.2,0,0.122807018,0.070175439,0,0.807017544,1,0.063492063,0.666666667,0.126984127,0.142857143,24
0.692307692,0.192307692,0.076923077,0.038461538,0.018181818,0.618181818,0.163636364,0.181818182,0.018181818,0,0,0,0,0,0.037037037,0,0.037037037,0.925925926,1,0.050847458,0.745762712,0.101694915,0.101694915,25
0.703703704,0.259259259,0.037037037,0,0,0.603773585,0.188679245,0.188679245,0.018867925,0,0,0,0,0,0,0,0.074074074,0.925925926,1,0.112903226,0.677419355,0.129032258,0.080645161,26
