,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.92,0.08,0.018181818,0.745454545,0.072727273,0.036363636,0.127272727,1,0,0.033333333,0.083333333,0.75,0.133333333
1,0.985714286,0.014285714,0.016949153,0.677966102,0.13559322,0,0.169491525,1,0.053571429,0.089285714,0.178571429,0.660714286,0.017857143
2,1,0,0.019607843,0.745098039,0,0,0.235294118,1,0.074626866,0.074626866,0.119402985,0.552238806,0.179104478
3,0.958333333,0.041666667,0,0.722222222,0.074074074,0.018518519,0.185185185,1,0.127272727,0,0.181818182,0.6,0.090909091
4,0.985714286,0.014285714,0.068965517,0.655172414,0.068965517,0,0.206896552,1,0.052631579,0.052631579,0.210526316,0.614035088,0.070175439
5,0.958333333,0.041666667,0.089285714,0.696428571,0.017857143,0.053571429,0.142857143,1,0,0.031746032,0.079365079,0.714285714,0.174603175
6,0.945205479,0.054794521,0.017241379,0.672413793,0.120689655,0.068965517,0.120689655,1,0.034482759,0.068965517,0.068965517,0.75862069,0.068965517
7,0.945205479,0.054794521,0.016949153,0.694915254,0.13559322,0.033898305,0.118644068,1,0.038461538,0.019230769,0.173076923,0.75,0.019230769
8,0.971830986,0.028169014,0.064516129,0.612903226,0.129032258,0.048387097,0.14516129,1,0.052631579,0.035087719,0.070175439,0.754385965,0.087719298
9,1,0,0.090909091,0.621212121,0.151515152,0.015151515,0.121212121,1,0.037037037,0,0.092592593,0.796296296,0.074074074
10,1,0,0.066666667,0.65,0.1,0.033333333,0.15,1,0.054545455,0.054545455,0.181818182,0.672727273,0.036363636
11,0.958333333,0.041666667,0.116666667,0.616666667,0.05,0.033333333,0.183333333,1,0,0.054545455,0.218181818,0.690909091,0.036363636
12,0.971830986,0.028169014,0.101694915,0.610169492,0.050847458,0.084745763,0.152542373,1,0.092592593,0.037037037,0.148148148,0.685185185,0.037037037
13,0.985714286,0.014285714,0.018867925,0.641509434,0.037735849,0.113207547,0.188679245,1,0.196428571,0.035714286,0.142857143,0.553571429,0.071428571
14,1,0,0,0.037735849,0.056603774,0.150943396,0.754716981,1,0.464788732,0.197183099,0.028169014,0.211267606,0.098591549
15,0.971830986,0.028169014,0.072727273,0.672727273,0.018181818,0.072727273,0.163636364,1,0.056603774,0.056603774,0.283018868,0.603773585,0
16,0.932432432,0.067567568,0.033333333,0.65,0.133333333,0.05,0.133333333,1,0,0.055555556,0.148148148,0.777777778,0.018518519
17,0.92,0.08,0,0.683333333,0.166666667,0,0.15,1,0.018518519,0.037037037,0.12962963,0.777777778,0.037037037
18,0.932432432,0.067567568,0,0.754716981,0.056603774,0.037735849,0.150943396,1,0,0.086206897,0.189655172,0.672413793,0.051724138
19,0.958333333,0.041666667,0,0.745098039,0.019607843,0.039215686,0.196078431,1,0.122807018,0.052631579,0.192982456,0.561403509,0.070175439
20,0.971830986,0.028169014,0.087719298,0.684210526,0.035087719,0.01754386,0.175438596,1,0.05,0.016666667,0.116666667,0.666666667,0.15
21,1,0,0.035087719,0.684210526,0.087719298,0,0.192982456,1,0.063492063,0.063492063,0.095238095,0.634920635,0.142857143
22,0.958333333,0.041666667,0.036363636,0.727272727,0.054545455,0.036363636,0.145454545,1,0.046153846,0.015384615,0.015384615,0.707692308,0.215384615
23,1,0,0,0.769230769,0.038461538,0.057692308,0.134615385,1,0.095238095,0.047619048,0.079365079,0.619047619,0.158730159
24,1,0,0.018867925,0.735849057,0.037735849,0.056603774,0.150943396,1,0.126984127,0.015873016,0.047619048,0.619047619,0.19047619
25,0.958333333,0.041666667,0.054545455,0.709090909,0.036363636,0.036363636,0.163636364,1,0.084745763,0,0.101694915,0.661016949,0.152542373
26,0.985714286,0.014285714,0,0.745098039,0.019607843,0,0.235294118,1,0.15625,0,0.078125,0.546875,0.21875
27,0.971830986,0.028169014,0.079365079,0.587301587,0.126984127,0.079365079,0.126984127,1,0.1,0,0.14,0.76,0
28,0.971830986,0.028169014,0.096774194,0.629032258,0.096774194,0.032258065,0.14516129,1,0.018867925,0.037735849,0.188679245,0.735849057,0.018867925
29,0.932432432,0.067567568,0.047619048,0.603174603,0.158730159,0.015873016,0.174603175,1,0.018181818,0.054545455,0.109090909,0.781818182,0.036363636
30,0.971830986,0.028169014,0.095238095,0.619047619,0.111111111,0,0.174603175,1,0,0.05,0.083333333,0.75,0.116666667
31,0.92,0.08,0.054545455,0.618181818,0.036363636,0,0.290909091,1,0.031746032,0.111111111,0.142857143,0.619047619,0.095238095
32,0.958333333,0.041666667,0.071428571,0.714285714,0.035714286,0.035714286,0.142857143,1,0.032258065,0,0.064516129,0.709677419,0.193548387
33,0.92,0.08,0.055555556,0.722222222,0.018518519,0.092592593,0.111111111,1,0,0.035714286,0.160714286,0.732142857,0.071428571
34,1,0,0.1,0.616666667,0.066666667,0,0.216666667,1,0.072727273,0.036363636,0.236363636,0.6,0.054545455
35,0.971830986,0.028169014,0.06779661,0.661016949,0.084745763,0,0.186440678,1,0.038461538,0.038461538,0.288461538,0.634615385,0
36,1,0,0.109375,0.609375,0.109375,0,0.171875,1,0.039215686,0.019607843,0.254901961,0.68627451,0
37,0.92,0.08,0,0.788461538,0.038461538,0.038461538,0.134615385,1,0.033898305,0.016949153,0.118644068,0.694915254,0.13559322
38,0.958333333,0.041666667,0,0.660714286,0.107142857,0.089285714,0.142857143,1,0.145454545,0.036363636,0.090909091,0.672727273,0.054545455
39,0.945205479,0.054794521,0,0.631578947,0.122807018,0.087719298,0.157894737,1,0.034482759,0.120689655,0.120689655,0.706896552,0.017241379
40,0.971830986,0.028169014,0.036363636,0.709090909,0.054545455,0.036363636,0.163636364,1,0.032258065,0.080645161,0.112903226,0.661290323,0.112903226
41,0.907894737,0.092105263,0.01754386,0.701754386,0.105263158,0.070175439,0.105263158,1,0.051724138,0,0,0.810344828,0.137931034
42,0.971830986,0.028169014,0.081967213,0.639344262,0.098360656,0.032786885,0.147540984,1,0.058823529,0,0.215686275,0.705882353,0.019607843
43,0.945205479,0.054794521,0.051724138,0.689655172,0.086206897,0.051724138,0.120689655,1,0,0.037037037,0.185185185,0.740740741,0.037037037
44,0.971830986,0.028169014,0,0.788461538,0.038461538,0,0.173076923,1,0,0.101694915,0.254237288,0.593220339,0.050847458
45,0.932432432,0.067567568,0.05,0.683333333,0.116666667,0,0.15,1,0,0.019607843,0.235294118,0.745098039,0
46,0.958333333,0.041666667,0.193548387,0.580645161,0,0.016129032,0.209677419,1,0,0,0.288461538,0.673076923,0.038461538
47,0.896103896,0.103896104,0,0.8,0,0.02,0.18,1,0.038461538,0.019230769,0.307692308,0.615384615,0.019230769
48,0.896103896,0.103896104,0.038461538,0.769230769,0,0.038461538,0.153846154,1,0,0.018867925,0.264150943,0.679245283,0.037735849
49,0.971830986,0.028169014,0.037735849,0.641509434,0.018867925,0.018867925,0.283018868,1,0.140625,0.03125,0.09375,0.546875,0.1875
50,0.945205479,0.054794521,0.051724138,0.637931034,0.086206897,0.034482759,0.189655172,1,0.101694915,0,0.050847458,0.694915254,0.152542373
51,0.971830986,0.028169014,0.018181818,0.727272727,0.072727273,0.054545455,0.127272727,1,0.051724138,0.051724138,0.137931034,0.672413793,0.086206897
52,0.985714286,0.014285714,0,0.7,0,0.02,0.28,1,0.014705882,0.176470588,0.191176471,0.529411765,0.088235294
