,"('NP', 'np')","('NP', ('NP', 'NP'))","('S', ('NP', 'S'))","('S', ('NP', 'VP'))","('S', ('S', 'NP'))","('S', ('VP', 'NP'))","('S', ('VP',))","('V', 'v')","('VP', ('NP', 'V'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('VP', 'NP'))"
0,0.951219512,0.048780488,0.036363636,0.054545455,0.054545455,0.4,0.454545455,1,0.678571429,0.053571429,0,0.214285714,0.053571429
1,0.951219512,0.048780488,0.018867925,0.056603774,0.037735849,0.396226415,0.490566038,1,0.678571429,0.053571429,0.053571429,0.160714286,0.053571429
2,0.939759036,0.060240964,0.038461538,0,0,0.346153846,0.615384615,1,0.606557377,0.081967213,0.081967213,0.131147541,0.098360656
3,0.896551724,0.103448276,0,0.018518519,0.074074074,0.444444444,0.462962963,1,0.764705882,0.019607843,0,0.215686275,0
4,0.939759036,0.060240964,0.016129032,0.048387097,0.177419355,0.274193548,0.483870968,1,0.75,0,0,0.211538462,0.038461538
5,0.987341772,0.012658228,0.035714286,0.071428571,0.071428571,0.339285714,0.482142857,1,0.684210526,0.01754386,0.035087719,0.157894737,0.105263158
6,0.951219512,0.048780488,0.017241379,0.051724138,0.120689655,0.327586207,0.482758621,1,0.784313725,0,0.058823529,0.137254902,0.019607843
7,0.939759036,0.060240964,0.017241379,0.051724138,0.120689655,0.275862069,0.534482759,1,0.75,0,0.096153846,0.115384615,0.038461538
8,0.951219512,0.048780488,0.087719298,0.035087719,0.035087719,0.263157895,0.578947368,1,0.573770492,0.049180328,0.06557377,0.180327869,0.131147541
9,0.975,0.025,0,0.134615385,0.038461538,0.326923077,0.5,1,0.538461538,0.061538462,0,0.230769231,0.169230769
10,1,0,0.035714286,0.107142857,0.071428571,0.232142857,0.553571429,1,0.5,0.073529412,0.014705882,0.220588235,0.191176471
11,0.975,0.025,0,0.036363636,0.090909091,0.309090909,0.563636364,1,0.603174603,0.079365079,0.015873016,0.174603175,0.126984127
12,1,0,0,0.156862745,0.019607843,0.37254902,0.450980392,1,0.546875,0.0625,0.015625,0.21875,0.15625
13,0.975,0.025,0,0.052631579,0.122807018,0.245614035,0.578947368,1,0.5625,0.09375,0.03125,0.1875,0.125
14,0.939759036,0.060240964,0.038461538,0.038461538,0,0.346153846,0.576923077,1,0.629032258,0,0,0.177419355,0.193548387
15,0.896551724,0.103448276,0,0.04,0,0.46,0.5,1,0.735849057,0,0.037735849,0.169811321,0.056603774
16,0.928571429,0.071428571,0,0.02,0,0.44,0.54,1,0.689655172,0.017241379,0.017241379,0.155172414,0.120689655
17,0.928571429,0.071428571,0,0.039215686,0.019607843,0.431372549,0.509803922,1,0.722222222,0.037037037,0.074074074,0.12962963,0.037037037
18,0.928571429,0.071428571,0,0.096153846,0.038461538,0.384615385,0.480769231,1,0.678571429,0,0.017857143,0.196428571,0.107142857
19,0.906976744,0.093023256,0.019607843,0.078431373,0,0.392156863,0.509803922,1,0.716981132,0,0.075471698,0.150943396,0.056603774
20,0.928571429,0.071428571,0.018867925,0,0.037735849,0.320754717,0.622641509,1,0.64516129,0.064516129,0,0.161290323,0.129032258
21,0.939759036,0.060240964,0,0,0.122807018,0.350877193,0.526315789,1,0.727272727,0.072727273,0.018181818,0.163636364,0.018181818
22,0.962962963,0.037037037,0.032258065,0.016129032,0.161290323,0.241935484,0.548387097,1,0.727272727,0.054545455,0.036363636,0.145454545,0.036363636
23,0.917647059,0.082352941,0.096774194,0,0.096774194,0.322580645,0.483870968,1,0.673076923,0.038461538,0.038461538,0.25,0
24,0.939759036,0.060240964,0,0.105263158,0.122807018,0.298245614,0.473684211,1,0.74,0,0.12,0.14,0
25,0.917647059,0.082352941,0,0.107142857,0.107142857,0.25,0.535714286,1,0.642857143,0.017857143,0.053571429,0.196428571,0.089285714
26,0.928571429,0.071428571,0.018181818,0,0.072727273,0.381818182,0.527272727,1,0.714285714,0.017857143,0,0.178571429,0.089285714
27,0.928571429,0.071428571,0.019230769,0,0.019230769,0.423076923,0.538461538,1,0.689655172,0.017241379,0,0.172413793,0.120689655
28,0.928571429,0.071428571,0.074074074,0,0,0.407407407,0.518518519,1,0.631578947,0.052631579,0.052631579,0.192982456,0.070175439
29,0.939759036,0.060240964,0.038461538,0.057692308,0,0.423076923,0.480769231,1,0.655172414,0.017241379,0,0.206896552,0.120689655
30,0.962962963,0.037037037,0.152542373,0.033898305,0,0.406779661,0.406779661,1,0.551724138,0.051724138,0,0.310344828,0.086206897
31,0.906976744,0.093023256,0.037037037,0.111111111,0.037037037,0.296296296,0.518518519,1,0.673076923,0,0.134615385,0.153846154,0.038461538
32,0.928571429,0.071428571,0.054545455,0,0.036363636,0.272727273,0.636363636,1,0.655737705,0.016393443,0.016393443,0.147540984,0.163934426
