,"('S', ('VP', 'NP'))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('S', ('VP',))","('S', ('S', 'NP'))","('VP', ('VP', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('NP', 'V'))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
97,0.03571428571428571,0.6964285714285714,0.017857142857142856,0.16071428571428573,0.08928571428571429,0.0,0.0,0.24,0.64,0.12,0.0547945205479452,0.9452054794520548,1.0
98,0.034482758620689655,0.6896551724137931,0.05172413793103448,0.13793103448275862,0.08620689655172414,0.018518518518518517,0.05555555555555555,0.2222222222222222,0.6481481481481481,0.05555555555555555,0.0,1.0,1.0
99,0.05454545454545454,0.7090909090909091,0.05454545454545454,0.14545454545454545,0.03636363636363636,0.01818181818181818,0.07272727272727272,0.21818181818181817,0.6727272727272727,0.01818181818181818,0.0547945205479452,0.9452054794520548,1.0
100,0.0,0.7090909090909091,0.07272727272727272,0.2,0.01818181818181818,0.09090909090909091,0.0,0.23636363636363636,0.6545454545454545,0.01818181818181818,0.08,0.92,1.0
101,0.0,0.7692307692307693,0.019230769230769232,0.19230769230769232,0.019230769230769232,0.14516129032258066,0.04838709677419355,0.16129032258064516,0.5806451612903226,0.06451612903225806,0.014285714285714285,0.9857142857142858,1.0
102,0.07017543859649122,0.5263157894736842,0.03508771929824561,0.2807017543859649,0.08771929824561403,0.017543859649122806,0.10526315789473684,0.15789473684210525,0.5263157894736842,0.19298245614035087,0.014285714285714285,0.9857142857142858,1.0
103,0.017241379310344827,0.6896551724137931,0.017241379310344827,0.15517241379310345,0.1206896551724138,0.0,0.09090909090909091,0.21818181818181817,0.6545454545454545,0.03636363636363636,0.014285714285714285,0.9857142857142858,1.0
104,0.01818181818181818,0.7090909090909091,0.01818181818181818,0.18181818181818182,0.07272727272727272,0.01694915254237288,0.13559322033898305,0.23728813559322035,0.5932203389830508,0.01694915254237288,0.0,1.0,1.0
105,0.13793103448275862,0.5689655172413793,0.05172413793103448,0.15517241379310345,0.08620689655172414,0.016666666666666666,0.15,0.08333333333333333,0.6833333333333333,0.06666666666666667,0.014285714285714285,0.9857142857142858,1.0
106,0.05660377358490566,0.6981132075471698,0.018867924528301886,0.18867924528301888,0.03773584905660377,0.11764705882352941,0.14705882352941177,0.10294117647058823,0.6176470588235294,0.014705882352941176,0.0,1.0,1.0
107,0.0,0.7037037037037037,0.018518518518518517,0.2222222222222222,0.05555555555555555,0.018867924528301886,0.03773584905660377,0.2830188679245283,0.5283018867924528,0.1320754716981132,0.028169014084507043,0.971830985915493,1.0
108,0.2631578947368421,0.07017543859649122,0.10526315789473684,0.543859649122807,0.017543859649122806,0.038461538461538464,0.0,0.019230769230769232,0.23076923076923078,0.7115384615384616,0.041666666666666664,0.9583333333333334,1.0
109,0.21818181818181817,0.07272727272727272,0.09090909090909091,0.6181818181818182,0.0,0.12280701754385964,0.0,0.017543859649122806,0.15789473684210525,0.7017543859649122,0.0,1.0,1.0
110,0.13559322033898305,0.01694915254237288,0.1016949152542373,0.6949152542372882,0.05084745762711865,0.15,0.016666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.014285714285714285,0.9857142857142858,1.0
111,0.15517241379310345,0.034482758620689655,0.10344827586206896,0.6724137931034483,0.034482758620689655,0.10526315789473684,0.017543859649122806,0.05263157894736842,0.12280701754385964,0.7017543859649122,0.0,1.0,1.0
112,0.23529411764705882,0.0784313725490196,0.0196078431372549,0.6666666666666666,0.0,0.05357142857142857,0.05357142857142857,0.07142857142857142,0.14285714285714285,0.6785714285714286,0.0547945205479452,0.9452054794520548,1.0
113,0.3018867924528302,0.03773584905660377,0.05660377358490566,0.6037735849056604,0.0,0.03508771929824561,0.08771929824561403,0.03508771929824561,0.15789473684210525,0.6842105263157895,0.0,1.0,1.0
