sample,"NP,np","NP,NP,NP","S,NP,S","S,NP,VP","S,S,NP","S,VP,NP","S,VP","V,v","VP,NP,V","VP,NP,VP","VP,V,NP","VP,V","VP,VP,NP",lang,run,bias
0,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
1,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
2,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
3,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
4,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
5,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
6,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
7,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
8,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
9,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
10,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
11,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
12,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
13,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
14,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
15,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
16,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
17,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
18,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
19,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
20,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
21,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
22,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
23,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
24,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
25,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
26,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
27,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
28,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
29,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
30,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
31,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
32,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
33,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
34,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
35,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
36,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
37,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
38,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
39,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
40,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
41,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
42,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
43,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
44,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
45,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
46,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
47,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
48,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
49,0.8541666666666666,0.1458333333333333,0,0,0,0.3,0.7,1,0.8333333333333334,0,0,0.1666666666666666,0,French,1,Biased
50,0.8541666666666666,0.1458333333333333,0,0.8333333333333334,0,0,0.1666666666666666,1,0,0,0.3,0.7,0,French,1,Biased
